"","sample","tissue","endometriosis","severity","p78047_s_at","p221953_s_at","p225860_at","MMP24OS"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.879371,7.334802,6.624502,6.946225
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.214764,7.885381,6.750956,7.28370033333333
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.324599,7.100469,5.648154,6.35774066666667
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.941595,7.334802,5.659086,6.645161
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.675759,7.24989,7.257955,7.06120133333333
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.594954,7.421343,7.492963,7.50308666666667
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.178096,7.740892,7.072406,7.33046466666667
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.500669,7.421343,6.698202,6.87340466666667
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.777304,7.573547,6.591061,6.98063733333333
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.907566,7.55401,7.172935,7.21150366666667
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.661284,7.421343,6.61857,6.900399
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.526708,7.412965,6.750956,6.89687633333333
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.218592,8.156646,6.481837,6.95235833333333
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.36428,7.334802,6.15532,6.618134
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.27493,7.452941,6.97395,7.23394033333333
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.595141,7.421343,7.120536,7.04567333333333
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.151889,7.747483,7.480893,7.46008833333333
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.850159,7.313401,6.587404,6.916988
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.414069,7.334802,6.966427,6.90509933333333
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.037974,9.913275,9.90932,9.62018966666667
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.318758,9.521917,9.100285,8.98032
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.041879,10.04252,10.080666,9.72168833333333
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.367782,9.5817,9.187388,9.04562333333333
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.802244,10.147274,9.888817,9.61277833333333
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.90423,10.046537,9.83012,9.593629
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.714165,10.323124,9.762655,9.59998133333333
"27","GSM1256679","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.817928,11.239854,10.637365,10.565049
"28","GSM1256680","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.933918,9.138546,8.969854,8.68077266666667
"29","GSM1256681","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.009878,8.666367,8.757675,8.47797333333333
"30","GSM1256682","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.015766,10.304829,9.99025,9.77028166666667
"31","GSM1256683","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.417085,10.385558,10.146018,9.982887
"32","GSM1256684","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.103166,9.496233,9.32055,8.97331633333333
"33","GSM1256685","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.686626,10.960751,10.442972,10.3634496666667
"34","GSM1256686","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.096392,10.120587,9.877595,9.69819133333333
"35","GSM1256687","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.060861,8.123669,7.921651,7.70206033333333
"36","GSM1256688","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.175678,10.34536,9.896403,9.80581366666667
"37","GSM1256689","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.919357,10.394266,9.792949,9.70219066666667
"38","GSM1256690","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.96553,8.933267,8.642095,8.51363066666667
"39","GSM1256691","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.912355,9.575259,9.313474,9.26702933333333
"40","GSM1256692","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.30629,10.535015,10.321455,10.0542533333333
"41","GSM1256693","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.338067,9.665171,8.89436,8.965866
"42","GSM1256694","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.053468,9.809517,9.874742,9.57924233333333
"43","GSM1256695","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.775642,9.081179,8.854562,8.90379433333333
"44","GSM1256696","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.338457,8.965428,9.024711,8.77619866666667
"45","GSM1256697","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.487508,10.248115,10.058314,9.93131233333333
"46","GSM1256698","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.181169,9.880121,9.671445,9.57757833333333
"47","GSM1256699","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.383668,10.686953,10.318947,10.129856
"48","GSM1256700","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.091534,9.741632,9.413378,9.41551466666667
"49","GSM1256701","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.059045,10.02511,9.521962,9.53537233333333
"50","GSM1256702","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.725261,10.88564,10.374796,10.3285656666667
"51","GSM1256703","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.090232,10.967965,10.157969,10.0720553333333
"52","GSM1256704","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.402052,10.44048,10.040779,9.96110366666667
"53","GSM1256705","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.826492,10.048578,9.548612,9.47456066666667
"54","GSM1256706","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.073686,10.107161,10.023521,9.73478933333333
"55","GSM1256707","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.44498,10.285359,9.600706,9.44368166666667
"56","GSM1256708","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.043334,8.866421,8.445443,8.45173266666667
"57","GSM1256709","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.190323,10.5878,10.112788,9.963637
"58","GSM1256710","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.551722,9.218218,9.332109,9.03401633333333
"59","GSM1256711","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.895236,8.44233,8.692948,8.34350466666667
"60","GSM1256712","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.269711,9.038892,9.053524,8.78737566666667
"61","GSM1256713","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.798773,9.654504,9.938344,9.46387366666667
"62","GSM1256714","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.620606,9.108269,9.591034,9.10663633333333
"63","GSM1256715","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.324978,9.517576,9.198856,9.01380333333333
"64","GSM1256716","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.281085,8.528019,8.447033,8.41871233333333
"65","GSM1256717","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.994097,8.166483,7.948076,7.70288533333333
"66","GSM1256718","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.113936,9.170646,9.12068,8.801754
"67","GSM1256719","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.33612,9.325059,9.32313,8.99476966666667
"68","GSM1256720","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.334926,7.421343,7.24156,6.99927633333333
"69","GSM1256721","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.938716,7.730539,6.976656,6.88197033333333
"70","GSM1256722","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.988277,7.334802,6.788251,6.70377666666667
"71","GSM1256723","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.567256,7.332433,6.884591,6.92809333333333
