"","sample","tissue","endometriosis","severity","p202262_x_at","p214909_s_at","p215537_x_at","DDAH2"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.66213,8.660395,8.301086,8.20787033333333
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.883533,8.736143,7.837354,8.15234333333333
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.326644,8.835182,7.866738,8.34285466666667
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.184734,8.924592,8.481751,8.530359
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.237847,8.510349,8.559985,8.43606033333333
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.408092,8.691425,8.07973,8.39308233333333
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.552672,8.128494,6.534372,7.40517933333333
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.311782,9.496688,9.145927,9.31813233333333
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.410224,8.809038,8.51806,8.57910733333333
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.214217,8.5274,8.479497,8.407038
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.683,9.540279,8.911992,9.04509033333333
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.026605,8.840094,7.824514,8.23040433333333
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.445396,8.764959,7.715061,7.97513866666667
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.199044,9.773273,9.146233,9.37285
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.033569,8.638444,8.302422,8.32481166666667
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.764612,8.391505,8.049297,8.06847133333333
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.909508,8.49416,8.011023,8.13823033333333
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.93701,8.043315,7.576546,7.85229033333333
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.201366,8.189568,7.554268,7.64840066666667
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",10.660523,10.650246,10.745402,10.6853903333333
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",10.128749,9.937931,10.140465,10.0690483333333
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",10.259814,10.103824,10.269399,10.2110123333333
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.680814,10.380261,10.550531,10.537202
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.674548,10.490599,10.705127,10.6234246666667
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",10.877943,10.684501,10.937578,10.8333406666667
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",11.273427,11.017359,11.151111,11.147299
"27","GSM1256679","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",12.009531,11.911092,12.02199,11.980871
"28","GSM1256680","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",11.111891,11.086797,11.139558,11.1127486666667
"29","GSM1256681","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.574893,10.414664,10.563552,10.517703
"30","GSM1256682","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",11.664019,11.404493,11.651341,11.5732843333333
"31","GSM1256683","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",11.470324,10.912537,11.325886,11.236249
"32","GSM1256684","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",10.761558,10.702425,10.680917,10.7149666666667
"33","GSM1256685","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",11.609693,11.295055,11.594811,11.499853
"34","GSM1256686","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",11.356292,10.88972,11.382895,11.2096356666667
"35","GSM1256687","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.371246,9.442638,9.385439,9.39977433333333
"36","GSM1256688","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",10.451605,10.552937,10.504407,10.502983
"37","GSM1256689","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",11.289788,11.090519,11.229682,11.2033296666667
"38","GSM1256690","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",10.177774,9.810064,10.140322,10.04272
"39","GSM1256691","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",11.476168,11.319175,11.539223,11.4448553333333
"40","GSM1256692","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",10.821219,10.519336,10.872708,10.7377543333333
"41","GSM1256693","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",11.026744,10.757605,11.001954,10.9287676666667
"42","GSM1256694","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",10.81968,10.612366,10.960001,10.797349
"43","GSM1256695","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.503941,9.990507,10.529288,10.3412453333333
"44","GSM1256696","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.545291,10.359052,10.576401,10.4935813333333
"45","GSM1256697","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.696795,10.121182,10.684995,10.5009906666667
"46","GSM1256698","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",11.316056,11.277863,11.382942,11.3256203333333
"47","GSM1256699","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",11.633803,11.23631,11.597136,11.489083
"48","GSM1256700","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",10.525173,10.44779,10.606407,10.5264566666667
"49","GSM1256701","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.71225,10.697387,10.873766,10.7611343333333
"50","GSM1256702","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",10.690655,10.193798,10.671293,10.518582
"51","GSM1256703","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",10.664148,10.667433,10.612291,10.6479573333333
"52","GSM1256704","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",11.254364,11.128323,11.319042,11.2339096666667
"53","GSM1256705","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",11.173804,10.804872,11.123283,11.0339863333333
"54","GSM1256706","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",10.103746,9.885482,10.073623,10.0209503333333
"55","GSM1256707","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",11.525483,11.358081,11.433591,11.4390516666667
"56","GSM1256708","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.841555,9.616829,9.66329,9.70722466666667
"57","GSM1256709","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",10.938492,10.775951,10.967712,10.8940516666667
"58","GSM1256710","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.082706,9.918469,10.116511,10.0392286666667
"59","GSM1256711","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.757993,9.428051,9.750771,9.645605
"60","GSM1256712","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.484048,10.319821,10.537628,10.4471656666667
"61","GSM1256713","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",10.437124,10.21047,10.475689,10.3744276666667
"62","GSM1256714","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.966504,9.739995,9.908432,9.87164366666667
"63","GSM1256715","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.51427,9.410465,9.547123,9.49061933333333
"64","GSM1256716","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.859379,9.800654,9.88249,9.84750766666667
