"","sample","tissue","endometriosis","severity","p219291_at","p229984_at","p236649_at","DTWD1"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.102087,7.239614,8.429842,7.92384766666667
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.009279,6.551899,7.603844,7.05500733333333
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.922052,7.239016,5.569211,6.57675966666667
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.554778,7.982757,8.018028,7.85185433333333
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.149898,7.167311,8.661579,7.99292933333333
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.80322,7.512156,7.369529,7.561635
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.580065,6.746972,7.217392,6.848143
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.350614,6.603112,7.453804,7.13584333333333
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.119665,6.957717,8.539598,7.87232666666667
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.211976,6.573087,6.546519,7.11052733333333
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.807809,6.666109,7.443119,7.305679
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.554778,5.8796,7.480967,6.97178166666667
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.896966,5.695491,7.887548,7.16000166666667
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.849438,7.100782,8.412365,7.78752833333333
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.227064,7.073205,9.228882,8.17638366666667
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.12359,7.867168,9.21158,8.40077933333333
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.554778,7.323967,8.645487,7.84141066666667
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.554778,7.179901,8.151154,7.628611
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.11598,7.279167,7.588248,7.66113166666667
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.686854,6.795206,9.172571,7.884877
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.752315,6.252423,8.588476,7.197738
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.921955,6.357627,8.50884,7.26280733333333
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.689021,5.041811,5.922034,5.55095533333333
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.884285,7.446714,8.38193,7.57097633333333
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.607791,6.000327,8.150366,6.91949466666667
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.695583,5.401682,7.542007,6.21309066666667
"27","GSM1256679","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.86692,5.041811,7.665067,6.52459933333333
"28","GSM1256680","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.554778,6.932878,7.85736,7.44833866666667
"29","GSM1256681","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.945491,7.023677,7.645419,7.20486233333333
"30","GSM1256682","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.881466,5.401682,7.940147,6.74109833333333
"31","GSM1256683","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.15633,7.104859,7.588248,6.94981233333333
"32","GSM1256684","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.400251,5.743898,7.60866,6.58426966666667
"33","GSM1256685","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.271414,5.960399,6.568993,5.933602
"34","GSM1256686","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.436725,5.492954,7.588248,6.50597566666667
"35","GSM1256687","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.26037,7.278516,8.438872,7.992586
"36","GSM1256688","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.282554,6.274058,7.987675,7.181429
"37","GSM1256689","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.86684,5.401682,9.049058,7.10586
"38","GSM1256690","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.378086,7.265153,8.769076,7.804105
"39","GSM1256691","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.524946,6.368754,7.876572,7.25675733333333
"40","GSM1256692","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.470365,6.689011,8.083141,7.080839
"41","GSM1256693","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.638012,5.836065,7.857727,7.11060133333333
"42","GSM1256694","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.826036,5.559185,5.605326,5.66351566666667
"43","GSM1256695","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.95396,6.422878,6.32766,6.568166
"44","GSM1256696","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.2744,7.374097,9.080046,7.90951433333333
"45","GSM1256697","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.380578,5.707331,8.174636,6.75418166666667
"46","GSM1256698","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.587426,6.918165,8.194658,7.56674966666667
"47","GSM1256699","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.23391,5.401682,7.071858,6.23581666666667
"48","GSM1256700","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.850419,5.041811,6.424844,5.772358
"49","GSM1256701","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.968444,6.106164,8.094984,7.05653066666667
"50","GSM1256702","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.873211,5.570443,7.588248,6.34396733333333
"51","GSM1256703","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.416797,6.064829,7.969234,6.81695333333333
"52","GSM1256704","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.470365,5.46386,7.772013,6.568746
"53","GSM1256705","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.052042,6.093711,7.971715,7.039156
"54","GSM1256706","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.509012,6.518829,8.140905,7.05624866666667
"55","GSM1256707","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.554778,6.823622,9.049226,7.80920866666667
"56","GSM1256708","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.882123,7.730633,8.988528,8.53376133333333
"57","GSM1256709","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.437446,7.328319,7.948118,7.57129433333333
"58","GSM1256710","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.570814,8.287427,8.464734,8.10765833333333
"59","GSM1256711","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.304654,8.311851,8.681412,8.432639
"60","GSM1256712","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.913578,6.956487,8.788374,7.552813
"61","GSM1256713","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.200718,7.221193,8.20521,7.54237366666667
"62","GSM1256714","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.935145,8.570141,8.355255,8.286847
"63","GSM1256715","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.631307,8.151043,9.382878,8.38840933333333
"64","GSM1256716","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.172371,6.65442,7.921956,7.58291566666667
"65","GSM1256717","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.305068,8.642225,8.810424,8.58590566666667
"66","GSM1256718","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.378848,7.521786,9.741705,8.214113
"67","GSM1256719","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.735965,7.833046,7.067785,7.54559866666667
"68","GSM1256720","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.618544,7.276309,7.297089,7.73064733333333
"69","GSM1256721","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.160696,8.063409,7.460205,8.22810333333333
"70","GSM1256722","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.820737,7.90125,9.13794,8.61997566666667
"71","GSM1256723","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.364571,7.605309,7.308096,7.75932533333333
"72","GSM1256724","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.761832,8.05424,8.259601,8.35855766666667
"73","GSM1256725","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.163052,7.86461,9.49174,8.83980066666667
"74","GSM1256726","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.943821,8.077565,8.688726,8.57003733333333
"75","GSM1256727","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.204352,8.520695,8.31513,8.680059
"76","GSM1256728","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.621387,8.411429,8.325762,8.45285933333333
"77","GSM1256729","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.750108,7.839624,7.035371,7.87503433333333
"78","GSM1256730","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.071968,8.552187,5.776989,7.80038133333333
"79","GSM1256731","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.067706,7.304548,6.074115,7.14878966666667
"80","GSM1256732","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.118919,8.235599,8.406366,8.253628
