"","Unnamed..0","tissue","endometriosis","severity","p226346_at","p236885_at","MEX3A"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.06573697758232,4.37674811086548,4.7212425442239
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.44770168454152,4.96122703640493,5.20446436047322
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.52203870504024,5.38799053732231,5.45501462118127
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.23665502431221,5.29168756314197,5.26417129372709
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.74098743793713,5.20640316412619,5.47369530103166
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.93986270620206,4.70600911286014,4.8229359095311
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.83288630477635,6.47431647671493,5.15360139074564
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.30169234946697,5.38799053732231,5.84484144339464
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.85445819635781,5.20640316412619,5.030430680242
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.39109804419403,5.20640316412619,4.79875060416011
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.13312000943371,5.0320338596984,5.58257693456605
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.97267426815993,5.01857722219096,5.49562574517545
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.40192531154646,5.20640316412619,5.30416423783632
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.47318981501939,5.20640316412619,5.83979648957279
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.44770168454152,4.53311471588367,4.9904082002126
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.51274430515038,5.20640316412619,4.85957373463829
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.2397450653622,4.37674811086548,4.30824658811384
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.46867392403504,4.37674811086548,4.42271101745026
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.75458787336583,4.37674811086548,4.56566799211565
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.9383811794748,6.25514173998115,5.59676145972798
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.49582998611145,5.6734180786108,5.58462403236113
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.13542896838727,5.38799053732231,5.26170975285479
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.79685445603408,6.72481191471631,7.26083318537519
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.15772148050742,5.79607994378645,5.47690071214693
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.81903014387233,6.60943131586344,5.71423072986788
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.8867540764254,6.59747236497783,5.74211322070162
"27","GSM1256679","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.92708744005543,6.74202382889296,6.33455563447419
"28","GSM1256680","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.27169246173397,7.15102406075468,7.21135826124432
"29","GSM1256681","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.40192531154646,5.74576772258709,5.57384651706677
"30","GSM1256682","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.73471650275778,7.70334667059204,7.71903158667491
