"","Unnamed..0","tissue","endometriosis","severity","p201383_s_at","p201384_s_at","NBR1"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.2613545595517,10.2727094070506,8.76703198330115
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.09223125934281,9.86857335694964,8.98040230814622
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.23961607807435,10.4064693287258,8.82304270340008
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.745177116288,10.6558843562774,9.7005307362827
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.31645713795317,10.1419867825908,8.72922196027199
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.46592522504563,10.4049645639002,8.93544489447292
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.65519621224374,10.7030195578285,9.17910788503612
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.5806023428839,10.1291149511659,8.3548586470249
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.22362077250683,10.2310006345501,8.72731070352846
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.08528946568161,10.5043341014497,8.79481178356566
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.51100502522363,10.2098998566314,8.86045244092752
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.38502990407769,10.0347161209708,8.70987301252424
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.53068653955733,9.60599188049868,8.068339210028
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.77920577149985,10.0185008743524,8.39885332292613
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.74123828388801,10.1711444821993,8.45619138304365
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.9251568026601,10.8382439588423,9.3817003807512
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.25261941826639,10.9309212118253,9.09177031504585
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.44761684032346,9.93140349007906,8.68951016520126
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.06575632010916,10.4334239148375,8.74959011747333
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.58256442621383,8.82803685947443,7.20530064284413
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.1322271526504,8.60680230685254,6.86951472975147
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.1322271526504,8.3079178516308,6.7200725021406
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.1322271526504,7.76770119080895,6.44996417172968
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.39640590458112,7.97087157148443,6.68363873803277
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.1322271526504,6.93481463155711,6.03352089210376
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.50031512516387,5.87633786298456,5.18832649407421
"27","GSM1256679","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.41570813203607,6.55190131854486,5.48380472529047
"28","GSM1256680","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.61316112692775,8.88008884357379,7.24662498525077
"29","GSM1256681","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.52866745645974,6.93481463155711,6.23174104400842
"30","GSM1256682","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.64984171472819,6.23842945010492,5.44413558241656
"31","GSM1256683","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.22285297543266,7.00180960923414,5.6123312923334
"32","GSM1256684","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.85669530087595,8.21003925696327,6.53336727891961
"33","GSM1256685","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.40043456226159,6.12100799047284,5.26072127636722
"34","GSM1256686","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",3.38327550698929,6.43364042351931,4.9084579652543
"35","GSM1256687","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.8597594997464,10.1003121408689,8.48003582030765
"36","GSM1256688","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.1322271526504,8.05836895515525,6.59529805390282
