"","Unnamed..0","tissue","endometriosis","severity","p201510_at","p210827_s_at","p229842_at","ELF3"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.50393362764351,7.71321255887501,3.0732412618432,5.09679581612057
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.00866696329004,8.03239991683691,5.38605289601723,6.14237325871473
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.31889592811658,9.00601616771864,6.4455429740272,6.92348502328747
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.4822045083837,10.6429110121649,7.92414712084315,9.01642088046392
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.6680379577919,6.77723581120289,3.65598419958851,4.7004193228611
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.48488106889796,10.168599437053,7.32542120393599,8.32630056996232
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.79537690135936,10.8890988014355,7.66784844920567,9.11744138400018
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.09151719066426,8.39958127116986,5.89734572154885,6.79614806112766
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.04289923332875,6.9693829925219,3.45202882279647,4.82143701621571
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.19512354745491,10.5791572723544,7.14126572340145,8.30518218107025
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.596774212945,7.62289894592592,6.52727058667711,6.58231458184934
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.23835546378096,9.25782828820905,7.3912807592786,7.96248817042287
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.51221416192153,11.7010776013802,7.77555406552812,9.32961527627662
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.47674758876425,7.93300049728631,5.34577878695873,5.91850895766976
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.79959766401722,7.47785892026371,3.39252665237753,5.22332774555282
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.02483465802574,10.5068757261368,8.51865653357217,9.01678897257824
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.38922190918117,10.460425157697,8.74592745689145,9.19852484125654
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.72412666212479,10.4540733887887,7.55638235292175,8.57819413461175
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.04764360052591,9.51396072743633,7.40802251166256,7.98987561320827
