"","Unnamed..0","tissue","endometriosis","severity","p1555896_a_at","p217007_s_at","ADAM15"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.88019744745493,5.47840739952323,5.17930242348908
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.92514551014715,6.9824413964348,6.45379345329098
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.99978750729576,5.45525068159604,5.2275190944459
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.88019744745493,5.47840739952323,5.17930242348908
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.61668218929925,6.58408842890184,6.60038530910055
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.14298114094985,5.64383226362677,5.39340670228831
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.88019744745493,4.91214007958858,4.89616876352176
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.88019744745493,4.95606262090871,4.91813003418182
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.4607379810038,5.81130414034446,5.63602106067413
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.95899213413405,5.0124810856371,4.98573660988558
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.38800643060174,5.47840739952323,5.43320691506248
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.88019744745493,5.0148233997659,4.94751042361042
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.41270906358831,5.28288165493123,4.84779535925977
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.88019744745493,5.44961396940482,5.16490570842987
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.88019744745493,5.47840739952323,5.17930242348908
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.88019744745493,5.60344087059307,5.241819159024
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.62640116660065,4.93027045815159,4.77833581237612
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.88019744745493,5.60694161368041,5.24356953056767
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.11750789854429,5.47840739952323,5.29795764903376
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.04774162939147,6.38199989818052,6.21487076378599
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.52213331444519,6.95601116736871,6.73907224090695
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.01208431652058,6.6123890948103,6.31223670566544
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.19433155566155,6.03099627134664,6.11266391350409
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.42876510497455,7.21452400792036,7.32164455644746
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.3380201520029,7.69874879734599,7.51838447467444
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.84187472266318,7.09661004649754,6.96924238458036
"27","GSM1256679","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.31606756365917,7.10783043288043,7.2119489982698
"28","GSM1256680","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.5983621807992,6.15333552189389,6.37584885134654
"29","GSM1256681","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.32876159303517,5.13260507357436,5.23068333330477
"30","GSM1256682","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.19617124465312,6.42067904072458,6.30842514268885
"31","GSM1256683","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.86295265283531,6.97441628992197,6.91868447137864
"32","GSM1256684","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.22720643658528,6.10218700868906,6.16469672263717
"33","GSM1256685","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.53876223583594,7.29640299165102,7.41758261374348
"34","GSM1256686","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.24167523203045,8.3719357220541,8.30680547704227
"35","GSM1256687","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.12147547107507,5.1425782930717,5.13202688207338
"36","GSM1256688","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.32876159303517,6.50192423033892,5.91534291168704
"37","GSM1256689","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.39997257403655,6.79107271616043,6.59552264509849
"38","GSM1256690","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.68229877047835,5.95239915789446,5.8173489641864
"39","GSM1256691","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.19657242082169,6.19736714616332,6.19696978349251
"40","GSM1256692","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.33305769752853,7.04748716229267,7.1902724299106
"41","GSM1256693","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.32876159303517,5.44462147337092,5.38669153320305
"42","GSM1256694","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.10152044863873,6.23059440274129,6.16605742569001
"43","GSM1256695","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.88019744745493,5.45504129250904,5.16761936998198
"44","GSM1256696","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.18612572108575,5.20659644208704,5.19636108158639
"45","GSM1256697","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.2954129554313,7.29948591835268,6.79744943689199
"46","GSM1256698","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.15109782476655,5.92752034922014,6.03930908699335
"47","GSM1256699","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.25290512890653,6.8507287587819,7.05181694384421
"48","GSM1256700","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.32876159303517,6.53746767108218,5.93311463205868
"49","GSM1256701","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.82722244397745,7.07153235255875,6.9493773982681
"50","GSM1256702","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.74097813882794,7.34339448561613,7.54218631222204
"51","GSM1256703","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.88788545815502,7.79508684002631,7.84148614909066
"52","GSM1256704","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.09335323164227,8.29205360745697,8.19270341954962
"53","GSM1256705","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.29272386174313,6.28951936558971,6.29112161366642
"54","GSM1256706","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.67009918559883,6.9490146139662,6.80955689978251
"55","GSM1256707","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.43876341126848,5.99680108524231,5.71778224825539
"56","GSM1256708","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.88019744745493,4.95648762958922,4.91834253852207
"57","GSM1256709","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.8677147688573,6.59754198581318,6.73262837733524
"58","GSM1256710","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.32099156542738,7.08992604430122,6.7054588048643
"59","GSM1256711","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.57421074152492,6.14683156573342,5.86052115362917
"60","GSM1256712","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.1804466850447,6.58891391533633,6.38468030019052
"61","GSM1256713","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.77186000780337,7.12129584302093,6.94657792541215
"62","GSM1256714","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.47586932268093,6.61889584574,6.54738258421047
"63","GSM1256715","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.81455387643408,5.53960086764879,5.67707737204143
"64","GSM1256716","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.55175270870128,4.53157088689451,4.54166179779789
"65","GSM1256717","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.04642578189546,5.47692980788804,5.26167779489175
"66","GSM1256718","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.84804804285021,6.67108656704239,6.7595673049463
"67","GSM1256719","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.09299404455974,6.42016028832316,6.75657716644145
"68","GSM1256720","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.4213587236457,4.48873669463154,4.45504770913862
"69","GSM1256721","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.88019744745493,4.03786767586901,4.45903256166197
"70","GSM1256722","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.74993463116536,4.37689347150591,4.56341405133563
"71","GSM1256723","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.54109517103367,3.90885013680368,4.22497265391867
"72","GSM1256724","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.90027164113524,4.48873669463154,4.69450416788339
"73","GSM1256725","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.88019744745493,4.95606262090871,4.91813003418182
"74","GSM1256726","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.41270906358831,4.54074587670442,4.47672747014636
"75","GSM1256727","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.36622471363633,5.47840739952323,5.42231605657978
"76","GSM1256728","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.36630835645944,4.64972547690184,5.00801691668064
"77","GSM1256729","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.61479753521407,3.95346180629122,4.28412967075264
"78","GSM1256730","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.91318188446149,5.58413820590701,5.24866004518425
"79","GSM1256731","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.88019744745493,4.85442974421426,4.8673135958346
"80","GSM1256732","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.63359583163148,4.95606262090871,5.2948292262701
"81","GSM1256733","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.88019744745493,4.48873669463154,4.68446707104324
"82","GSM1256734","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.88019744745493,4.95606262090871,4.91813003418182
"83","GSM1256735","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.24881388280809,6.53370507363521,6.39125947822165
"84","GSM1256736","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.66743319809451,5.48289767436256,5.57516543622853
"85","GSM1256737","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.82142285070349,6.55460286056296,6.68801285563323
"86","GSM1256738","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.90996688186457,7.2866256414683,7.09829626166643
"87","GSM1256739","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.2742612572531,6.56429637474316,6.91927881599813
"88","GSM1256740","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.01820561938913,7.15220841741842,7.08520701840377
"89","GSM1256741","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.02757473206122,6.59586152022799,6.8117181261446
"90","GSM1256742","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.14549075006649,7.65452658495699,7.40000866751174
"91","GSM1256743","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.65353604577728,6.37756535689267,6.51555070133498
"92","GSM1256744","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.09813072366702,5.47840739952323,5.28826906159513
"93","GSM1256745","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.4151493665655,5.76395542834645,6.08955239745598
"94","GSM1256746","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.95621720460733,5.80796475897225,5.88209098178979
"95","GSM1256747","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.051304052539,6.82218133802168,6.93674269528034
"96","GSM1256748","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.40288826709762,5.47840739952323,5.44064783331043
"97","GSM1256749","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.09907001411829,5.49531364340217,5.29719182876023
"98","GSM1256750","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.27345250707217,5.84088504011831,5.55716877359524
"99","GSM1256751","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.68149352557633,6.85537205033188,7.2684327879541
"100","GSM1256752","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.23318522327594,6.72086931190916,6.47702726759255
"101","GSM1256753","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.51992701236202,6.21344223738907,6.36668462487554
"102","GSM1256754","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.3769069939324,5.47840739952323,5.42765719672782
"103","GSM1256755","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.09955726194081,5.47840739952323,5.28898233073202
"104","GSM1256756","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.96488305749611,6.76546512391043,6.86517409070327
"105","GSM1256757","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.89236478738501,6.30709555516064,6.59973017127282
"106","GSM1256758","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.54556297059888,6.04721657692149,5.79638977376018
"107","GSM1256759","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.62557630724436,5.33447413718224,5.4800252222133
"108","GSM1256760","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.32876159303517,5.75172072275418,5.54024115789468
"109","GSM1256761","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.69510805032977,5.48029643723619,5.58770224378298
"110","GSM1256762","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.17597752350169,6.01986478583848,6.09792115467008
"111","GSM1256763","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.74153614784039,6.55560416139192,6.64857015461615
"112","GSM1256764","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.48717317874918,6.34002819300103,6.4136006858751
"113","GSM1256765","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.18014649659321,5.84618221109247,6.01316435384284
"114","GSM1256766","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.88019744745493,4.87386332525196,4.87703038635344
"115","GSM1256767","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.88019744745493,6.46322210477865,5.67170977611679
"116","GSM1256768","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.9167621224515,5.47840739952323,5.19758476098736
"117","GSM1256769","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.42734554420956,6.59690781882984,6.0121266815197
"118","GSM1256770","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.08840564781023,5.20850876939017,5.1484572086002
"119","GSM1256771","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.14646903181951,5.22607517596672,6.18627210389312
"120","GSM1256772","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.57865297839162,5.9463554791481,5.76250422876986
"121","GSM1256773","Unknown","Endometriosis","Moderate/Severe",4.48516440075012,4.95606262090871,4.72061351082942
"122","GSM1256774","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.42087072336145,4.81423131001147,4.61755101668646
"123","GSM1256775","Unknown","Endometriosis","Minimal/Mild",4.41270906358831,4.83749297024394,4.62510101691613
"124","GSM1256776","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.88019744745493,5.18323599728428,5.03171672236961
"125","GSM1256777","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.41270906358831,4.68568001060459,4.54919453709645
"126","GSM1256778","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.55175270870128,4.48034591602277,4.51604931236202
"127","GSM1256779","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.17364965481119,4.39156748748003,4.28260857114561
"128","GSM1256780","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.5386133176314,4.47317283309484,4.50589307536312
"129","GSM1256781","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.3724434126033,4.18342723527156,4.27793532393743
"130","GSM1256782","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.55175270870128,4.58602591735526,4.56888931302827
"131","GSM1256783","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.62522545331432,4.43307116236056,4.52914830783744
"132","GSM1256784","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.41270906358831,4.48873669463154,4.45072287910993
"133","GSM1256785","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.55175270870128,4.58674820701671,4.569250457859
"134","GSM1256786","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.912898817811,4.65370269440073,4.28330075610586
"135","GSM1256787","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.88019744745493,4.95606262090871,4.91813003418182
"136","GSM1256788","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.88019744745493,4.24883227903513,4.56451486324503
"137","GSM1256789","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.55175270870128,4.83759484130394,4.69467377500261
"138","GSM1256790","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.53690208582398,4.95606262090871,4.74648235336635
"139","GSM1256791","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.24274896266674,4.52015554869748,4.38145225568211
"140","GSM1256792","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.55175270870128,4.79217481331433,4.67196376100781
"141","GSM1256793","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.55175270870128,4.60433432180569,4.57804351525349
"142","GSM1256794","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.82911768558515,4.87710407984125,4.8531108827132
"143","GSM1256795","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.88019744745493,4.95606262090871,4.91813003418182
"144","GSM1256796","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.43991970892673,4.54215656275745,4.49103813584209
"145","GSM1256797","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.23886421634003,4.3972596118344,4.31806191408721
"146","GSM1256798","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.55175270870128,4.48873669463154,4.52024470166641
"147","GSM1256799","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.41270906358831,4.48873669463154,4.45072287910993
"148","GSM1256800","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.53654518740991,4.95606262090871,4.74630390415931
