"","Unnamed..0","tissue","endometriosis","severity","p40837_at","p204431_at","TLE2"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.22369516082126,4.31596052048285,4.76982784065205
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.8882964891728,4.23710656173863,5.06270152545572
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.28544350635716,5.31697575334702,6.30120962985209
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.34655664207511,6.94246783948526,7.64451224078018
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.77478584976553,6.65114098131041,6.71296341553797
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.09428098020723,7.26557334355418,7.67992716188071
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.35490408953193,6.45153684351342,7.40322046652267
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.5585924450391,6.13134313171251,6.84496778837581
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.41782496899682,6.65114098131041,7.03448297515362
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.41754886270325,7.16205394205119,7.78980140237722
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.56547281679172,4.64337704230728,5.6044249295495
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.65772049460963,6.65114098131041,7.15443073796002
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.64031186526858,4.4945771640537,5.56744451466114
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.47060221796463,6.65114098131041,7.06087159963752
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.3376635389076,6.45611490192381,6.89688922041571
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.26858675031329,5.75251251234497,6.01054963132913
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.72163738152895,6.65114098131041,7.18638918141968
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.7052431837778,7.17162633330588,7.43843475854184
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.5978185510937,7.26557334355418,7.93169594732394
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.33391221315799,8.26280003322328,8.79835612319064
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.70542572624254,6.65114098131041,7.17828335377648
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",10.2239335028605,9.60055975265974,9.91224662776012
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.94253430653634,7.98766099970424,8.46509765312029
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",11.0420351703631,10.2659312942294,10.6539832322962
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",10.3774576210125,9.66056250286188,10.0190100619372
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.40989121245169,8.43188433290496,8.92088777267833
"27","GSM1256679","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.62515148648415,8.39936425864813,9.01225787256614
"28","GSM1256680","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.85559917973711,7.26557334355418,7.56058626164564
"29","GSM1256681","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.90869338182625,6.86130136342672,7.38499737262648
"30","GSM1256682","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.47676563415711,8.34811856932021,8.91244210173866
"31","GSM1256683","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",10.0442443324774,9.10377926969437,9.57401180108588
"32","GSM1256684","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.02761650871447,8.67089926663329,8.84925788767388
"33","GSM1256685","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",10.1726240585057,9.67498041488495,9.92380223669532
"34","GSM1256686","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.39465561570208,8.52361056077793,8.95913308824001
"35","GSM1256687","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.13656026898679,5.56623060455263,5.85139543676971
"36","GSM1256688","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",10.6449239880814,9.89106890631352,10.2679964471975
"37","GSM1256689","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.60414688891827,8.73720125184371,9.17067407038099
"38","GSM1256690","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.96265671336185,6.73623190954658,6.84944431145422
"39","GSM1256691","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.60134113407896,7.64777964990536,8.12456039199216
"40","GSM1256692","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.85417143669598,9.06136988233234,9.45777065951416
"41","GSM1256693","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.79235275205871,7.04022235756189,7.4162875548103
"42","GSM1256694","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.94148989301111,9.1824578060726,9.56197384954185
"43","GSM1256695","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.08074928800341,6.65114098131041,6.86594513465691
"44","GSM1256696","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.95333406542265,7.87870707719661,8.41602057130963
"45","GSM1256697","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.051976424078,9.2960170564304,9.6739967402542
"46","GSM1256698","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.02653286596014,7.95717679011284,8.49185482803649
"47","GSM1256699","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",10.0583529169548,9.08601906113977,9.57218598904728
"48","GSM1256700","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.95330753328392,9.19418857945688,9.5737480563704
"49","GSM1256701","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.29414435813912,7.26557334355418,7.77985885084665
"50","GSM1256702","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.5060358238701,7.62383237233059,8.06493409810034
"51","GSM1256703","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.62680487319868,7.90943909441168,8.26812198380518
"52","GSM1256704","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.3959099095065,9.98804383915,10.1919768743283
"53","GSM1256705","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.75720947430182,8.92808269917137,9.3426460867366
"54","GSM1256706","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.71293654634565,9.04595139074908,9.37944396854737
"55","GSM1256707","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.4675124187893,7.25851428438038,7.86301335158484
"56","GSM1256708","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.12089570801012,6.65114098131041,7.38601834466026
"57","GSM1256709","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.99481934954855,7.7191111926947,8.35696527112163
"58","GSM1256710","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.72389273089227,9.05674853491404,9.39032063290315
"59","GSM1256711","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.40688631255104,7.81820776249527,8.11254703752315
"60","GSM1256712","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.12253366980081,6.56103203500979,6.8417828524053
"61","GSM1256713","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.58475354088171,7.91788726003622,8.25132040045897
"62","GSM1256714","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.88690728814338,9.29780644922805,9.59235686868572
"63","GSM1256715","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.6299849988894,7.96803730000792,8.29901114944866
"64","GSM1256716","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.55468095577398,6.67088149966095,7.11278122771746
"65","GSM1256717","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.34552811456406,6.05544201893446,6.20048506674926
"66","GSM1256718","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.83311672076965,9.21641349097795,9.5247651058738
"67","GSM1256719","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.56609720457957,8.93896848237086,9.25253284347522
"68","GSM1256720","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.17415764485502,5.21711808234349,5.69563786359926
"69","GSM1256721","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.60934946582091,5.24313773128117,5.42624359855104
"70","GSM1256722","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.85732543062053,6.65114098131041,6.75423320596547
"71","GSM1256723","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.86201891877534,6.46985063725474,6.66593477801504
"72","GSM1256724","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.91760576312494,4.58323599799199,4.75042088055847
