"","Unnamed..0","tissue","endometriosis","severity","p201842_s_at","p201843_s_at","EFEMP1"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.46139440228972,3.85171841797754,5.65655641013363
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.31250893899773,3.26643476067771,4.78947184983772
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",11.468002695842,6.99527291214072,9.23163780399136
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.66941732927518,6.23818081355893,7.95379907141706
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.92883931566537,5.43825424688144,7.1835467812734
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.5233522036828,7.62496618424746,9.07415919396513
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.45193194115188,5.33199563059092,7.3919637858714
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",10.616988682493,7.98267047930652,9.29982958089976
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.80033739143489,5.23111970553621,7.01572854848555
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",11.0561847167881,7.95340246219696,9.50479358949253
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.00345101915035,4.01454835152437,6.00899968533736
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.25022363473304,3.91988738078046,5.58505550775675
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.73420553342746,6.84090484800085,7.78755519071415
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.87462934010493,6.73491334093502,8.30477134051998
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.58447651111397,7.00557511083247,8.29502581097322
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.295085400316,7.72269861151901,9.0088920059175
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.2946354515481,7.90205019502486,9.09834282328648
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.2160841445671,8.11748804054222,9.16678609255466
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",11.0814483273518,8.90126114990363,9.99135473862772
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.67781200324937,6.83034851376621,8.25408025850779
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.50471659899085,4.76843424901709,6.63657542400397
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",10.099716842566,7.74393859826773,8.92182772041686
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.8636943762105,6.78324893886932,7.82347165753991
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.81735629343477,7.8554871608094,8.83642172712208
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.94082321667414,7.7830281699941,8.86192569333412
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.12662532754632,4.65976720855366,5.89319626804999
"27","GSM1256679","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.15240503929501,5.91810698626337,7.03525601277919
"28","GSM1256680","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.64852831897264,5.21897286359269,6.93375059128266
"29","GSM1256681","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.87263755800695,5.48040139425945,6.1765194761332
"30","GSM1256682","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.46642647151872,4.93643884572057,6.20143265861964
"31","GSM1256683","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.9595971851245,3.98018967977473,5.46989343244961
"32","GSM1256684","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.16194541138321,4.71683620671504,6.43939080904912
"33","GSM1256685","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.02576205203724,2.38963503891477,3.707698545476
