"","Unnamed..0","tissue","endometriosis","severity","p228793_at","p224933_s_at","JMJD1C"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.03768527196356,8.48380483028125,7.7607450511224
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.74280720242223,8.5355881330893,7.63919766775576
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.16276294347266,8.74935984279268,6.45606139313267
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.40367461694539,8.26455251343672,6.83411356519106
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.94229049780523,8.66241032797697,8.3023504128911
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.16276294347266,8.43690110364026,6.29983202355646
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.16276294347266,8.30263920069796,6.23270107208531
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.15425575100055,9.00613899819381,7.08019737459718
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.66416246236601,9.1490324825224,7.40659747244421
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.67383101176811,8.71732281361268,7.6955769126904
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.87774391579681,8.85479215052293,7.36626803315987
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.77904828126262,8.66907696680386,8.22406262403324
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.52792300592485,8.74989684369221,7.13890992480853
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.6053552892773,9.85148565682648,8.72842047305189
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.49359146927515,9.05144417246197,7.77251782086856
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.36529818410317,8.90069726920187,7.63299772665252
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.97336313741128,9.03719474481304,8.00527894111216
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.14056843015162,8.27795021524237,7.209259322697
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.58072342162231,8.23838896117667,7.40955619139949
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.23010337333914,7.97400465369874,8.60205401351894
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.27299849830269,3.99776308421192,6.1353807912573
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.44805040114804,6.72168096693153,7.58486568403978
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.94266553377247,8.04513882914545,8.49390218145896
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.85238881708816,3.41680565623016,5.63459723665916
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.80460709790358,7.23416548064443,8.019386289274
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.98197691090402,6.712441869414,7.34720939015901
"27","GSM1256679","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.60544050047919,3.41680565623016,5.51112307835468
"28","GSM1256680","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.85336657367357,7.72554585492978,8.28945621430167
"29","GSM1256681","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.48946344515359,6.38417814303791,7.43682079409575
"30","GSM1256682","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.97566706853068,4.96828238364796,6.97197472608932
"31","GSM1256683","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.64685681581732,3.94158829026994,5.79422255304363
"32","GSM1256684","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.2867739694903,6.53689935436638,7.41183666192834
"33","GSM1256685","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.81418568793251,6.84893868965849,6.8315621887955
"34","GSM1256686","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.59498438181383,5.0946937088159,6.34483904531487
"35","GSM1256687","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.21293851491349,8.64677629887676,8.42985740689513
"36","GSM1256688","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.30742031845273,8.71060712356998,8.50901372101136
"37","GSM1256689","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.12426250051606,7.61895940750076,8.37161095400841
"38","GSM1256690","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.72742379487457,5.80659704814674,7.26701042151065
"39","GSM1256691","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.76281225293753,7.94346393540163,8.35313809416958
"40","GSM1256692","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.70772484763265,6.24446824410644,6.97609654586955
"41","GSM1256693","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.50357433797798,8.41907891589686,8.96132662693742
"42","GSM1256694","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.49692343185436,3.72601793357681,6.11147068271558
"43","GSM1256695","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.26461636659389,7.31625099970821,8.29043368315105
"44","GSM1256696","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.6104758163219,7.16314026034233,8.88680803833211
"45","GSM1256697","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.14345292377282,6.31923334988709,7.23134313682995
"46","GSM1256698","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.9561028871165,7.85319326285725,8.40464807498688
"47","GSM1256699","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.81703318427937,5.22577871675568,6.52140595051752
"48","GSM1256700","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.0135328103399,6.72504193119824,7.86928737076907
"49","GSM1256701","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.77511810089184,7.62078307624055,8.1979505885662
"50","GSM1256702","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.52651467195786,6.77988327981489,7.15319897588637
"51","GSM1256703","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.14688379778867,6.09009056354255,6.61848718066561
"52","GSM1256704","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.70041198490212,3.41680565623016,4.05860882056614
"53","GSM1256705","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.4209051075891,4.4865877475141,6.4537464275516
"54","GSM1256706","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.54515487482726,6.61634913185978,7.58075200334352
"55","GSM1256707","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.90831998660223,6.00131378346846,7.45481688503534
"56","GSM1256708","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.91128597107801,8.40479339306093,8.65803968206947
"57","GSM1256709","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.44119600922542,6.39897940503702,7.42008770713122
"58","GSM1256710","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.37804889974639,7.55641847264299,7.96723368619469
"59","GSM1256711","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.65570873491517,5.78671456584409,7.22121165037963
"60","GSM1256712","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.15656625591956,4.34481066082906,6.25068845837431
"61","GSM1256713","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.1653720591458,6.57558205599696,7.37047705757138
"62","GSM1256714","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.01195539937699,4.34364191521961,6.1777986572983
"63","GSM1256715","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.18173624432537,7.92994058916141,8.55583841674339
"64","GSM1256716","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.23392615240493,7.97400465369874,8.60396540305183
"65","GSM1256717","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.07439880137258,7.8245698697868,8.44948433557969
"66","GSM1256718","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.750064610521,7.98925364587498,8.86965912819799
"67","GSM1256719","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.59544652752144,7.76665815429681,7.68105234090912
"68","GSM1256720","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.9123606313013,9.0173377937441,8.4648492125227
"69","GSM1256721","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.07142233444733,8.93814037547879,8.00478135496306
"70","GSM1256722","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.22477509560184,10.1790952184427,9.70193515702227
"71","GSM1256723","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.29020508899836,10.1476436304548,9.21892435972658
"72","GSM1256724","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.47578912726277,8.6008783050015,8.03833371613213
"73","GSM1256725","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.65690914489374,9.61429346270081,9.13560130379727
"74","GSM1256726","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.85481438390398,9.68893759421293,9.27187598905845
"75","GSM1256727","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.06178588332979,9.14077972722884,8.60128280527931
"76","GSM1256728","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.2934570764871,8.75999812233339,8.02672759941025
