"","Unnamed..0","tissue","endometriosis","severity","p204186_s_at","p204185_x_at","p228469_at","PPID"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.0522569154631,9.04636401189942,5.32844512657967,7.4756886846474
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.18813381933821,9.89314020772492,4.26689309439124,7.44938904048479
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.07242123626149,10.0293997362971,4.02418574944034,7.37533557399964
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.84630409265693,9.25924972721713,3.74203637391938,6.94919673126448
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.91161090587533,9.18858354240639,4.45110899452899,7.51710114760357
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.20072633769672,9.35169992901469,4.28007511503178,7.27750046058106
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.54039935884563,10.0433485385067,3.10849293986629,6.89741361240621
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.24174780771492,9.45054730160682,3.81202234281839,7.16810581738004
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.07867378674435,8.9267754724405,4.14480756006752,7.05008560641746
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.5433476098084,9.56703245642113,5.1429380566547,7.75110604096141
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.07346852249649,10.0187039320388,4.61898394698219,7.90371880050583
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.67472482884844,9.74469350111871,3.69088387208714,7.3701007340181
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.1397842446308,8.29495228729616,5.21037129092953,6.21503594095216
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.71481730102542,9.53170291145329,4.79543300386235,7.68065107211369
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.67106018931772,9.60951796136102,4.87245745103721,7.71767853390532
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.22080999527851,9.22806168535252,5.05377706257018,7.5008829144004
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.19837338379349,9.10060191174616,5.00484314070122,7.43460614541362
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.56391162006363,9.17887642226816,5.12451866690334,7.62243556974504
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.56917942530838,9.61153577382109,4.77978539749727,7.65350019887558
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.62974180293975,8.67490000509235,4.04945372907261,6.78469851236824
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.1149763815031,9.29626186508462,5.19378025113224,7.53500616590665
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.77855578868355,8.88957673590564,3.19677671942676,6.62163641467198
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.52448444784656,7.64592685180663,3.10849293986629,5.09296807983983
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.31841490198052,8.53901415547063,3.19743789174302,6.35162231639806
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.10052308957385,7.07398090793497,3.10849293986629,5.09433231245837
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.99206497108179,7.37652627046134,3.29094980035878,5.2198470139673
"27","GSM1256679","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.63179468609629,7.96025031799371,3.00708922196558,5.53304474201853
"28","GSM1256680","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.33631038069864,8.45477777851737,4.50329542028138,6.76479452649913
"29","GSM1256681","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.20117897419605,8.093496156822,3.10849293986629,5.46772269029478
"30","GSM1256682","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.19317798978433,7.78816837482362,3.42747716850231,5.46960784437009
"31","GSM1256683","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.88581099383011,8.74935578363321,3.10849293986629,5.91455323910987
"32","GSM1256684","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.54765759174266,7.97830942269712,3.42747716850231,5.98448139431403
"33","GSM1256685","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.91870216717737,7.48481276086094,2.71760615836824,5.04037369546885
"34","GSM1256686","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.8027755109491,6.95251712237623,2.87712634987541,4.87747299440025
"35","GSM1256687","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.5561513513766,9.59007541577268,6.60521210561945,8.25047962425624
"36","GSM1256688","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.14579805526615,7.67924649229987,4.22499065804964,6.01667840187189
"37","GSM1256689","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.11986295467887,7.8923139145665,3.86448555410899,5.95888747445145
"38","GSM1256690","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.38703018609865,9.54291375617229,5.4150411356296,7.78166169263351
"39","GSM1256691","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.70242147170113,8.68647702407192,3.42747716850231,6.27212522142512
"40","GSM1256692","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.69214749502132,7.1588450290988,3.83172508437355,5.22757253616456
"41","GSM1256693","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.79640184367771,8.60134294125854,4.93605701165875,6.77793393219833
"42","GSM1256694","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.41472620751884,8.42642354887652,2.48478454181323,6.10864476606953
"43","GSM1256695","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.74682019181959,6.98594548487269,2.86834129512578,4.86703565727269
"44","GSM1256696","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.69211953906703,8.01006474553149,5.21655528532977,6.30624652330943
"45","GSM1256697","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.84106055672954,7.9780129198974,3.42747716850231,6.08218354837642
"46","GSM1256698","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.39978025700437,8.64419294652364,3.48300002881928,6.5089910774491
"47","GSM1256699","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.99256965346081,7.97008836030075,2.28453793142438,4.74906531506198
"48","GSM1256700","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.71140278881319,8.26570194079281,3.42747716850231,5.80152729936944
"49","GSM1256701","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.72544721114389,8.35518400497221,3.90869659150033,6.32977593587214
"50","GSM1256702","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.50142836023299,7.37846459910616,3.29683232318019,5.05890842750645
"51","GSM1256703","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.81041303054629,8.10401478538738,3.53214388371181,6.14885723321516
"52","GSM1256704","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.13054229637146,8.35598554215034,3.10849293986629,6.1983402594627
"53","GSM1256705","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.82864620342904,7.74242446062013,4.72247640533104,5.7645156897934
"54","GSM1256706","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.30082840110507,8.27616538223131,3.42747716850231,6.3348236506129
"55","GSM1256707","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.35081528722447,8.75742683892206,4.6709355273097,6.92639255115208
"56","GSM1256708","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.15688143106519,9.30134152636269,6.5062425798813,7.98815517910306
"57","GSM1256709","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.44777577321062,8.92289833958557,5.20337484922066,7.19134965400562
"58","GSM1256710","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.92546789070369,8.76327008681269,5.18776480851801,7.2921675953448
"59","GSM1256711","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.09231519343479,9.72556082505544,5.5923310489149,8.13673568913504
"60","GSM1256712","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.682114735404,9.0433730956532,5.17837443447891,7.30128742184537
"61","GSM1256713","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.11107008393325,8.32149315278266,3.6729679767107,6.36851040447554
"62","GSM1256714","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.98482704907933,8.97394124383585,3.40573200828381,6.78816676706633
"63","GSM1256715","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.42383615189078,8.58113568259127,5.41466362889772,7.13987848779326
"64","GSM1256716","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.49490967020643,8.64336114029897,5.54367066256076,7.22731382435539
"65","GSM1256717","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.19825946982102,9.533920481452,6.39743852789582,8.37653949305628
"66","GSM1256718","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.85478313272958,8.04003231176354,4.6709355273097,6.18858365726761
"67","GSM1256719","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.18501798312495,8.19247434504846,4.6709355273097,6.68280928516104
"68","GSM1256720","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.76171697540341,10.4689336442257,5.52442822951897,8.58502628304936
"69","GSM1256721","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.71364799590971,10.4682844930482,5.77984479778038,8.6539257622461
"70","GSM1256722","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.36359525081726,10.0595174574116,6.46547679064562,8.62952983295816
"71","GSM1256723","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.28684766699448,10.0568458920344,5.76391667047619,8.36920340983502
"72","GSM1256724","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.09620872430246,10.0446929413857,6.78457953660432,8.64182706743083
"73","GSM1256725","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.34094530167638,10.2706265218725,6.52742153134903,8.71299778496597
"74","GSM1256726","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.35475654973009,10.055609951109,5.04920658315154,8.15319102799688
"75","GSM1256727","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.62472300745575,10.5213122192269,6.23247974763872,8.79283832477379
"76","GSM1256728","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.07783393777502,9.92005116382767,6.44900992977145,8.48229834379138
"77","GSM1256729","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.0497058650523,10.7998317603092,6.24872521984503,9.03275428173551
"78","GSM1256730","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.52708788430497,10.2737556416206,6.94891437610839,8.91658596734465
"79","GSM1256731","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.78774850828948,10.6970676830997,6.5976316287585,9.02748260671589
"80","GSM1256732","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.6941628914164,9.5813373269157,6.66854775990488,8.31468265941233
"81","GSM1256733","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.95361709798494,10.8773177744184,6.91904071309747,9.2499918618336
"82","GSM1256734","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.7886202619358,10.596369115664,6.22811361899288,8.87103433219756
"83","GSM1256735","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.70362773485561,8.58040545447031,3.42747716850231,6.57050345260941
