"","Unnamed..0","tissue","endometriosis","severity","p1557507_at","p228664_at","TRIM52-AS1"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.5751840196456,3.18319425526235,3.37918913745397
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.94227879027273,3.51192633586578,3.72710256306925
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",2.81327173158777,2.61225226145918,2.71276199652347
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",2.88492228196545,3.1050596171766,2.99499094957102
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.6241548967079,2.79679030348835,3.21047260009813
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",2.70876167540779,3.66108498085482,3.1849233281313
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.27660922664939,2.50141279109863,2.88901100887401
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.25537898086543,3.4267192350568,3.84104910796112
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.64352110399138,3.01645290357361,3.3299870037825
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.91888670582547,2.50141279109863,3.21014974846205
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.66224727389788,2.50141279109863,3.08183003249825
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.4977542425065,3.18319425526235,3.34047424888442
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.41379875595185,3.18319425526235,3.2984965056071
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.09248971725353,2.83246629919175,3.46247800822264
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.82185071643638,3.18319425526235,3.50252248584937
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.48484309298158,2.79299224134435,3.13891766716297
