"","Unnamed..0","tissue","endometriosis","severity","p241705_at","p213353_at","ABCA5"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.46742373544039,8.25576806960324,6.86159590252181
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.45105707586087,6.34428512958647,5.39767110272367
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.60311305212318,6.13118256299424,4.86714780755871
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.13745675028953,7.19927586371984,5.66836630700469
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",2.84751101985383,6.56669829256769,4.70710465621076
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.36106390382063,7.2784012440149,5.81973257391776
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.00722069103263,5.42856091522459,4.21789080312861
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.47500103813582,6.80544265288155,5.14022184550868
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.16267785449491,9.15176496583523,7.65722141016507
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.74239471340827,6.51432453422954,5.62835962381891
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.18469638704446,6.86766944574994,6.0261829163972
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.85574894455999,6.31888529743247,5.58731712099623
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.95023424541852,7.76215849648808,6.8561963709533
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",2.33499908251359,6.45842732524934,4.39671320388146
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.79587248443449,8.12523667906254,5.96055458174852
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.79316145023609,7.49449365420086,6.14382755221848
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.87495955175772,7.76919847062853,6.32207901119313
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.78468291798138,7.49662839091423,6.64065565444781
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.28085505974173,6.26366003073811,5.27225754523992
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.66266417863971,5.58127904714826,6.62197161289398
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.7286138168396,6.26745200964687,5.99803291324324
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.51923837038821,4.21581924587084,4.36752880812953
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.16471751343534,4.0628254036454,3.61377145854037
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.13225412158617,4.28748754179167,3.70987083168892
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.19457914229593,3.98922340946724,4.09190127588159
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.19266462999967,5.01724754220221,5.60495608610094
"27","GSM1256679","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",2.94033687270076,4.90094363285181,3.92064025277628
"28","GSM1256680","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.85574894455999,6.24431815521254,5.55003354988627
"29","GSM1256681","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.82786359265406,6.83354406532267,5.33070382898836
"30","GSM1256682","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",3.88269650040489,4.0628254036454,3.97276095202515
"31","GSM1256683","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",3.18065053011155,3.19979653587017,3.19022353299086
"32","GSM1256684","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.19913943830996,4.0628254036454,4.13098242097768
"33","GSM1256685","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",2.86920934031662,3.92253306148796,3.39587120090229
"34","GSM1256686","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",3.21892011333832,3.20525854503173,3.21208932918502
"35","GSM1256687","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.34658912223097,8.89629568432256,7.62144240327676
"36","GSM1256688","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.48516509663774,5.16764222884309,4.82640366274041
"37","GSM1256689","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.58704663480772,4.75336401459541,5.67020532470156
"38","GSM1256690","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.67712090104362,7.97838411464437,7.32775250784399
"39","GSM1256691","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.80906735539213,4.24269008255883,5.02587871897548
"40","GSM1256692","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",2.82256316608783,6.04165088567082,4.43210702587932
"41","GSM1256693","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.76193260176765,4.98824389250001,5.37508824713383
"42","GSM1256694","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",2.23602791534862,3.02079196723187,2.62840994129025
"43","GSM1256695","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.70573317151566,4.0628254036454,4.88427928758053
"44","GSM1256696","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.82922471154731,6.4694226553531,6.6493236834502
"45","GSM1256697","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.36382147765427,4.0879284231669,4.22587495041059
"46","GSM1256698","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.0696593838719,6.26204457071451,6.1658519772932
"47","GSM1256699","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",2.43329395991662,3.54400756926168,2.98865076458915
"48","GSM1256700","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",2.86517477706964,4.0628254036454,3.46400009035752
