"","Unnamed..0","tissue","endometriosis","severity","p209633_at","p209632_at","PPP2R3A"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.23613098348149,6.39557712414275,6.81585405381212
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.99933600160957,6.37043887283895,6.68488743722426
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.91201342842335,7.6715135468,7.79176348761168
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.47941301530446,5.13648034142671,5.80794667836559
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.57123746488667,7.11021455545738,7.34072601017203
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.27673607036412,6.46250477677748,6.3696204235708
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.9047480622817,6.35232991344908,6.62853898786539
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.72460203648299,6.57449794486166,7.64954999067232
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.18095874062028,6.56792195823788,6.87444034942908
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.18095874062028,6.42169514195403,6.80132694128715
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.35144330620594,7.97843171480593,8.16493751050593
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.03990296797895,7.76730862802837,7.90360579800366
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.8485088457086,6.50147855016314,6.17499369793587
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.42349024111745,8.32082704823313,8.37215864467529
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.64719882785527,7.52957569128229,7.58838725956878
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.12178264045235,7.08736750901811,7.10457507473523
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.40255293293057,6.83980351798952,7.12117822546004
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.6568410985629,6.67273495089752,7.16478802473021
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.52704410054937,6.76970897182767,7.14837653618852
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.5723597947774,5.48704395329906,6.02970187403823
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.58453229231891,4.39749586876085,5.49101408053988
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.11348823747997,5.56047681139461,5.33698252443729
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.47929846699162,7.32237372216655,7.40083609457908
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.41122542405525,4.90616658026744,5.15869600216135
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.16693757152294,4.90616658026744,5.03655207589519
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.42867241441847,5.49501620722851,5.96184431082349
"27","GSM1256679","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.04971404083605,6.35232991344908,6.70102197714256
"28","GSM1256680","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.55739852455586,6.35232991344908,6.95486421900247
"29","GSM1256681","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.19784609573877,5.83577356859673,6.01680983216775
"30","GSM1256682","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.02483599077612,5.78177475553361,6.40330537315486
"31","GSM1256683","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.00423288997379,6.10904068098408,6.55663678547893
"32","GSM1256684","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.93375220989272,5.70112069688152,6.31743645338712
"33","GSM1256685","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.59801955288245,5.32709279833322,5.46255617560784
"34","GSM1256686","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.11348823747997,5.44894114649488,5.28121469198742
"35","GSM1256687","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.78905934661058,6.31996915366441,6.55451425013749
"36","GSM1256688","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.17194260135629,5.99641636121192,6.0841794812841
"37","GSM1256689","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.57501700057816,6.35232991344908,6.46367345701362
"38","GSM1256690","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.14692225658697,4.20177491433755,5.67434858546226
"39","GSM1256691","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.70763527521583,6.35232991344908,7.02998259433246
"40","GSM1256692","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.02412444142963,6.27300903583491,6.64856673863227
"41","GSM1256693","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.85134423363134,6.54098283511491,7.19616353437313
"42","GSM1256694","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.61643194735814,5.28557147697188,6.45100171216501
"43","GSM1256695","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.79174010932718,6.28239358034818,6.53706684483768
"44","GSM1256696","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.85601921463049,6.38282624520342,6.61942272991696
"45","GSM1256697","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.25256156887069,6.35232991344908,5.80244574115989
"46","GSM1256698","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.41924050614289,5.82376272504585,6.62150161559437
"47","GSM1256699","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.04132628972931,5.37466057051195,6.20799343012063
"48","GSM1256700","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.72760392069765,6.85237148072329,7.28998770071047
"49","GSM1256701","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.11348823747997,5.22141118968806,5.16744971358401
"50","GSM1256702","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.57315895516288,6.49459076936647,6.03387486226467
"51","GSM1256703","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.11348823747997,5.28532520741882,5.1994067224494
"52","GSM1256704","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.39813074567114,5.87033066284281,6.13423070425698
"53","GSM1256705","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.37443967855679,5.42285689411956,6.39864828633818
"54","GSM1256706","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.23223413065138,5.87719073329257,6.05471243197197
"55","GSM1256707","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.23643748607473,6.27633897069425,6.75638822838449
"56","GSM1256708","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.20555114636181,6.14948514580677,6.67751814608429
"57","GSM1256709","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.60058666953243,5.91024448210367,6.25541557581805
"58","GSM1256710","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.18095874062028,5.62321137267595,6.40208505664812
"59","GSM1256711","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.45502886176444,5.37854539852663,5.91678713014553
"60","GSM1256712","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.45194613350699,4.92073388657449,5.68634001004074
"61","GSM1256713","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.87000643101445,6.26596476020472,6.06798559560958
"62","GSM1256714","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.7318128840524,5.20563688030345,5.96872488217793
"63","GSM1256715","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.20472471253226,5.76074809316135,6.48273640284681
"64","GSM1256716","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.17689343481229,7.35115447835024,8.26402395658127
"65","GSM1256717","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.48732981843722,5.20330913487441,5.84531947665582
