"","Unnamed..0","tissue","endometriosis","severity","p241428_x_at","p203919_at","TCEA2"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.21601724185818,7.55591567896795,6.38596646041306
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.78767184769795,7.81349315103532,6.30058249936663
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.44694237181046,6.54265700925904,5.99479969053475
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.51907375552481,7.748303522775,6.63368863914991
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.44694237181046,7.42749620072569,6.43721928626807
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.95833945983601,7.67425191882425,6.31629568933013
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.80254091905907,6.96848853347284,5.88551472626595
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.67339360347085,8.52429237051123,7.09884298699104
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.23408046096267,7.72824605590753,6.4811632584351
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.69571529992443,7.15098026577688,5.92334778285066
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.64000989150933,7.64165724470847,6.6408335681089
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.82262934652269,7.49664714477991,6.1596382456513
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.50301371215772,7.0316306553584,6.26732218375806
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.44694237181046,8.08278817663139,6.76486527422092
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.65057773975956,8.20941669639452,6.42999721807704
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.44694237181046,7.42124032524592,6.43409134852819
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.63206205134702,7.17815836964982,6.40511021049842
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.44694237181046,7.40822653560486,6.42758445370766
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.6019111013545,7.22344180063767,5.91267645099609
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.86195945040208,10.5643564277732,9.21315793908764
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.00244067804576,10.6926975202558,9.34756909915078
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.97629145035286,9.9825678532255,8.97942965178918
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.15258401370789,9.48764920881561,8.32011661126175
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.69050543286876,11.0559317247289,9.87321857879883
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.2249286155056,10.3844582793005,9.30469344740305
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.63941261827104,10.9510163464939,9.79521448238247
"27","GSM1256679","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.8718046943912,11.1201489847678,10.4959768395795
"28","GSM1256680","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.37567688156015,10.4850001705547,8.93033852605743
"29","GSM1256681","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.25821460396319,10.2476320702338,8.7529233370985
"30","GSM1256682","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.25503563079023,11.3667020494181,10.3108688401042
"31","GSM1256683","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.85983330978814,11.3619079114253,10.1108706106067
"32","GSM1256684","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.6214524168776,10.6129380400646,9.1171952284711
"33","GSM1256685","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.23312617449855,12.008828004901,10.6209770896998
"34","GSM1256686","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.43521109519294,11.4846911415687,10.4599511183808
"35","GSM1256687","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.22244979925088,9.41065504975952,7.8165524245052
