"","Unnamed..0","tissue","endometriosis","severity","p1554456_a_at","p1554455_at","p228348_at","LINS1"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.23613449291135,5.78777973195776,7.30207657739255,6.10866360075389
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.84474942494729,3.65301782450667,7.36101513707569,5.28626079550988
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.84474942494729,4.22006550963679,7.01378006625169,5.35953166694526
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.24449515581717,5.2245932158996,7.37746323228078,5.94885053466585
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.17138406834209,6.23141542239039,7.38410496449272,6.26230148507507
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.84474942494729,6.07830453364962,7.17836427264975,6.03380607708222
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.03534059681755,4.8807202996015,7.14900206089734,5.35502098577213
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.77997485176241,4.25314871973148,7.98727950927147,5.67346769358845
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.91339301991874,6.09916952605482,6.9336102454327,5.98205759713542
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.84474942494729,5.35840863882781,6.83793062159945,5.68036289512485
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.84474942494729,4.87677130068703,6.21217221961656,5.31123098175029
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.84474942494729,5.18346444328979,6.51599892181923,5.51473759668544
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.84474942494729,4.99498566970428,7.70690268808858,5.84887926091338
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.73603824897605,6.41156731702025,6.73882688363656,6.29547748321095
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.715627288791,6.59448246509829,6.98379573360691,6.4313018291654
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.83091313358821,6.7805089755022,7.10734239818454,6.57292150242498
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.27958791330911,6.67185806420772,7.13289189192173,6.69477928981285
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.31031221407555,6.1587950601325,5.68073170501202,5.71661299307336
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.4150346004655,6.40943846609579,7.475930586973,6.43346788451143
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.84474942494729,7.45908634496706,4.69868688883153,5.66750755291529
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.37494105480955,4.85357155416558,5.7091496697558,4.97922075957698
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.19010963899997,5.74476762762596,5.06212771316835,4.99900165993143
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.98728548855142,7.19348893196358,5.68073170501202,5.62050204184234
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.16570761773652,5.26542581176351,5.66145400423495,4.69752914457833
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.84474942494729,6.99494289035816,4.21115167502149,5.35028133010898
