"","Unnamed..0","tissue","endometriosis","severity","p212049_at","p212050_at","p231251_at","WIPF2"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.58346492431347,9.24523757080361,3.18721603630962,6.33863951047557
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.05112456122695,9.82222015564815,2.50340383059601,6.12558284915704
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.695981421296,9.33272044274925,2.9430484902123,6.32391678475252
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.02176143181712,10.2566750105233,3.21859878167339,6.83234507467127
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.22416530042766,9.02952786595799,3.07404951120678,6.10924755919748
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.08607778476769,9.67330828904227,3.32840960722466,6.69593189367821
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.89310467288448,10.0430590812703,3.19610207560946,6.71075527658808
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.85234275057616,10.1477029260037,3.19610207560946,6.73204925072977
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.96361791414953,9.85453227202482,3.26467181804783,6.69427400140739
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.64397849240079,9.503315880128,2.46242099861063,6.20323845704647
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.2242182663448,9.88617215343387,2.35127759761415,6.15388933913094
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.46244773008038,9.68639574802508,2.88893515180811,6.34592620997119
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.81165224747776,9.77096074404751,2.33672601671854,6.30644633608127
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.03570579987326,9.65791841795895,2.66936543488028,6.4543298842375
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.8481440098113,9.52762515105282,3.06213109743528,6.4793000860998
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.13681627636192,9.90682869432941,3.49925012817134,6.84763169962089
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.66438979225745,9.92429235489216,3.98065595891674,7.18977936868878
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.8481440098113,9.84921666143221,3.44887594945249,6.71541220689867
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.2526158324443,9.55065523381639,3.51783918776812,6.44037008467627
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.87254508567448,7.86173831928124,4.34026333948176,6.35818224814583
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.45630755502078,8.27573706085451,4.75752356276751,6.8298560595476
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.79694020435097,8.29514819242006,3.79890885861614,6.63033241846239
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.56855124643559,8.17734028948883,3.28622038667931,6.34403730753458
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.51847913926715,8.15071551457869,3.17980804806405,6.28300090063663
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.63694070617346,8.34182246819804,4.39696187387123,6.79190834941424
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.94245136853517,7.46232983929026,4.28456908390224,6.22978343057589
"27","GSM1256679","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.28452365879011,7.05280282049311,3.28622038667931,5.87451562198751
"28","GSM1256680","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.58401780103811,8.1872567404805,3.96525545024621,6.57884333058827
"29","GSM1256681","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.59638596853567,8.12993841805539,3.71850780433583,6.48161073030896
"30","GSM1256682","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.00932662214632,8.82028186516847,3.51761437923058,6.78240762218179
"31","GSM1256683","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.41176439601495,7.46290154485525,3.51783918776812,6.13083504287944
"32","GSM1256684","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.81577086265913,8.28969800983699,3.95454476999933,6.68667121416515
"33","GSM1256685","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.96344830299396,7.38860099788539,3.51783918776812,5.95662949621582
"34","GSM1256686","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.48280881212299,7.00974648651307,2.33408781218949,5.27554770360852
"35","GSM1256687","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.02520410017505,8.03115256703383,3.90906809026355,6.32180825249081
