"","Unnamed..0","tissue","endometriosis","severity","p222644_s_at","p218473_s_at","COLGALT1"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.99945256432831,7.54326907546176,5.77136081989504
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.13934900252441,9.0800046997146,6.6096768511195
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.55050041535107,8.42436930495443,5.98743486015275
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.48500046829647,7.87893624979439,6.18196835904543
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.13934900252441,7.47475838388357,5.80705369320399
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.58218954029356,7.89232086927894,6.23725520478625
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.55050041535107,8.48942415538986,6.01996228537047
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.55050041535107,8.47606992644374,6.01328517089741
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.13934900252441,8.13248259904582,6.13591580078512
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.13934900252441,7.93258434547287,6.03596667399864
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.13934900252441,7.63143176862302,5.88539038557372
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.13934900252441,8.22138516475105,6.18036708363773
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.55050041535107,7.40416367327218,5.47733204431163
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.67655826761052,8.71856431982405,6.19756129371729
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.13934900252441,8.48942415538986,6.31438657895714
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.13934900252441,8.14890557516696,6.14412728884569
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.13934900252441,8.25962389121488,6.19948644686964
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.13934900252441,7.82175213072349,5.98055056662395
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.27916628302589,7.89001433628431,6.0845903096551
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.13934900252441,8.92649610106447,6.53292255179444
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.13934900252441,8.82069175027327,6.48002037639884
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.25179465050238,9.12964129091099,7.19071797070669
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.12815884722058,8.58562655729025,6.35689270225541
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.58083028647501,9.787684156973,7.68425722172401
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.44768110498746,9.29726466094377,7.37247288296561
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.33292527028371,9.1431110714604,6.73801817087205
"27","GSM1256679","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.13934900252441,9.42712674746299,6.7832378749937
"28","GSM1256680","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.81095724292827,9.24397022803821,7.02746373548324
"29","GSM1256681","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.13934900252441,8.74868567308262,6.44401733780352
"30","GSM1256682","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.13934900252441,9.66413293181823,6.90174096717132
"31","GSM1256683","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.13934900252441,9.15716038343509,6.64825469297975
"32","GSM1256684","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.87795054614238,9.33978357208781,7.1088670591151
"33","GSM1256685","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.26493884245797,10.1117109285334,7.68832488549569
"34","GSM1256686","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.84154880183622,9.79929180591032,7.32042030387327
"35","GSM1256687","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.8526849790859,7.69003240298557,5.77135869103573
"36","GSM1256688","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.35824744186419,9.04463884056724,7.20144314121571
"37","GSM1256689","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.49108595183867,9.4508213963529,7.47095367409579
"38","GSM1256690","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",3.94277975716802,8.48942415538986,6.21610195627894
"39","GSM1256691","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.95801754574632,8.87377541089826,6.91589647832229
"40","GSM1256692","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.18602131747221,9.2307347490007,6.70837803323646
"41","GSM1256693","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.13934900252441,8.70334966658793,6.42134933455617
