"","Unnamed..0","tissue","endometriosis","severity","p224812_at","p231955_s_at","HIBADH"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.80248259467362,6.31206841246477,7.55727550356919
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.13522111439953,7.54632136169647,8.340771238048
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.18354871841485,5.5032284236105,7.34338857101267
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.02709830135869,7.05878324291101,8.04294077213485
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.0911028656403,8.03991560199767,9.06550923381899
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.28008063806923,7.0140733855255,8.14707701179736
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.39752374738425,3.89476125712202,6.14614250225314
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.40838118793225,7.45004954098648,8.42921536445937
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.01535090798386,7.22542324680143,8.12038707739265
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.70564096859281,7.45726532139254,8.58145314499268
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.32295895039071,6.58567931628525,7.95431913333798
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.54585148222469,7.35378812322292,8.44981980272381
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.05268627441949,4.23937118593234,6.14602873017591
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.9297388174121,7.36538204732638,8.64756043236924
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.65243582645092,7.32533040361468,8.4888831150328
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.86073009857806,7.20422414184529,8.53247712021168
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.39121999980228,7.29551942493816,8.34336971237022
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.93070205064707,6.17836844571625,7.55453524818166
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.3243218137158,6.72382789454773,8.02407485413177
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.44048387181941,3.90609320455678,5.6732885381881
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.89226010994884,4.538412113637,6.21533611179292
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.09883439694368,5.34416886925889,6.72150163310129
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.77007584807845,3.48973629217416,4.6299060701263
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.32225669715204,4.40179658631509,6.36202664173357
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.72461942564567,3.9049045436237,5.31476198463469
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.50303826328704,3.22701439634345,4.36502632981525
"27","GSM1256679","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.79357594914419,3.9049045436237,4.84924024638394
"28","GSM1256680","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.1718033494621,5.38243072530541,6.77711703738376
"29","GSM1256681","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.54879673166075,3.8697338177708,5.70926527471577
"30","GSM1256682","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.53001110089478,3.9049045436237,5.71745782225924
"31","GSM1256683","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.66333522783678,3.22701439634345,5.44517481209011
"32","GSM1256684","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.19851983592622,4.35205145002235,6.27528564297429
"33","GSM1256685","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.90815772352804,3.22701439634345,4.56758605993575
"34","GSM1256686","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.81975754424648,4.0505370319128,5.43514728807964
"35","GSM1256687","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.01734059902103,7.16196029791832,8.08965044846967
"36","GSM1256688","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.76000674375444,4.67904929794518,6.21952802084981
"37","GSM1256689","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.65049968091068,4.14262420457387,5.89656194274228
