"","Unnamed..0","tissue","endometriosis","severity","p238794_at","p236027_at","SFR1"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",2.83300517138288,6.44525762510154,4.63913139824221
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.72231114985776,6.50906698319549,5.11568906652662
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.43143703588888,6.45032927049829,4.94088315319359
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.43143703588888,6.42329488667147,4.92736596128018
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.58875375040656,6.42329488667147,5.00602431853901
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.4729547024805,7.46285953550504,5.46790711899277
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",2.67655842700319,5.76746178605686,4.22201010653002
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.48780722465761,6.81289943686255,5.15035333076008
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.53423117912416,6.23278134830292,4.88350626371354
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.66946966998374,6.42329488667147,5.0463822783276
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.48780722465761,6.86014614915985,5.17397668690873
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.70463762254202,6.42329488667147,5.56396625460675
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",2.67655842700319,6.80966723040282,4.743112828703
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.43143703588888,6.42329488667147,4.92736596128018
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.68401093266602,6.42329488667147,5.05365290966875
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.54889893571076,7.43748580998985,5.4931923728503
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.57333059702217,6.42707025849476,5.00020042775846
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.59437292969366,6.57897346749241,5.08667319859303
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.47569998341503,6.42329488667147,4.94949743504325
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.15822768908925,6.92909493619004,6.04366131263965
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.62529915825305,6.42329488667147,5.02429702246226
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.1226252988428,6.35954654781074,5.24108592332677
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",2.78427946687956,6.76870612443438,4.77649279565697
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.03113059974663,6.42329488667147,5.22721274320905
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",3.51456162050127,5.82361788111441,4.66908975080784
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.48780722465761,4.79415637796243,4.14098180131002
"27","GSM1256679","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.48780722465761,5.65100366066264,4.56940544266013
"28","GSM1256680","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.55339115771448,6.04377800278676,4.79858458025062
"29","GSM1256681","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.43143703588888,5.77311558116713,4.602276308528
"30","GSM1256682","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",3.48780722465761,5.7340914262732,4.61094932546541
"31","GSM1256683","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",3.48780722465761,6.16868833567651,4.82824778016706
"32","GSM1256684","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",3.46828850396905,5.94280602530371,4.70554726463638
"33","GSM1256685","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",3.48780722465761,5.56788217818153,4.52784470141957
"34","GSM1256686","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",3.43143703588888,5.93252482754881,4.68198093171885
"35","GSM1256687","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.5352400577925,6.37815785738302,4.95669895758776
"36","GSM1256688","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",3.67559007779872,6.55673846714439,5.11616427247156
"37","GSM1256689","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",3.48780722465761,6.23410107075034,4.86095414770397
"38","GSM1256690","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.88988545646226,6.42329488667147,5.65659017156687
"39","GSM1256691","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",3.48780722465761,6.42329488667147,4.95555105566454
"40","GSM1256692","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",3.43143703588888,6.33248451280871,4.8819607743488
"41","GSM1256693","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",3.48780722465761,6.3613802015688,4.92459371311321
"42","GSM1256694","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",3.691762059738,6.42329488667147,5.05752847320474
"43","GSM1256695","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.43143703588888,6.43264633128256,4.93204168358572
"44","GSM1256696","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.11644649207081,6.64902166824612,4.88273408015846
"45","GSM1256697","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.74992341173779,6.41425687771674,5.58209014472727
"46","GSM1256698","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.09238293738218,6.35125237844086,5.22181765791152
"47","GSM1256699","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.48780722465761,6.17716297498305,4.83248509982033
"48","GSM1256700","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",3.48780722465761,6.93405563180679,5.2109314282322
"49","GSM1256701","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.56429902835301,6.02326638610959,4.7937827072313
"50","GSM1256702","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",3.43143703588888,5.48930419263864,4.46037061426376
"51","GSM1256703","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.48780722465761,5.92940560817936,4.70860641641849
"52","GSM1256704","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.54440373705497,6.07302215174019,5.30871294439758
"53","GSM1256705","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",3.48220308847615,5.76036878992003,4.62128593919809
"54","GSM1256706","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",3.57255413753459,5.62780966674329,4.60018190213894
"55","GSM1256707","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.55641446803594,6.08579906476893,4.82110676640244
"56","GSM1256708","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.28664870904035,6.85730172130888,6.07197521517461
"57","GSM1256709","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.55641446803594,5.67009505244493,4.61325476024044
"58","GSM1256710","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.41979048957353,6.24215717607034,5.33097383282194
"59","GSM1256711","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.70844632261064,6.41407470605141,6.06126051433102
"60","GSM1256712","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.78930814500674,6.08168228096413,4.93549521298544
"61","GSM1256713","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",3.43143703588888,5.62780966674329,4.52962335131608
"62","GSM1256714","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.59839265126153,6.23641367098668,5.4174031611241
"63","GSM1256715","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",3.55641446803594,6.34387124649404,4.95014285726499
"64","GSM1256716","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.39225563665428,7.19615712249594,5.79420637957511
"65","GSM1256717","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.42801894317431,6.5210850049262,5.97455197405026
"66","GSM1256718","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",3.43328311746168,5.85608985428538,4.64468648587353
"67","GSM1256719","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.48780722465761,5.52545002083904,4.50662862274832
"68","GSM1256720","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.25348224492152,7.75868773985686,7.00608499238919
"69","GSM1256721","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.17651265510586,7.67618391218156,6.92634828364371
"70","GSM1256722","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.71634396037967,7.12741298020238,6.42187847029103
"71","GSM1256723","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.34221304571481,7.45266182026935,6.89743743299208
"72","GSM1256724","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.8111428094283,7.24476075945003,6.52795178443917
"73","GSM1256725","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.53936637794998,7.34816834084899,6.94376735939949
"74","GSM1256726","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.72613426019642,6.91353654740525,6.31983540380083
"75","GSM1256727","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.41730467364057,7.50016337121033,6.95873402242545
"76","GSM1256728","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.3819006847372,7.49158877121793,6.93674472797757
"77","GSM1256729","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.90062151990144,7.30658913670411,6.60360532830278
"78","GSM1256730","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.14794624087834,7.38019251635873,6.76406937861853
"79","GSM1256731","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.24641190490937,7.51535139735164,6.8808816511305
"80","GSM1256732","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.62078642477092,6.9916516934233,5.30621905909711
"81","GSM1256733","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.49546951955521,7.81357175445636,7.15452063700578
"82","GSM1256734","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.51218429514251,7.80093499631373,7.15655964572812
"83","GSM1256735","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.4937384249381,5.99656147534856,4.74514995014333
"84","GSM1256736","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.2740466151428,6.52573082454504,5.39988871984392
"85","GSM1256737","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.48780722465761,6.00213038470757,4.74496880468259
"86","GSM1256738","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.9992702954308,5.81514789004299,4.9072090927369
"87","GSM1256739","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.48780722465761,6.39434879333182,4.94107800899472
"88","GSM1256740","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.57712559109099,6.30659508362298,4.94186033735699
"89","GSM1256741","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.75916883476989,6.94262249895777,5.85089566686383
"90","GSM1256742","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.55641446803594,5.42196126139728,4.48918786471661
"91","GSM1256743","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.54045313474857,5.83800707727403,4.6892301060113
"92","GSM1256744","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.48780722465761,6.00537193796825,4.74658958131293
"93","GSM1256745","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.51456162050127,6.50490406494711,5.00973284272419
"94","GSM1256746","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.22550892402346,6.70418292740178,5.46484592571262
"95","GSM1256747","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.48780722465761,7.04796335013658,5.2678852873971
"96","GSM1256748","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.51456162050127,5.63065716108304,4.57260939079216
"97","GSM1256749","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.43143703588888,6.10073289312535,4.76608496450712
"98","GSM1256750","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.14954332120692,6.52508667501819,5.33731499811256
"99","GSM1256751","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.23769278652954,6.73246688235981,4.48507983444467
"100","GSM1256752","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.51456162050127,7.05485739227873,5.28470950639
"101","GSM1256753","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.51741425483336,5.56252629719399,4.53997027601368
"102","GSM1256754","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.48953569449461,6.7943714244716,6.14195355948311
"103","GSM1256755","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.44192795490375,6.42329488667147,4.93261142078761
"104","GSM1256756","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.48780722465761,6.14892048368797,4.81836385417279
"105","GSM1256757","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.78813669011697,6.42329488667147,5.10571578839422
"106","GSM1256758","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.60304246119902,6.35235750672094,4.97769998395998
"107","GSM1256759","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.41417968900089,6.61226524030258,5.51322246465173
"108","GSM1256760","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.48780722465761,6.19671075881291,4.84225899173526
"109","GSM1256761","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.14147293434887,6.42329488667147,5.28238391051017
"110","GSM1256762","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.51456162050127,5.64183384898324,4.57819773474225
"111","GSM1256763","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.43143703588888,5.63818301342667,4.53481002465777
"112","GSM1256764","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.51456162050127,6.42329488667147,4.96892825358637
"113","GSM1256765","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.43826364904619,6.32082345883822,5.3795435539422
"114","GSM1256766","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.48780722465761,6.83008395248596,5.15894558857178
"115","GSM1256767","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.81549918948535,6.92799032149877,5.37174475549206
"116","GSM1256768","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.54494025863472,6.42329488667147,4.9841175726531
"117","GSM1256769","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",2.82428195173664,6.25030298143406,4.53729246658535
"118","GSM1256770","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.48780722465761,5.6648621556872,4.57633469017241
"119","GSM1256771","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.43143703588888,5.38081009220368,4.40612356404628
"120","GSM1256772","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.51456162050127,7.01880438329848,5.26668300189988
"121","GSM1256773","Unknown","Endometriosis","Moderate/Severe",3.48780722465761,6.47766249280244,4.98273485873002
"122","GSM1256774","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",3.51456162050127,6.02357701749847,4.76906931899987
"123","GSM1256775","Unknown","Endometriosis","Minimal/Mild",3.55641446803594,6.42367258159884,4.99004352481739
"124","GSM1256776","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.14185563464855,6.57234175147004,5.35709869305929
"125","GSM1256777","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.64568209882333,6.45580460588544,5.05074335235438
"126","GSM1256778","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.84981429838242,6.96387232534131,5.90684331186186
"127","GSM1256779","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.60738510669161,6.75452337924228,5.68095424296695
"128","GSM1256780","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.03466764460926,6.54084343416001,5.78775553938464
"129","GSM1256781","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.02276694019751,6.43251506729153,5.72764100374452
"130","GSM1256782","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.54631875271081,5.74747599358671,5.14689737314876
"131","GSM1256783","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.54083232726242,6.23038125320072,5.38560679023157
"132","GSM1256784","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.94184648642633,7.15401163047851,6.04792905845242
"133","GSM1256785","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.55641446803594,6.01216546218733,4.78428996511163
"134","GSM1256786","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.04394170996953,7.01663575960439,6.03028873478696
