"","Unnamed..0","tissue","endometriosis","severity","p226842_at","p239223_s_at","p235089_at","FBXL20"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.96900266348633,4.93822822280707,5.21494690806741,5.0407259314536
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.15090695260132,4.35794691189871,4.95970062722792,5.15618483057598
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.00289752428923,4.01538509739152,6.42708179496585,5.14845480554887
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.82644242476282,4.84261385718329,4.17652136470687,5.28185921555099
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.28682630204287,4.94622629513024,5.63289987410104,5.28865082375805
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.86015809644384,5.50055759000786,5.75040672438535,6.03704080361235
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.49130822338651,4.84261385718329,5.60508189219101,5.97966799092027
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.57785025448202,5.15644578540663,5.73852868893085,5.8242749096065
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.47038574563801,5.04910133749154,5.2451342074516,5.58820709686038
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.59943726333469,4.94622629513024,6.20997392798377,5.5852124954829
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.34383254888528,4.94622629513024,5.26859093586674,5.18621659329409
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.02708191674216,4.94622629513024,5.43258168781408,5.46862996656216
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.25982976693944,4.94622629513024,4.81495911394758,5.00700505867242
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.9569179014165,5.01248545003554,5.91107155160965,5.62682496768723
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.78561813352274,5.1825835953597,5.98567170511274,5.65129114466506
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.36576191169613,5.82862249250286,5.90341494863182,6.36593311761027
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.01285661065966,5.7399846628569,5.40260579495965,6.05181568949207
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.09843859826983,4.94622629513024,4.44813952494037,4.83093480611348
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.34403282887774,5.16743996297459,5.57157181868193,5.36101487017809
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.02807347554391,7.64636538957449,6.34948026311028,7.00797304274289
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.34812366883879,5.70025820735973,5.39611380074446,5.81483189231433
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.38350623810524,5.99821029123779,5.8730951611328,6.08493723015861
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.63075712049729,4.85309180897099,5.56346829909844,5.68243907618891
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.25164874855451,4.94622629513024,4.45111946456311,5.21633150274929
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.1374940177888,6.9620530795814,4.78627651279595,6.29527453672205
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.92017620917813,6.69374037331145,3.76542713201479,5.79311457150146
"27","GSM1256679","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.28797714941765,3.8938396075021,3.76344220274132,4.64841965322036
"28","GSM1256680","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.28797714941765,6.34149323064366,6.09710362922447,6.24219133642859
"29","GSM1256681","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.09901160347156,6.45106540103628,4.9262025521217,6.49209318554318
"30","GSM1256682","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.29832385884724,6.76940435501512,5.48623834483502,6.51798885289913
