"","Unnamed..0","tissue","endometriosis","severity","p202717_s_at","p209658_at","CDC16"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.96743409218344,10.6286660811761,10.2980500866798
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.79125115351397,10.3690426244786,10.0801468889963
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.21424360414124,10.8658719152757,10.0400577597085
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.18725525176962,9.97859729179526,9.58292627178244
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.1807861565683,9.97987480629031,10.0803304814293
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.67459725154501,10.2330333464911,9.95381529901805
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.59121634763024,10.2747832826812,9.43299981515572
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.79398577343369,10.56878905723,10.1813874153318
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.0155932555939,10.4903169207993,10.2529550881966
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.94357823976304,10.1015010786857,10.0225396592244
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.71970604457576,10.4996417995659,10.1096739220708
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.55264483433372,10.2894668031147,9.92105581872421
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.4158531322154,11.1436218934668,10.2797375128411
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.71506702315117,10.5871117707623,10.1510893969567
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.9496773060542,10.7077321491122,10.3287047275832
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.39532640170258,10.0012757281847,9.69830106494364
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.49897399072605,10.3421363568057,9.92055517376587
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.26333874954272,10.2515665859116,9.75745266772716
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.23277235418547,9.90659361184815,9.56968298301681
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.41112630884997,8.91105796453396,8.16109213669196
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.92406570542701,9.47103650155271,8.69755110348986
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.82825206103976,8.4563324470769,7.64229225405833
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.93667088685018,8.29971814836355,6.61819451760686
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.98899815941115,8.89726659949382,7.94313237945248
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.20996164057455,7.88765833763645,6.5488099891055
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.54586286159436,6.84008497881033,5.19297392020234
"27","GSM1256679","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.24448450467565,7.95523975249027,6.09986212858296
"28","GSM1256680","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.28308086196535,9.35183467351989,8.81745776774262
"29","GSM1256681","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.08357635437391,7.61530670867206,6.34944153152298
"30","GSM1256682","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.90359986746746,7.82772618532457,6.86566302639602
"31","GSM1256683","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.51622416648253,8.44242881357686,6.4793264900297
"32","GSM1256684","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.71815846403573,8.63531819236084,7.67673832819828
"33","GSM1256685","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.65407226442841,7.70857300991943,6.18132263717392
"34","GSM1256686","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.01463233908801,8.28445747339589,6.64954490624195
"35","GSM1256687","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.40477357490203,10.0140230815716,9.70939832823682
"36","GSM1256688","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.59217552855356,8.91836210132622,7.75526881493989
"37","GSM1256689","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.55823216063802,7.93437836023733,6.24630526043767
"38","GSM1256690","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.78261420144301,9.99959698198138,9.3911055917122
"39","GSM1256691","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.53483365196682,8.47688766290825,7.00586065743754
"40","GSM1256692","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.54707549510278,7.79983396328198,6.17345472919238
"41","GSM1256693","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.88313695884069,8.92932453024059,6.90623074454064
"42","GSM1256694","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.16050133807594,8.05925177284527,7.10987655546061
"43","GSM1256695","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.7588743908296,7.81761935837502,5.78824687460231
"44","GSM1256696","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.59228142833275,9.13523359207699,8.36375751020487
"45","GSM1256697","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.53202751773478,8.07856266365217,6.80529509069348
"46","GSM1256698","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.83281860235217,9.20604157181875,8.01943008708546
"47","GSM1256699","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.24448450467565,8.21054245311486,6.22751347889525
"48","GSM1256700","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.43983296755732,7.73063905334168,6.0852360104495
"49","GSM1256701","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.25644866119798,8.54123956437921,7.39884411278859
"50","GSM1256702","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.03676546416691,7.82795572836667,6.43236059626679
"51","GSM1256703","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.06451826094032,7.99844458405321,6.53148142249676
"52","GSM1256704","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.25644866119798,8.47089573165092,7.36367219642445
"53","GSM1256705","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.52371335462618,8.32039017351288,7.42205176406953
"54","GSM1256706","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.57002703717266,9.11824163072585,8.34413433394925
"55","GSM1256707","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.61608102525435,9.31130010087336,8.46369056306385
"56","GSM1256708","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.64536429875985,10.1817186023159,9.41354145053787
"57","GSM1256709","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.45937120873054,9.37661643294383,8.41799382083719
"58","GSM1256710","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.80467231760198,9.86738272929911,9.33602752345054
"59","GSM1256711","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.45325848856375,10.0126597748446,9.73295913170417
"60","GSM1256712","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.12960385740028,9.5453684534669,8.83748615543359
"61","GSM1256713","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.09248931853543,9.28049910225273,8.68649421039408
"62","GSM1256714","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.99787451644615,9.89857890792321,9.44822671218468
"63","GSM1256715","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.5950859448191,9.67909452840538,9.13709023661224
"64","GSM1256716","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.67267372638614,9.75492667414586,9.213800200266
"65","GSM1256717","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.46524011292412,10.13480313962,9.80002162627206
"66","GSM1256718","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.10677266792676,9.06204158981776,8.58440712887226
"67","GSM1256719","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.31691875048175,9.69837635611692,9.00764755329934
"68","GSM1256720","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.57255177228018,10.2878229159912,9.93018734413569
"69","GSM1256721","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.61715340354781,10.0425795777616,9.82986649065471
"70","GSM1256722","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.65024764366039,10.4853860382841,10.0678168409722
"71","GSM1256723","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.47253260803019,10.0768240360697,9.77467832204995
"72","GSM1256724","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.68163951458188,10.3906530670069,10.0361462907944
"73","GSM1256725","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.97502883895439,10.464080176131,10.2195545075427
"74","GSM1256726","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.87828859713859,10.3014482877991,10.0898684424688
"75","GSM1256727","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.85148939141477,10.4276164395056,10.1395529154602
"76","GSM1256728","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.99191169756922,10.4887678524967,10.240339775033
"77","GSM1256729","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.49653715575857,10.332558593392,9.91454787457528
"78","GSM1256730","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.49079647552776,10.251213044956,9.87100476024188
"79","GSM1256731","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.52430087238427,10.1188864729108,9.82159367264753
"80","GSM1256732","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.02450841228822,10.6341987276158,9.82935356995201
"81","GSM1256733","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.7421144089951,10.4427505507268,10.0924324798609
"82","GSM1256734","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.52391460256899,10.2446337002743,9.88427415142164
