"","Unnamed..0","tissue","endometriosis","severity","p207788_s_at","p209253_at","SORBS3"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.43170076519896,7.21099256496872,6.82134666508384
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.44308260645236,7.75518472130283,7.59913366387759
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.73862133442396,7.7457034609596,7.24216239769178
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.90158941772446,8.08081106055653,7.9912002391405
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.676239707359,8.1611822305309,8.41871096894495
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.18810908532861,8.06322169851803,8.12566539192332
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.34401529527193,8.42642649744842,7.38522089636017
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.70821138553137,7.36051796508088,7.03436467530612
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.96587124579958,7.44237043396497,7.20412083988228
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.71697667507342,7.63352780451167,7.67525223979255
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.08144054844376,7.18950221810024,6.635471383272
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.94145560423621,7.04051961619214,6.49098761021417
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.09314785514955,8.336161278753,7.71465456695127
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.52670209904094,8.25889086382407,7.39279648143251
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.81977761245054,7.60389021006497,7.21183391125775
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.56601158953788,8.62150480492804,8.09375819723296
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.29822233122494,8.28184571022099,7.79003402072297
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.35208085248028,7.56220319275924,7.45714202261976
