"","Unnamed..0","tissue","endometriosis","severity","p211947_s_at","p214055_x_at","PRRC2C"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.7087113212046,9.82982724355471,7.26926928237966
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.57342248852567,8.92397511687511,7.24869880270039
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.0040122927939,9.23166028912896,6.61783629096143
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.63874994278618,10.0797892647677,7.35926960377694
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.26583441755835,9.00255622221889,6.63419531988862
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.35647938263175,9.67601376768879,7.01624657516027
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.31984053349203,10.4779994625257,7.39891999800887
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.27369048749469,9.74993354640297,7.01181201694883
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.83977085687887,9.72606437564355,7.28291761626121
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.18004761917514,9.32100412052726,7.2505258698512
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.41627290066744,8.69842694525451,6.55734992296098
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.32696960426671,9.04054718001105,6.68375839213888
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.05122292478909,11.1454489157257,8.59833592025739
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.35379934720289,10.3371629688021,7.84548115800249
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.24460480680968,9.95777018302181,7.10118749491575
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.95330595097986,10.0212137205829,7.48725983578138
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.44959175522028,9.78635403675642,7.11797289598835
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.37668203750351,9.87306939324418,7.62487571537384
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.81072628184784,9.18546470846143,7.49809549515463
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.09689146337586,8.41226348446891,8.25457747392239
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.42205130410902,8.58076409485134,8.50140769948018
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.24818752203157,8.09586828945536,8.17202790574347
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.66587142778981,9.88637808321703,9.77612475550342
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.08778080742746,5.65009095342841,5.86893588042794
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.06783286707661,6.92177238894264,6.99480262800962
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.7188269674179,5.61523680192089,6.6670318846694
"27","GSM1256679","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.80006883162511,6.43076713185104,6.61541798173807
"28","GSM1256680","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.27142175135573,8.612484806483,7.94195327891936
"29","GSM1256681","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.22845237108236,6.12806890298077,6.67826063703157
"30","GSM1256682","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.84592091114357,6.94323075815044,7.39457583464701
"31","GSM1256683","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.48010669769273,5.65437270846204,6.56723970307739
"32","GSM1256684","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.61364132749068,8.61245543344903,7.61304838046986
"33","GSM1256685","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.37548289174433,5.68119441987615,7.02833865581024
"34","GSM1256686","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.47871913232428,6.23294106853052,6.3558301004274
"35","GSM1256687","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.57431233900784,9.92380740194628,8.24905987047706
"36","GSM1256688","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.38290717356739,8.42964980788171,7.90627849072455
"37","GSM1256689","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.59476574241566,7.43272668847493,8.01374621544529
"38","GSM1256690","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.05377226789338,9.10057144125149,8.57717185457244
"39","GSM1256691","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.81805187136361,7.72874801756877,7.77339994446619
"40","GSM1256692","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.31998168268434,7.32209064061345,7.82103616164889
"41","GSM1256693","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.86586342699695,9.32995784068864,9.0979106338428
"42","GSM1256694","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.79027347772486,5.63848420763884,5.71437884268185
"43","GSM1256695","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.08123927266231,6.57782791170661,6.82953359218446
"44","GSM1256696","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.23923023315886,9.14227104794031,8.69075064054958
"45","GSM1256697","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.21406908523362,7.48583460204725,7.84995184364043
"46","GSM1256698","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.2237874584415,7.90756798138515,7.56567771991332
"47","GSM1256699","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.68167993470083,5.87062334694743,6.27615164082413
"48","GSM1256700","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.60852829652794,8.04174592283235,8.32513710968015
"49","GSM1256701","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.54332641581442,8.12099854550091,8.33216248065767
"50","GSM1256702","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.46090057475897,5.8667030685084,6.66380182163368
"51","GSM1256703","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.51983944261478,7.29282521220953,7.90633232741216
"52","GSM1256704","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.45969563273547,6.76784010158412,6.6137678671598
"53","GSM1256705","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.92537466790922,6.37474022858093,6.65005744824508
"54","GSM1256706","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.04189113013463,7.41763389930258,7.2297625147186
"55","GSM1256707","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.01181834635103,7.86129274936434,7.93655554785768
"56","GSM1256708","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.95544151626694,9.76930319972072,8.86237235799383
"57","GSM1256709","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.95518587267667,7.88573492756667,7.92046040012167
"58","GSM1256710","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.82776358126134,9.01724783124045,8.9225057062509
"59","GSM1256711","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.63947565496139,8.1692781748931,7.40437691492724
"60","GSM1256712","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.39137927348666,8.27622908443074,7.8338041789587
"61","GSM1256713","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.95570777481288,8.56799814144654,8.26185295812971
"62","GSM1256714","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.58154413821315,7.72755259118397,7.15454836469856
"63","GSM1256715","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.5419208152592,9.58940758805756,9.06566420165838
"64","GSM1256716","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.87020605534161,10.7550054552802,9.8126057553109
"65","GSM1256717","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.92632720128665,9.59479090204809,8.76055905166737
"66","GSM1256718","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.90613010680044,8.73554244597408,7.82083627638726
"67","GSM1256719","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.23943727331629,8.72020544770597,7.47982136051113
"68","GSM1256720","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.50749392940003,9.70136984431321,7.60443188685662
"69","GSM1256721","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.45055328642325,9.51946582573159,7.98500955607742
"70","GSM1256722","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.10340157172056,10.1073212419376,8.10536140682908
"71","GSM1256723","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.92162302415824,9.73868394260798,7.83015348338311
"72","GSM1256724","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.81072628184784,9.83917771368939,7.82495199776861
"73","GSM1256725","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.34589681940346,9.82232238723488,7.58410960331917
"74","GSM1256726","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.12671451428243,9.68838560421912,7.40755005925077
