"","Unnamed..0","tissue","endometriosis","severity","p229828_at","p235196_at","CDC73"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.56490379500583,7.32908078779158,7.4469922913987
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.03411406169478,7.41881560014551,6.72646483092015
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.43148724001545,6.44580869625819,5.93864796813682
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.39843711439355,6.51237725666696,6.45540718553026
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.99362878016403,6.92914398798748,6.96138638407576
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.45463161706567,6.78404160706468,6.61933661206517
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.11925861839432,4.03257272107557,4.57591566973495
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.61205488789803,6.94249716668691,6.77727602729247
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.40963566516459,6.50369664099846,6.45666615308152
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.50169293069613,6.92565243005367,6.7136726803749
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.12806356101542,6.92915280500907,7.02860818301225
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.25871317666409,6.60995403657518,6.93433360661964
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.95035147633182,5.45812206171025,6.20423676902104
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.06626791419662,7.54168600715803,7.30397696067732
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.73010815665783,7.4311330323126,7.08062059448521
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.77161134271979,6.93487526897282,6.85324330584631
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.97385581621801,7.47231031324642,7.22308306473222
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.54662289318244,7.32073560706723,7.43367925012484
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.18884702628212,7.33489716605725,7.26187209616968
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.91398405617868,6.56538458623748,6.23968432120808
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.20389697018271,6.93740236973216,6.07064966995743
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.83258581606133,6.48065188860236,6.15661885233185
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.03138946395837,5.11254145077359,5.07196545736598
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.85416353235258,6.56014952203114,6.20715652719186
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.16112196392005,5.93191161372397,5.54651678882201
