"","Unnamed..0","tissue","endometriosis","severity","p1554351_a_at","p1553677_a_at","p228619_x_at","TIPRL"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.74857741844134,7.45970986764009,7.82403301605699,8.01077343404614
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.8178200311922,7.73859088305217,6.66901678668433,7.7418092336429
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.20873085099532,7.68696561120679,6.57292811812784,7.48954152677665
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.94358460438241,7.15675469559027,5.75567367207435,6.95200432401568
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.39550824051405,7.16297127403038,7.69643520513937,7.7516382398946
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.75577689254417,7.02816701351006,7.31029861996947,7.6980808420079
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.93784238476594,7.73004147873291,7.10492698356375,7.59093694902087
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.70899371490134,8.00893641727888,6.66901678668433,7.79564897295485
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.84966909331259,7.7140246207124,8.16016511325787,8.24128627576095
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.83365459476375,6.93927752591289,6.35572296371085,7.3762183614625
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.23785228012125,7.98676561544895,7.86300742503369,8.36254177353463
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.03442463872385,7.98351651584201,7.02450835217528,8.01414983558038
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.84594475755937,7.41929603251097,7.71885501065665,7.661365266909
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.72654258610357,8.66493088614712,7.26562906968389,8.21903418064486
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.66794446515774,8.40638520580439,7.31950176956545,8.13127714684253
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.57396561892705,8.28559787382413,7.25754409019976,8.03903586098365
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.79417411852237,7.21865679895361,7.82645474387364,7.61309522044987
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.24347048180719,7.74303767847635,8.53116851902741,8.17255889310365
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.84242108657327,8.40346517202558,7.5285444729829,8.25814357719392
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.57881644227935,6.41532069575645,7.29476188751052,7.09629967518211
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.6819454935232,6.27581796232359,7.89124534019366,7.28300293201348
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.93469654424694,7.21434627823959,7.85123733940674,7.66676005396442
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.79721938172742,8.02972077161984,7.63485551641078,7.48726522325268
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.22200768339727,6.7947609702242,7.54594415325233,7.1875709356246
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.00183371946934,5.66093361331064,7.80738309089893,6.82338347455964
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.68841401893073,5.95027648777258,8.26365900838524,6.96744983836285
"27","GSM1256679","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.6333356463422,7.19526478729111,7.54224951900674,7.12361665088002
"28","GSM1256680","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.39825741975816,6.50915624470976,8.43766779677366,7.44836048708053
"29","GSM1256681","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.26208242087355,6.38822306187228,8.41746715983362,7.35592421419315
"30","GSM1256682","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.39039539964188,6.45649270362651,7.90574748704884,7.25087853010574
"31","GSM1256683","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.18811181779928,6.17280748899115,8.27520295911151,7.21204075530065
"32","GSM1256684","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.73083971960719,5.40254915423692,8.84125968450813,6.99154951945075
"33","GSM1256685","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.70347706245271,5.83963776229049,6.66901678668433,6.40404387047584
"34","GSM1256686","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.81879401114558,5.20961651963251,7.65848623473495,6.56229892183768
"35","GSM1256687","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.38798009426782,7.88419035856569,8.55458777424953,8.27558607569435
"36","GSM1256688","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.65483817098881,6.69227017463769,7.41721342647906,7.25477392403519
"37","GSM1256689","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.32649625142986,6.364727980269,8.40944225823287,7.36688882997724
"38","GSM1256690","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.15021099688092,7.2861334842401,7.84945778414478,7.76193408842193
"39","GSM1256691","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.75598643868365,7.21953294251192,7.80441892742808,7.59331276954122
"40","GSM1256692","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.99984366611589,6.00683570103712,8.39045776812252,6.79904571175851
"41","GSM1256693","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.49544169948785,7.27078673270838,8.84348128030707,7.8699032375011
"42","GSM1256694","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.5164156673513,5.84691083695965,7.46840171144233,6.94390940525109
"43","GSM1256695","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.382067704276,6.92953935936973,7.81585265152103,7.04248657172225
