"","Unnamed..0","tissue","endometriosis","severity","p202841_x_at","p211512_s_at","p210443_x_at","OGFR"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.67020015175295,6.23435681358033,6.395157474858,6.43323814673043
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.21071479677418,5.80325934087226,5.94066892298031,5.98488102020892
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.67020015175295,5.80325934087226,6.42111081133528,6.29819010132016
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.5782146892269,6.51154724629535,6.79486955665029,6.62821049739085
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.36921439267453,5.80325934087226,6.42111081133528,6.19786151496069
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.67020015175295,7.29024880869521,6.65619112860096,6.87221336301637
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.66454473536679,7.02064325623538,5.77723944692165,6.48747581284127
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.67020015175295,5.80325934087226,6.35030040218073,6.27458663160198
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.67020015175295,5.80325934087226,6.42111081133528,6.29819010132016
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.74407515199248,6.94351388018013,6.42111081133528,6.70289994783596
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.48073864017278,5.80325934087226,5.62116036959037,5.96838611687847
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.15166149243227,5.80325934087226,5.62116036959037,5.8586937342983
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.24368938820202,6.46039612919003,6.4047175286221,6.70293434867138
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.67020015175295,6.0948152643796,6.37964624009091,6.38155388540782
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.84191685972132,6.28618908350623,6.20261893900838,6.44357496074531
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.62561972245502,5.80325934087226,5.89450955019677,6.10779620450802
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.9925033377215,6.38683877109896,6.42111081133528,6.60015097338525
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.67020015175295,5.8438094089029,5.86033584287155,6.1247818011758
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.22392791929117,5.84800374425292,6.39340289381534,6.15511151911981
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.34063113410682,7.50656035380478,8.01885383299804,7.95534844030321
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.75354643282657,6.95504486125379,7.28009455253345,7.32956194887127
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.23827253483863,7.41864905851591,8.22616505765319,7.96102888366924
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.42348234331915,6.95453427680823,8.12730224056196,7.83510628689645
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.18928230261968,8.04465680320408,8.96762608094986,8.73385506225787
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.53651886643658,7.73631331915349,8.40228295675981,8.22503838078329
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.5959161229253,8.15138590939557,8.74713658626893,8.4981462061966
"27","GSM1256679","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.81125752066032,8.11891997138638,8.74840253017874,8.55952667407515
"28","GSM1256680","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.88374975128673,7.05729830616809,7.61656156731488,7.51920320825657
"29","GSM1256681","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.78000962269387,6.9894049508821,7.72992230159069,7.49977895838889
"30","GSM1256682","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.81922292305845,7.70306670804153,8.78356043932006,8.43528335680668
"31","GSM1256683","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.65628554743368,7.74963710360795,8.55989254945177,8.32193840016447
"32","GSM1256684","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.20828862081472,7.63162536486568,8.22418571337718,8.02136656635253
"33","GSM1256685","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.99392689008458,8.46796422595327,8.95825830850243,8.80671647484676
"34","GSM1256686","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.13826786445904,8.39866843068655,8.89093651755979,8.80929093756846
"35","GSM1256687","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.67020015175295,5.80325934087226,6.42111081133528,6.29819010132016
"36","GSM1256688","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.84675689793032,7.7563009828726,7.74558473172027,7.78288087084106
"37","GSM1256689","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.26426889022806,7.59791711440106,7.97700874540805,7.94639825001239
"38","GSM1256690","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.17172745748528,6.38690996590001,6.70991853333205,6.75618531890578
"39","GSM1256691","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.76694394014105,7.46188834315969,7.5759060714452,7.60157945158198
"40","GSM1256692","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.69748630230248,7.99646098276697,8.47596193822489,8.38996974109811
"41","GSM1256693","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.46855608541596,6.33088377345801,7.83167513996048,7.21037166627815
"42","GSM1256694","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.90652839492761,8.04505841201997,8.74475404987252,8.56544695227337
"43","GSM1256695","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.52546259841071,7.62965588581391,7.83082894273,7.66198247565154
"44","GSM1256696","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.71826022521001,6.36897372459268,7.61133755971517,7.23285716983929
"45","GSM1256697","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.32302586044867,7.6944782781045,8.21786490278778,8.07845634711365
"46","GSM1256698","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.51386879478908,7.07351678587673,7.44060829921118,7.34266462662566
"47","GSM1256699","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.79233441184414,7.81391084144302,8.52638852417241,8.37754459248652
"48","GSM1256700","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.26396244970141,7.28943636668796,8.19320014321104,7.91553298653347
"49","GSM1256701","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.44956896639083,7.61827379133071,8.20494075987001,8.09092783919718
"50","GSM1256702","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.54881659469471,8.0798609842424,7.99946691581674,8.20938149825128
"51","GSM1256703","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.58628811172774,8.3339122879482,8.41210196287411,8.44410078751668
"52","GSM1256704","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.40531549437452,8.19578723727433,8.37120370714766,8.3241021462655
"53","GSM1256705","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.41990217199685,7.76317992046639,8.21215825232218,8.13174678159514
"54","GSM1256706","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.82238591879458,7.49275313313775,7.7214654949078,7.67886818228004
"55","GSM1256707","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.58815737526255,6.97579210793207,7.53064660583629,7.3648653630103
"56","GSM1256708","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.56034883126267,5.92759274158484,6.43818688614011,6.30870948632921
"57","GSM1256709","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.15939804454587,7.51911821476866,7.93759711395199,7.87203779108884
"58","GSM1256710","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.86177063642564,6.75310323640406,7.62764487146459,7.41417291476476
"59","GSM1256711","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.58226666882814,6.81269663727227,7.37300985612932,7.25599105407658
"60","GSM1256712","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.52774629581385,6.82945067856108,7.18625427969365,7.18115041802286
"61","GSM1256713","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.68358015322814,7.39761216491525,7.84199925024794,7.64106385613044
"62","GSM1256714","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.07258431567512,7.12500759578201,7.96745687515753,7.72168292887155
"63","GSM1256715","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.55566352453287,6.82795749232844,7.57795642630227,7.32052581438786
"64","GSM1256716","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.02018492366685,6.37322495009559,6.76462303811964,6.71934430396069
"65","GSM1256717","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.73556295490373,6.12338488873641,6.4381360268958,6.43236129017865
"66","GSM1256718","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.24128446325476,7.07408218413153,7.76935195728984,7.69490620155871
"67","GSM1256719","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.82375062562291,7.01377101050717,8.19140185397664,7.67630783003557
"68","GSM1256720","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.94315151707199,5.45312229502713,5.92882073848039,5.77503151685984
"69","GSM1256721","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.37424670464318,5.48820522735481,6.29915289840039,6.05386827679946
"70","GSM1256722","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.18705919989415,5.47648533779394,6.07834179403238,5.91396211057349
"71","GSM1256723","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.24919979223166,5.74686290332805,6.01693813404668,6.0043336098688
"72","GSM1256724","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.46197928661179,5.88174683900073,6.41862070255675,6.25411560938976
"73","GSM1256725","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.27943873364724,5.73549253149177,6.42216891920214,6.14570006144705
"74","GSM1256726","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.12162361671721,5.70108742025635,6.46158328708194,6.09476477468517
"75","GSM1256727","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.32235164352476,5.96294776917334,5.86033584287155,6.04854508518988
"76","GSM1256728","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.54440011154582,5.51539405813903,6.24136943486473,6.10038786818319
"77","GSM1256729","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.5769091034786,5.45312229502713,6.23286525393507,6.08763221748027
"78","GSM1256730","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.72835270341519,6.26448382188923,6.84173051409699,6.61152234646714
"79","GSM1256731","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.65310274478465,5.64724489949905,6.22505836336554,6.17513533588308
"80","GSM1256732","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.10032474594036,5.72480771121561,7.12411819817312,6.64975021844303
"81","GSM1256733","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.44540153713071,5.7051745102361,6.03567068279413,6.06208224338698
"82","GSM1256734","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.02280735332339,5.45312229502713,6.21687965799736,5.89760310211596
"83","GSM1256735","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.15839664081298,7.27742338586912,7.96699084903112,7.80093695857107
"84","GSM1256736","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.30910708443041,6.4182208930691,7.35539116181697,7.02757304643883
"85","GSM1256737","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.64119790896313,6.9461664788895,7.15185720307861,7.24640719697708
"86","GSM1256738","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.18293141840159,7.56617137107712,8.06452443306052,7.93787574084641
"87","GSM1256739","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.67250374456504,7.8320511089115,8.23747701956912,8.24734395768189
"88","GSM1256740","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.43351350554317,7.4715917244892,8.36919194669623,8.09143239224287
"89","GSM1256741","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.7898691175806,6.81094503871928,7.62938576770646,7.41006664133545
"90","GSM1256742","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.38301414062115,7.84998522148328,7.92868398859499,8.05389445023314
"91","GSM1256743","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.6369789302731,6.93188895771478,7.59948824766984,7.38945204521924
"92","GSM1256744","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.67220636072058,7.52492517526353,8.14714653859605,8.11475935819339
"93","GSM1256745","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.71296056334925,7.74784167194031,8.4937622607646,8.31818816535139
"94","GSM1256746","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.73151348977589,6.77727484094955,7.42971162042804,7.31283331705116
"95","GSM1256747","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.17549501045903,7.56898663699211,7.95933293275728,7.90127152673614
"96","GSM1256748","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.6468993065923,6.49496890444737,7.18124814722336,7.10770545275434
"97","GSM1256749","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.8332992770394,7.02683594794566,7.61556653068205,7.49190058522237
"98","GSM1256750","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.36737653371224,7.09825975921007,8.14318195008196,7.86960608100142
"99","GSM1256751","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.60202786059948,7.28621157298526,8.51352216573552,8.13392053310675
"100","GSM1256752","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.35397745152625,8.02068652605017,7.92624862631801,8.10030420129814
"101","GSM1256753","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.72541821954317,6.72565213539279,7.63311608157825,7.36139547883807
