"","Unnamed..0","tissue","endometriosis","severity","p1552274_at","p1552275_s_at","p225796_at","PXK"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.83822442615894,4.92966240449055,6.80247726744739,5.85678803269896
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.85983442540765,5.93804010158413,5.77960336257121,5.859159296521
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.74804857007409,5.947578613494,5.66711596092068,6.12091438149626
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.47037605603579,6.47088726463226,7.70106519263256,6.8807761711002
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.0224008173152,6.12489276423566,7.80714102917191,6.98481153690759
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.2077702384141,6.69484479579756,7.85964592533877,7.25408698651681
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.2867543515319,5.89187668847218,7.08719639782954,6.75527581261121
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.66304656935639,5.39600161643847,6.25339246243196,6.10414688274227
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.91904192666457,7.02257989176997,8.56858877312956,7.8367368638547
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.87454193727851,6.26323515125707,7.73110731426777,6.95629480093445
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.64000892443745,6.29116491176975,7.02361121505072,6.65159501708597
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.59995366880756,4.62894960060944,6.60622914624175,5.94504413855292
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.70493193616879,6.38741923644278,6.95009404797608,7.01414840686255
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.41347499871154,6.63849207054541,8.61410680131046,7.88869129018914
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.98861610745474,5.36489450748556,7.33004145782252,6.56118402425427
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.72803296484242,5.76374413693119,7.43882540019865,6.97686750065742
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.56509876927467,6.73556217776645,8.3112769240995,7.53731262371354
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.47811925957477,6.31890456082727,7.66067481419671,7.15256621153292
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.29759467749206,6.23613478774857,7.44270267595531,6.99214404706531
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.3778941938539,4.47448337174068,7.33644588296606,5.72960781618688
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",2.99907918515956,3.12997405301157,5.64518876872088,3.92474733563067
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.20068316837117,4.38624835619659,6.93627694999536,5.17440282485437
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.0700385959235,4.0151643857239,7.40241298647558,5.49587198937433
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.99696959859145,4.99557032769837,6.89087597813663,5.29447196814215
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.39767785756249,4.10756303559123,6.62349297614096,5.37624462309823
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.773237629507,3.25710079478489,5.05600917209353,4.36211586546181
"27","GSM1256679","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.63761455475761,3.25710079478489,5.99186550624314,4.62886028526188
