"","Unnamed..0","tissue","endometriosis","severity","p209026_x_at","p212320_at","TUBB"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",11.8420145346175,12.6996632003469,12.2708388674822
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",13.117803262798,13.2631775006339,13.190490381716
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",12.9077728942223,13.776750786066,13.3422618401442
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",12.3291820754952,12.9099112576214,12.6195466665583
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",13.1580470020256,13.7258969034396,13.4419719527326
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",12.2307979476866,12.9983000803718,12.6145490140292
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",12.2832116885542,13.2583541446655,12.7707829166098
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",12.8961396626014,13.5116823444191,13.2039110035102
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",12.7949640688185,13.2550030761118,13.0249835724651
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",12.6274278222973,13.2542601028485,12.9408439625729
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",13.1087752828011,13.5505444040232,13.3296598434121
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",12.8647397894332,13.3643889301488,13.114564359791
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",11.8158839587743,12.4885918402092,12.1522378994917
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",13.3329122479022,13.9020842340708,13.6174982409865
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",12.7584531169114,13.4950966137683,13.1267748653399
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",11.7449381134996,13.0370540785332,12.3909960960164
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",11.5981265278741,12.7902657959632,12.1941961619187
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",11.9155457381188,13.1714715437496,12.5435086409342
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",12.3515977010652,13.2817119903804,12.8166548457228
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",12.7165397758684,12.9947846581778,12.8556622170231
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",13.0735279244216,13.4789242896128,13.2762261070172
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",12.733522628272,13.1952524619465,12.9643875451093
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",12.4049789317988,12.3354750674638,12.3702269996313
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",13.1958890668178,13.4503167831906,13.3231029250042
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",13.1316334046186,13.5212615603748,13.3264474824967
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",12.8781986692424,13.1756647457072,13.0269317074748
"27","GSM1256679","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",13.0571648563502,13.0047920631998,13.030978459775
"28","GSM1256680","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",13.377399031859,13.482317444621,13.42985823824
"29","GSM1256681","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",12.4659462138083,12.7491826384255,12.6075644261169
"30","GSM1256682","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",13.3228200742475,13.4490802193278,13.3859501467876
"31","GSM1256683","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",13.4157347053365,13.4769515083479,13.4463431068422
"32","GSM1256684","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",13.6702303675128,13.8291650789591,13.749697723236
"33","GSM1256685","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",13.1299427770564,13.3546024723886,13.2422726247225
"34","GSM1256686","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",13.2318458154363,13.5726074629965,13.4022266392164
