"","Unnamed..0","tissue","endometriosis","severity","p232071_at","p238448_at","MRPL19"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.50164194625838,3.46744591982547,3.98454393304193
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",2.23602791534862,3.46744591982547,2.85173691758705
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.18263549499258,3.46744591982547,3.32504070740903
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",2.60226030159554,3.46744591982547,3.0348531107105
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.68117037042835,4.38223837785962,4.03170437414398
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",2.74077076829166,3.46744591982547,3.10410834405856
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.10391150126337,3.10762105914847,3.10576628020592
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.18263549499258,3.35740777426787,3.27002163463023
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.72348743401201,3.46744591982547,3.59546667691874
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",2.69364602030354,3.46744591982547,3.08054597006451
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.22506865838608,5.12004580642926,5.17255723240767
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.28997261386933,3.54911001844165,3.91954131615549
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",2.66906272571804,3.46744591982547,3.06825432277176
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.00614625063234,3.50766890109853,4.75690757586544
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.93495656460862,3.61978919011209,4.77737287736035
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.9115356584121,3.46744591982547,4.18949078911878
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.52591736411829,3.10762105914847,3.81676921163338
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.04007350563362,4.08520044748905,4.06263697656133
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.38000208079352,3.8166182642803,3.59831017253691
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",3.02908503686368,2.82889562178473,2.9289903293242
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.60213840138707,3.35968694109144,3.48091267123925
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.03088082167164,3.53703284131267,3.78395683149216
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",2.60243750923637,3.46744591982547,3.03494171453092
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.18263549499258,2.92456421096021,3.0535998529764
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",2.84294919614431,3.10762105914847,2.97528512764639
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",2.67815149360011,2.23602791534862,2.45708970447436
"27","GSM1256679","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",2.23602791534862,3.10762105914847,2.67182448724855
"28","GSM1256680","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.07925829275672,3.46744591982547,3.2733521062911
"29","GSM1256681","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",2.76345020589621,3.46744591982547,3.11544806286084
"30","GSM1256682","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",2.23602791534862,3.46744591982547,2.85173691758705
"31","GSM1256683","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",2.65773246660843,3.10762105914847,2.88267676287845
"32","GSM1256684","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",2.67815149360011,2.92456421096021,2.80135785228016
"33","GSM1256685","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",2.76345020589621,2.92456421096021,2.84400720842821
"34","GSM1256686","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",2.31709125057512,2.92456421096021,2.62082773076767
"35","GSM1256687","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.04904441495079,4.06992263523203,4.05948352509141
"36","GSM1256688","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",3.60425715305739,3.41968036651181,3.5119687597846
"37","GSM1256689","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",2.95966603477247,2.93876581912073,2.9492159269466
"38","GSM1256690","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",2.70807355472698,3.10762105914847,2.90784730693773
"39","GSM1256691","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",2.76345020589621,3.46744591982547,3.11544806286084
"40","GSM1256692","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",2.23602791534862,3.10762105914847,2.67182448724855
"41","GSM1256693","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",2.76345020589621,3.62890244750588,3.19617632670105
"42","GSM1256694","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",2.23602791534862,2.92456421096021,2.58029606315441
"43","GSM1256695","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",2.76345020589621,2.92456421096021,2.84400720842821
"44","GSM1256696","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.96188084014748,3.51471235227666,3.73829659621207
"45","GSM1256697","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",2.66906272571804,3.10762105914847,2.88834189243325
"46","GSM1256698","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",2.76345020589621,2.92456421096021,2.84400720842821
"47","GSM1256699","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",2.66906272571804,3.46744591982547,3.06825432277176
