"","Unnamed..0","tissue","endometriosis","severity","p219377_at","p228115_at","p235065_at","GAREM1"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.14577784513462,4.82410772740417,2.61220998101902,3.8606985178526
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.52368202594818,3.82849959616641,2.47778867764852,3.2766567665877
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.12660714336706,4.63448548153714,3.10636527917814,3.95581930136078
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.41918283471409,7.58957731527944,5.42470579054015,6.81115531351123
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.04532074350016,3.96363433697057,2.67545567576458,3.89480358541177
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.99813336911176,7.32987675772745,6.20709783264161,6.84503598649361
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.73952584281646,6.94987786053476,4.97103285678855,6.22014552004659
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.92138718192105,5.51256507974015,3.16324614196586,4.86573280120902
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.13228451235492,4.60701976037396,3.10636527917814,4.28188985063567
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.13811519452117,8.05767504357458,6.18392601647665,7.12657208485747
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.20720004275377,5.76800651126584,3.10636527917814,5.02719061106592
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.25580443958988,6.29899896100351,3.22234606160001,5.25904982073113
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.96872331215112,7.46929523097509,4.83885987511429,6.75895947274683
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.0515224351176,6.557980926509,4.24757558335748,5.61902631499469
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.31663296970294,4.78073815722558,3.62184004380783,4.57307039024545
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.09745161647386,8.70045578971607,6.51492124440477,7.77094288353157
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.79061632317991,8.36254453114946,5.49487192633714,7.21601092688884
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.73554944250009,9.11611417887617,6.57263612562291,7.80809991566639
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.71308161221526,7.58698528770553,4.97734301251154,6.42580330414411
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.44467174060264,9.03967147693412,5.48583814717355,7.6567271215701
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.64460670749862,5.74785523179665,2.3907640079077,4.59440864906766
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.47644338955642,7.74169504707421,4.65659178206549,6.62491007289871
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.92138718192105,7.29503543726846,2.50364939289674,5.24002400402875
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.91384714862602,7.23210551228517,3.17133804461134,5.43909690184084
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.07279718958622,7.10785146153251,3.27238432019177,5.8176776571035
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",2.93100499655508,4.86879798333231,2.47778867764852,3.4258638858453
"27","GSM1256679","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.89011277364623,6.05574421531125,2.47778867764852,4.141215222202
"28","GSM1256680","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.17613315398332,6.43543291938733,3.41715013542743,5.34290540293269
"29","GSM1256681","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.967592658278,5.69110013756921,2.44479173832977,4.36782817805899
"30","GSM1256682","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.74438955778067,7.33102014212974,2.52445484231281,5.53328818074107
"31","GSM1256683","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.98505636845998,6.4938030307071,2.23602791534862,4.57162910483857
"32","GSM1256684","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.96220376451182,6.37223786145179,3.10636527917814,5.14693563504725
"33","GSM1256685","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.33026066152773,4.95686754832151,2.47778867764852,4.25497229583259
"34","GSM1256686","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",3.63464341878702,4.63448548153714,2.47778867764852,3.58230585932423
"35","GSM1256687","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.97439405854902,6.4541878729825,3.72998926171241,5.05285706441464
"36","GSM1256688","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.80125881601558,7.84452170992433,4.79208854154683,6.47928968916225
"37","GSM1256689","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.18201139546612,5.60021269297836,2.68558795214347,4.48927068019598
"38","GSM1256690","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.45924605446273,6.38219132056259,2.86784118874339,5.2364261879229
"39","GSM1256691","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.90417680896565,5.73743055469666,2.47778867764852,4.37313201377028
"40","GSM1256692","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.44431431726842,8.02264988503714,2.51457470515565,5.66051296915374
"41","GSM1256693","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.17848041912846,8.43651069460239,3.10636527917814,6.24045213096966
"42","GSM1256694","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.25688810537185,6.05198957372679,2.61838211101596,4.6424199300382
