"","Unnamed..0","tissue","endometriosis","severity","p212153_at","p215281_x_at","POGZ"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.75862834282853,8.45798701952923,9.10830768117888
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.37898493095655,7.54836029019331,8.46367261057493
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.58128898048859,6.17695777538424,7.87912337793642
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.86151798234267,7.2113779272824,8.53644795481254
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.64943691346706,8.06913529248904,8.35928610297805
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.44169779212209,7.20792802244065,8.32481290728137
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.90410109999695,5.57049904206689,7.23730007103192
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.8607041335391,7.71107802461205,8.78589107907558
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.86542069195405,8.72655749496555,9.2959890934598
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.75922187086022,6.57439580482881,7.66680883784452
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.21743942026326,8.24900836411078,8.73322389218702
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.26915486441486,8.45598623942669,8.86257055192078
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.1265561695618,7.9085709450713,9.01756355731655
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.8941082118576,7.97664467464505,8.93537644325133
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.58178578295114,8.58868985729738,9.08523782012426
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.42584872510714,7.7857236232736,8.60578617419037
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.64857556447868,7.97507161780233,8.81182359114051
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.18332496765944,8.20427009646526,8.69379753206235
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.29594448019294,8.45978461607348,8.37786454813321
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.9401362991723,8.05411109524838,7.99712369721034
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.23161068547859,7.71131305296782,7.97146186922321
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.82347674703968,7.28141432946094,7.05244553825031
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.41561220473073,6.85844274484291,7.13702747478682
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.3078005016402,6.19948455379599,6.7536425277181
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.42225193223708,6.02633928137451,6.72429560680579
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.75709083497654,5.36317773001891,6.06013428249772
"27","GSM1256679","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.09788127821008,5.68360004927116,5.89074066374062
"28","GSM1256680","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.30148511880502,7.12826871790965,7.71487691835734
"29","GSM1256681","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.41392840710761,5.39920694313885,6.90656767512323
"30","GSM1256682","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.16360324411881,6.58552172204529,6.87456248308205
"31","GSM1256683","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.10413808688654,6.17695777538424,7.14054793113539
"32","GSM1256684","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.26206033974695,6.76171148356096,7.51188591165396
"33","GSM1256685","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.40779403342505,6.07862806755826,6.24321105049165
"34","GSM1256686","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.62202094938479,6.02075478184262,6.3213878656137
"35","GSM1256687","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.2930645864164,7.6863671540517,8.48971587023405
"36","GSM1256688","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.02804851050814,4.59373383332404,5.81089117191609
