"","Unnamed..0","tissue","endometriosis","severity","p202960_s_at","p202959_at","MUT"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.79307886927504,8.67309278261201,9.23308582594353
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.36727766062694,8.04157419497435,8.70442592780065
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.46488689983932,7.25419922209673,7.35954306096803
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.62764260776255,8.35887190765023,8.99325725770639
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.46611149917752,8.16811783782859,8.81711466850306
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.28810661355063,8.00598241838603,8.64704451596833
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.27864470569442,7.26481911942643,7.27173191256042
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.56225629397105,8.0130522712619,8.28765428261648
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.542673524121,8.21383737028362,8.87825544720231
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.49113910952026,8.21922824159289,8.85518367555657
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.78632249253079,7.3545071944203,8.07041484347554
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.83621330278886,7.7308076286708,8.28351046572983
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.22435932730734,8.24410408332447,8.7342317053159
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.78226411474105,7.79594471884302,8.28910441679204
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.28423772036103,8.37249426409503,8.82836599222803
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.3842063174388,8.28448139613087,8.83434385678483
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.72470559407624,8.35339240654112,9.03904900030868
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.0917374651744,7.61625177791926,8.35399462154683
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.95834541704283,7.62533748072867,8.29184144888575
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.32766453319969,7.22773141272627,8.27769797296298
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.05341128656074,7.18405844629034,8.11873486642554
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.53119846730703,6.5428995634557,7.53704901538137
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.41232654381528,6.35903046094226,7.88567850237877
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.74424190748071,5.72456424186489,6.7344030746728
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.2071188060562,5.95783449367126,7.08247664986373
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.99770787577332,6.02654581457297,7.51212684517315
"27","GSM1256679","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.24087256989027,4.93395858132678,6.58741557560852
"28","GSM1256680","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.05835059906313,7.33720697439202,8.19777878672758
"29","GSM1256681","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.82292171246855,6.35903046094226,7.59097608670541
"30","GSM1256682","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.61739438924005,5.13235602334379,6.37487520629192
"31","GSM1256683","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.9131586880868,5.7013906889547,7.30727468852075
"32","GSM1256684","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.47538055769567,6.59583644738085,7.53560850253826
"33","GSM1256685","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.57868610339533,4.85000498867324,6.21434554603429
