"","Unnamed..0","tissue","endometriosis","severity","p203065_s_at","p212097_at","CAV1"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.89866111631186,9.89282605477038,7.39574358554112
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.34753684585974,9.35240209373257,7.34996946979616
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.68457049309313,12.1886488098194,9.43660965145627
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.22720492512569,10.5407888098494,8.38399686748754
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.86901941673983,10.6181268885341,8.74357315263697
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.77109495484246,10.6728222153456,8.22195858509403
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.29278580055912,10.6690303475786,7.98090807406886
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.33332615609154,10.637846719708,8.48558643789977
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.8744759420651,11.2326689641745,9.5535724531198
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.20445203428876,10.7095494186682,8.45700072647848
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.40728678093801,10.4137817907762,8.41053428585711
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.4520472701832,10.518243567016,7.9851454185996
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.29278580055912,9.87411910124051,7.58345245089981
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.3682218518683,12.2052235507303,9.7867227012993
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.04721131797985,10.9032691863268,8.47524025215333
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.94068190525468,10.759212053503,7.84994697937884
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.37952978510342,10.3361381772851,7.85783398119426
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.2343127289821,10.1626859345633,8.1984993317727
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.29278580055912,10.4024450073035,7.84761540393131
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.0223991327908,9.88465856968401,9.4535288512374
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.24037654505565,9.23615845859514,8.73826750182539
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.35445219604939,10.7020767927247,10.028264494387
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.30935358549081,9.82117040402628,9.06526199475854
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.3481490559189,9.94118813386976,9.14466859489433
