"","Unnamed..0","tissue","endometriosis","severity","p221756_at","p221757_at","PIK3IP1"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.87138660159674,5.55236402363882,5.21187531261778
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.23697847509173,5.9600466405117,5.59851255780172
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.29177067977827,6.06631740821758,5.67904404399792
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.32810970204712,7.70279356718098,7.51545163461405
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.59678936748907,5.93296498301731,5.26487717525319
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.15209298384406,6.95786208182729,6.55497753283568
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.90983077275507,7.15469824565881,7.03226450920694
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.23792005572738,5.92790433890414,5.58291219731576
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.77993780291362,5.93296498301731,5.85645139296547
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.45158715681615,6.66253683686571,6.05706199684093
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.82123796974513,5.93296498301731,5.37710147638122
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.23792005572738,5.99163915649969,5.61477960611353
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.33692320597667,6.15747244071699,6.24719782334683
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.32379890647846,5.521031538187,4.92241522233273
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.03075728474672,5.17095835661434,5.10085782068053
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.73724944325211,7.6624437178677,7.69984658055991
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.41720104373656,7.4404993347855,7.42885018926103
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.72018443882806,6.14960779074127,5.43489611478467
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.23792005572738,5.93296498301731,5.58544251937234
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.49986098366562,7.70182824983086,7.60084461674824
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.60918566108609,5.37678756083341,5.49298661095975
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.48131914221555,7.56056678651488,7.02094296436522
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.21037147932409,6.7191973877902,6.96478443355715
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.50943912122842,6.96827599031262,6.23885755577052
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.17800758269435,7.42815141974122,7.30307950121778
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.90213618086069,6.23698044396096,6.06955831241082
"27","GSM1256679","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.46313140010455,6.09862648964278,5.78087894487367
"28","GSM1256680","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.52592588927574,5.90655436434325,5.7162401268095
"29","GSM1256681","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.56172873425172,7.43523997718949,7.49848435572061
"30","GSM1256682","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.6723241559519,6.85325258061385,6.76278836828287
"31","GSM1256683","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.34065689824584,6.03464792347913,6.18765241086249
"32","GSM1256684","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.9518124468051,6.48175773870453,6.21678509275482
"33","GSM1256685","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.67147191618283,6.94399622456681,6.30773407037482
"34","GSM1256686","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.13160164857242,6.96705826737627,6.54932995797435
"35","GSM1256687","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.24504989076742,5.82523451266654,5.53514220171698
"36","GSM1256688","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.4031023252247,7.40914074822869,6.9061215367267
"37","GSM1256689","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.1873710635282,6.10183461415988,6.14460283884404
"38","GSM1256690","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.49947847981325,5.86528908546794,5.6823837826406
"39","GSM1256691","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.6441312331352,5.93296498301731,5.78854810807626
"40","GSM1256692","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.69788463513264,7.66330398373177,7.68059430943221
"41","GSM1256693","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.35809587207659,5.22683196882334,4.79246392044996
"42","GSM1256694","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.4061450203329,7.57339128777951,6.98976815405621
"43","GSM1256695","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.01327229026389,6.52389586367396,6.76858407696893
"44","GSM1256696","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.38121676457629,6.50411202127949,6.94266439292789
"45","GSM1256697","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.90468917749019,6.22932033396565,6.06700475572792
"46","GSM1256698","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.06594402839213,5.85112821241141,5.45853612040177
"47","GSM1256699","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.04488949990037,6.68601403803877,6.36545176896957
"48","GSM1256700","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.16496494477423,7.9989360890294,7.58195051690181
"49","GSM1256701","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.07305041065045,8.14044478312621,7.60674759688833
"50","GSM1256702","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.23792005572738,5.74390036811904,5.49091021192321
"51","GSM1256703","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.07237622599971,5.35324325256304,5.71280973928137
"52","GSM1256704","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.72861575063838,7.42734114018633,6.57797844541236
"53","GSM1256705","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.92600395904756,7.0190618094203,6.97253288423393
"54","GSM1256706","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.26921460672258,5.94904376793312,5.60912918732785
"55","GSM1256707","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.57542283126637,5.93296498301731,5.75419390714184
"56","GSM1256708","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.47158561035791,4.27277048440629,4.8721780473821
"57","GSM1256709","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.23792005572738,5.36304983923953,5.30048494748345
"58","GSM1256710","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.8939172129852,6.61805499720846,6.25598610509683
"59","GSM1256711","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.1322957380344,7.03701745770902,7.08465659787171
"60","GSM1256712","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.02330054954707,5.93843738995923,5.98086896975315
"61","GSM1256713","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.92087267188237,5.36318323030006,5.14202795109122
"62","GSM1256714","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.56212564369775,5.97134544240106,5.76673554304941
"63","GSM1256715","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.44318050493501,6.96770323728535,6.70544187111018
"64","GSM1256716","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.58769736089893,6.11486305479209,5.85128020784551
"65","GSM1256717","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.07698240458924,5.35223394309643,5.21460817384284
"66","GSM1256718","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.6798783846905,5.93296498301731,5.80642168385391
"67","GSM1256719","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.23792005572738,5.93296498301731,5.58544251937234
"68","GSM1256720","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.49225853818327,5.00550589453257,4.74888221635792
"69","GSM1256721","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.79271505344974,5.93296498301731,5.86284001823353
"70","GSM1256722","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.30067846246176,4.67016642975714,4.48542244610945
"71","GSM1256723","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.35518765407359,6.13953412824337,6.24736089115848
"72","GSM1256724","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.43634820937844,6.4522988434619,6.44432352642017
"73","GSM1256725","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.91761980616218,6.28304944429915,6.10033462523066
"74","GSM1256726","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.0644421879954,5.46455055609992,5.26449637204766
"75","GSM1256727","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.38894621534435,5.86085099201046,5.6248986036774
"76","GSM1256728","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.97202745913081,6.59020296033121,6.78111520973101
"77","GSM1256729","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.411152877007,5.82929637659703,5.62022462680202
"78","GSM1256730","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.90534372685007,7.61032454289311,7.25783413487159
"79","GSM1256731","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.44871961254024,5.529661295596,5.48919045406812
