"","Unnamed..0","tissue","endometriosis","severity","p1554450_s_at","p228961_at","p231975_s_at","MIER3"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.1089959952171,9.29818860663249,7.00118579004346,7.80279013063102
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.02748554240513,8.34632077682124,6.22778678119882,7.20053103347506
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.05571941516663,8.17632038163037,5.80914762354602,6.68039580678101
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.00263296229501,8.34632077682124,5.71618351992142,6.35504575301256
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.43704618324586,8.88913868858766,6.78125354935446,7.70247947372933
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.68370685914757,8.62931218280027,5.49974299487813,6.60425401227532
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.90278412430141,7.37777862847806,3.88528825222726,5.38861700166891
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.88091994898948,8.74760522009263,6.23772851190307,6.95541789366173
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.582553170604,9.2757625257337,6.3767791898664,7.41169829540137
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.59150378143777,8.91400044696486,5.80914762354602,7.10488395064955
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.56968106044455,8.74719991775791,6.59830515942047,7.30506204587431
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.07906356631711,9.10203006181715,5.84047628255234,7.3405233035622
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.51786465714005,8.4535001307465,4.97748767282307,6.31628415356987
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.15021418640867,9.04014275126339,6.39573640919705,7.19536444895637
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.54915577068287,9.18846854763893,7.12254537833878,7.62005656555353
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.05571941516663,9.39952281238957,5.92089405950341,7.1253787623532
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.43539865303667,9.06752404435434,6.04079921272776,7.18124063670626
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.85924624894032,9.04996176588029,6.89235190133043,7.60051997205035
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.05571941516663,9.53136699232794,6.54675376577013,7.37794672442157
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.46759688901558,7.90099670680108,5.51111495576888,6.29323618386185
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.64602740210147,8.14715753791846,5.79354799670755,6.52891097890916
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.85446465406561,7.61794856553978,4.39876729419782,5.6237268379344
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.46815094227164,7.29298948883966,3.85779202451909,5.20631081854346
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.16880399658673,7.56069456193316,4.79418247672783,5.84122701174924
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.46815094227164,7.40235136268058,3.64381952065267,5.17144060853496
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.5977795046923,8.16505795841962,5.44476510104687,6.0692008547196
"27","GSM1256679","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.87283766512916,7.2314798715707,3.88528825222726,5.32986859630904
"28","GSM1256680","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.16773694710828,8.46158519136839,6.19347302420024,6.9409317208923
"29","GSM1256681","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.87283766512916,7.80357986745971,4.7104874811654,5.79563500458476
"30","GSM1256682","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.6978899356222,8.07641646089453,4.61330933850823,5.79587191167499
"31","GSM1256683","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.03162115957259,7.66181130923998,3.42015417213764,5.03786221365007
"32","GSM1256684","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.83763579642943,8.34632077682124,6.07867783384083,6.7542114690305
"33","GSM1256685","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",3.96195584674432,6.69441092549542,3.80557936462318,4.82064871228764
"34","GSM1256686","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.87179831685719,6.96927653100564,3.78203744635191,5.20770409807158
"35","GSM1256687","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.29244363533642,9.95386299828702,8.05919346928291,8.76850003430212
"36","GSM1256688","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.93292589719963,7.51068752198011,5.04264396177369,5.82875246031781
"37","GSM1256689","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.51129438377164,7.96209617017351,3.89286647173753,5.45541900856089
"38","GSM1256690","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.9153045145828,8.34632077682124,5.89298836249606,6.71820455130003
"39","GSM1256691","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",3.63160492570663,7.98688692334101,4.52801822087444,5.38217002330736
"40","GSM1256692","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.87283766512916,7.59480159163372,3.46466466586688,5.31076797420992
"41","GSM1256693","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.14647690535804,8.46227258220078,4.56151480169079,6.0567547630832
"42","GSM1256694","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.9193807095607,7.06871669193351,4.24361905061785,5.41057215070402
"43","GSM1256695","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.81471255857382,7.80906252690345,3.55990742627639,5.06122750391789
"44","GSM1256696","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.56261299233508,8.03726856238117,4.93987683734157,6.17991946401927
"45","GSM1256697","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.64052673489767,7.23721433311503,3.96441028672851,5.28071711824707
"46","GSM1256698","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.25335491511372,7.93825025995537,5.12579567169577,5.77246694892162
"47","GSM1256699","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.46815094227164,7.45375353183461,3.88528825222726,5.26906424211117
"48","GSM1256700","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.46815094227164,8.28871864259538,4.68927209274723,5.81538055920475
"49","GSM1256701","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.01145842461313,7.58111923643529,4.46971532723867,5.6874309960957
"50","GSM1256702","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.24742755833925,7.30283174433048,4.48279026017763,5.34434985428245
"51","GSM1256703","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.87283766512916,7.19424271768551,5.3560811339894,5.80772050560136
"52","GSM1256704","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.19694436808048,6.428009394132,3.88528825222726,5.17008067147991
"53","GSM1256705","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.56414251050187,8.03589457439706,3.88528825222726,5.49510844570873
"54","GSM1256706","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.05571941516663,8.21044595070671,5.9344214760922,6.73352894732185
"55","GSM1256707","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.79835003801962,8.34632077682124,5.94954755927167,6.36473945803751
"56","GSM1256708","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.87399290391555,9.10486035252512,6.29333194613935,7.09072840086001
"57","GSM1256709","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.19564072428359,8.32712600176695,5.44287250694211,6.32187974433088
"58","GSM1256710","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.05571941516663,8.32712600176695,6.03628199540891,6.80637580411416
"59","GSM1256711","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.7262909990399,8.82909748232555,7.1700736285062,7.90848736995722
"60","GSM1256712","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.06510889345917,8.44704759119772,5.80914762354602,6.77376803606764
"61","GSM1256713","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.05414040004734,8.28579413965124,5.33477252913974,6.55823568961277
"62","GSM1256714","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.4400512796242,8.34632077682124,6.28398996945235,7.0234540086326
"63","GSM1256715","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.68639041635777,8.32712600176695,6.11751293873496,6.71034311895323
"64","GSM1256716","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.46815965833494,8.34632077682124,5.51008673809049,6.10818905774889
"65","GSM1256717","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.78503389495718,9.23684262401054,7.5182799129926,8.18005214398677
"66","GSM1256718","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.76463860274986,8.32712600176695,5.82030155151893,6.63735538534525
"67","GSM1256719","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.05571941516663,8.20026275787344,5.34805049815356,6.53467755706454
"68","GSM1256720","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.4145194893231,9.38641663877713,7.44234364707669,8.08109325839231
"69","GSM1256721","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.82298187715026,9.4911843328077,7.19422639860884,8.1694642028556
"70","GSM1256722","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.88445560324561,9.76219643184398,7.57115483472481,8.40593562327147
"71","GSM1256723","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.18583256508176,9.36493424800094,7.67917311715959,8.40997997674743
"72","GSM1256724","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.95746625906431,9.68658685518453,7.51114655223547,8.38506655549477
