"","Unnamed..0","tissue","endometriosis","severity","p201350_at","p211299_s_at","FLOT2"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.13062109955781,3.91404563615402,5.52233336785591
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.25392883842614,5.92700633174693,6.59046758508654
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.44586191560168,4.80127526924885,5.12356859242526
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.51032347293207,6.23433408725702,7.37232878009454
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.76600148192898,6.19184645283308,6.47892396738103
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.90606551850476,5.76377030203346,6.83491791026911
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.88788741956894,5.43910664850671,6.66349703403782
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.10929929780549,4.44846781928828,5.77888355854688
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.94089657603847,5.42066810277525,6.18078233940686
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.35899959606372,6.1128471466869,6.73592337137531
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.8756369563377,5.51823234837186,6.19693465235478
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.01714380796174,5.42090296326102,6.21902338561138
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.29985036055821,5.09391553018701,6.19688294537261
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.92524962389094,4.69944321951729,5.81234642170411
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.18246281966165,4.51654821375864,5.84950551671015
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.99454505308834,6.33080397926262,7.16267451617548
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.19755576803695,6.05359270018704,7.125574234112
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.65133919248284,6.37153730986502,7.01143825117393
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.952122504684,6.29935764490073,7.12574007479236
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.34888109158949,5.86233480475118,7.60560794817034
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.67502322889275,4.83114626687863,6.75308474788569
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.45641988552147,6.09010875561457,7.77326432056802
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.92365034790063,4.26530445967863,6.59447740378963
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.65193061664575,5.73749944038193,7.69471502851384
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.67953691527328,5.98934595717292,7.8344414362231
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.91273490957938,5.17209968482907,7.04241729720422
"27","GSM1256679","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.7166647687581,3.57223153519757,6.14444815197784
"28","GSM1256680","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.66782965565401,4.94440085594863,6.80611525580132
"29","GSM1256681","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.70304492025826,4.81975650900708,6.76140071463267
"30","GSM1256682","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.77929475783242,3.98634916515715,6.38282196149478
"31","GSM1256683","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.51495081244605,4.54555805979589,7.03025443612097
"32","GSM1256684","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.9890991349745,5.10711978630499,7.04810946063975
"33","GSM1256685","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.50631074919819,5.40757180746618,7.45694127833219
"34","GSM1256686","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.19475766498182,5.6456662954709,7.42021198022636
"35","GSM1256687","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.27735501167924,3.83300874234127,5.55518187701025
"36","GSM1256688","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.61451492498336,5.71502349227988,7.66476920863162
"37","GSM1256689","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.63033918443755,4.89222723446526,6.76128320945141
"38","GSM1256690","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.84579014127433,3.76589640140592,5.80584327134012
"39","GSM1256691","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.92486385563192,3.57223153519757,5.74854769541474
"40","GSM1256692","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.81723429888317,4.64711378470701,7.23217404179509
"41","GSM1256693","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.86811414450877,3.25245123870528,5.56028269160702
"42","GSM1256694","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.33032937911956,6.04219154485309,7.68626046198632
"43","GSM1256695","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.20621465788966,4.70001233187795,6.45311349488381
