"","Unnamed..0","tissue","endometriosis","severity","p225678_at","p225682_s_at","POLR3H"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.7026191594734,5.06423777791554,4.38342846869447
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.04654097042583,5.19121334301661,5.11887715672122
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.83735454665743,4.04963022283563,4.44349238474653
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.22425121832266,4.97246080470317,4.59835601151291
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.84538199054586,5.62885321719437,5.23711760387012
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.84880398751634,4.38262039411732,4.61571219081683
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.32460382498677,4.94638333775813,4.63549358137245
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.43367559758185,4.8694353726954,4.65155548513862
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.35282489787844,4.20639988714112,4.27961239250978
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.03338175934993,4.79370428741861,4.41354302338427
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.86580654640428,4.66604340007724,4.76592497324076
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.65908527339595,4.86738279344062,4.76323403341828
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.97417103741489,4.82349965751881,4.39883534746685
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.66630534569173,5.11338570653997,4.88984552611585
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.03489521530147,4.93457663837298,4.98473592683722
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.15215625630614,4.66231816267058,4.40723720948836
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.65682171663132,5.73037003233774,4.69359587448453
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.50791430987203,4.82341406287235,4.66566418637219
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.21088778506679,5.35004266979201,4.7804652274294
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.12476754709433,7.15485180057671,6.63980967383552
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.56210569124555,7.45369021558822,7.00789795341688
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.64063906537983,7.70888601204238,6.67476253871111
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.649521493923,6.70780970817289,5.67866560104795
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.89702089358373,7.83074240594428,7.36388164976401
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.45908454025448,7.65512963196753,7.057107086111
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.14902304803254,8.2740551683011,7.71153910816682
"27","GSM1256679","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.9961274013779,7.77087308559383,7.38350024348586
"28","GSM1256680","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.13984626356765,7.41942903807574,6.77963765082169
"29","GSM1256681","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.75524617488381,7.45528410384367,6.60526513936374
"30","GSM1256682","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.91922762567062,8.30605994197874,7.61264378382468
"31","GSM1256683","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.8110808303634,7.60430554487018,7.20769318761679
"32","GSM1256684","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.66300429281939,7.66084343946685,7.16192386614312
"33","GSM1256685","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.38000956919075,7.98684057546252,7.68342507232664
"34","GSM1256686","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.04289411023235,8.31851360520038,7.68070385771636
"35","GSM1256687","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.67149827966739,7.09130644729136,6.38140236347938
"36","GSM1256688","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.28793029042859,7.52061955683175,6.90427492363017
"37","GSM1256689","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.01437910880631,7.85704728242385,7.43571319561508
"38","GSM1256690","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.70033704936849,7.26685063791745,6.48359384364297
"39","GSM1256691","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.39218773246718,7.48811881403947,6.94015327325332
"40","GSM1256692","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.82819557917372,7.57076556107835,7.19948057012603
"41","GSM1256693","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.83766536164606,6.88517525488556,6.36142030826581
"42","GSM1256694","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.34584491313875,7.91020428032289,7.12802459673082
"43","GSM1256695","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.44198627195926,7.56586996175486,7.00392811685706
"44","GSM1256696","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.37740867785799,6.66768398197589,6.02254632991694
"45","GSM1256697","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.41355426398314,7.70709127184893,7.06032276791603
"46","GSM1256698","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.66408915044693,7.79170680323251,7.22789797683972
"47","GSM1256699","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.31878959755983,8.29905840094887,7.80892399925435
"48","GSM1256700","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.16107401412813,7.03538889087836,6.59823145250324
"49","GSM1256701","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.60103031398701,7.602208418544,7.10161936626551
"50","GSM1256702","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.83001480888011,8.16562134639968,7.4978180776399
"51","GSM1256703","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.81134521103956,7.59388549539821,7.20261535321889
"52","GSM1256704","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.3414147947461,7.513204832623,6.92730981368455
"53","GSM1256705","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.82168412334379,8.03939213579855,7.43053812957117
"54","GSM1256706","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.60041895753285,7.61561355074132,7.10801625413708
"55","GSM1256707","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.54715536783898,7.87267195368523,7.2099136607621
"56","GSM1256708","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.11964132149698,6.74934959671409,5.93449545910553
"57","GSM1256709","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.34359710647513,7.41400750085207,6.8788023036636
"58","GSM1256710","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.43488679582323,6.70780970817289,6.07134825199806
"59","GSM1256711","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.08023292192234,7.00143976100083,6.04083634146158
"60","GSM1256712","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.79591515790572,7.88177390390107,7.3388445309034
"61","GSM1256713","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.59171439077805,7.78605758286865,7.18888598682335
"62","GSM1256714","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.530221160327,7.40632463969894,6.46827290001297
"63","GSM1256715","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.42334850472707,7.01263509002634,6.2179917973767
"64","GSM1256716","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.04096192138432,6.62928375458418,5.83512283798425
"65","GSM1256717","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.74736785789201,6.70780970817289,5.72758878303245
"66","GSM1256718","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.55020372859626,7.38511160273553,6.96765766566589
"67","GSM1256719","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.64250793812091,7.79265785392246,7.21758289602169
"68","GSM1256720","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.57672519663501,6.51292634726221,5.54482577194861
"69","GSM1256721","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.65962181114818,6.47189451610905,5.56575816362862
"70","GSM1256722","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.74784323571593,6.63330097368019,5.69057210469806
"71","GSM1256723","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.49355856576516,5.95481357274363,5.2241860692544
"72","GSM1256724","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.67644082569214,6.40125480865038,5.53884781717126
"73","GSM1256725","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.14645017922477,6.46314197267881,5.30479607595179
"74","GSM1256726","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.90320512511265,6.95308066410209,5.42814289460737
"75","GSM1256727","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.75329800301106,6.78933905068943,5.77131852685025
"76","GSM1256728","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.58645579893628,6.39892169303969,5.49268874598799
"77","GSM1256729","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.23646012742042,6.8542070029136,6.04533356516701
"78","GSM1256730","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.95963613164411,6.80046154308472,5.88004883736441
"79","GSM1256731","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.4722774951696,6.76064797874095,6.11646273695527
"80","GSM1256732","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.57220412873999,6.77231832610764,6.17226122742382
"81","GSM1256733","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.8618632971228,6.9684721221211,5.91516770962195
"82","GSM1256734","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.75718406670877,6.87012887715975,5.81365647193426
"83","GSM1256735","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.75195480198892,7.20810201464283,6.48002840831588
"84","GSM1256736","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.53237201568287,6.70780970817289,6.12009086192788
"85","GSM1256737","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.28083027389625,7.24515221874301,6.26299124631963
"86","GSM1256738","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.50762152345049,7.57495274940295,7.04128713642672
"87","GSM1256739","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.03000863787993,7.38923782335745,7.20962323061869
"88","GSM1256740","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.33769429968568,7.35927408198754,6.84848419083661
"89","GSM1256741","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.79056286607606,7.20410365771509,6.49733326189557
"90","GSM1256742","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.6558722938171,8.08242139061833,7.36914684221771
"91","GSM1256743","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.2717943970565,7.62548624253638,6.94864031979644
"92","GSM1256744","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.46391834259587,7.38897411585352,6.92644622922469
"93","GSM1256745","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.28219638845792,7.33801691166187,6.8101066500599
"94","GSM1256746","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.65178143971512,6.56476072524634,6.10827108248073
"95","GSM1256747","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.99748986397563,6.88597224164581,6.44173105281072
"96","GSM1256748","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.49911848614295,7.23876866567037,6.36894357590666
"97","GSM1256749","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.83095735194642,7.49021863362747,6.66058799278695
"98","GSM1256750","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.02015043328081,6.88407510722326,6.45211277025203
"99","GSM1256751","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.18407903848026,7.56278349366534,6.8734312660728
"100","GSM1256752","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.21000685701348,7.8348442914473,7.52242557423039
"101","GSM1256753","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.25260546466775,7.4760990889683,6.86435227681802
"102","GSM1256754","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.12029703427764,7.91073894618339,7.01551799023052
"103","GSM1256755","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.95531484394458,7.27192087905879,6.61361786150169
"104","GSM1256756","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.24425244477425,8.16443486408648,7.70434365443037
"105","GSM1256757","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.26208905208995,7.15647592185202,6.70928248697098
"106","GSM1256758","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.10869051681387,6.70780970817289,5.90825011249338
"107","GSM1256759","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.04256189389536,7.27993094941294,6.66124642165415
"108","GSM1256760","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.63981043659389,7.25861647819261,6.44921345739325
"109","GSM1256761","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.01737276140985,7.14743138844507,6.58240207492746
"110","GSM1256762","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.13547914406741,7.62692289482082,6.88120101944411
"111","GSM1256763","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.43390939048965,7.51967039802252,6.97678989425609
"112","GSM1256764","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.76187692571934,6.77841249665116,6.27014471118525
"113","GSM1256765","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.41401838541165,7.34366684516826,6.87884261528995
"114","GSM1256766","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.3402846459761,4.24080779143568,3.79054621870589
"115","GSM1256767","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.7329071468586,4.95814208199696,4.34552461442778
"116","GSM1256768","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.22972341172736,4.38619808489671,4.30796074831204
"117","GSM1256769","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.83294615347604,5.70591918224505,5.26943266786054
"118","GSM1256770","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.81795057140129,5.15428112344962,4.98611584742545
"119","GSM1256771","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.47349790365843,5.76581344795024,5.61965567580434
"120","GSM1256772","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.45951155608269,5.76581344795024,5.61266250201647
"121","GSM1256773","Unknown","Endometriosis","Moderate/Severe",4.24877067793608,5.39492018381015,4.82184543087311
"122","GSM1256774","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.37746457536482,5.20814477708407,4.79280467622444
"123","GSM1256775","Unknown","Endometriosis","Minimal/Mild",3.89620721383711,6.49524529026501,5.19572625205106
"124","GSM1256776","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.0954304715171,6.55794456765633,5.82668751958671
"125","GSM1256777","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.29940062315925,5.67048521758649,4.98494292037287
"126","GSM1256778","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",3.27067148267134,5.76581344795024,4.51824246531079
"127","GSM1256779","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.77369758721315,5.68459261324929,4.72914510023122
"128","GSM1256780","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.01643121431018,5.87293357745983,4.94468239588501
"129","GSM1256781","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.90672991186733,6.54635493528314,5.22654242357523
"130","GSM1256782","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.107702235943,5.76581344795024,4.93675784194662
"131","GSM1256783","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.60257579193062,5.76581344795024,4.68419461994043
"132","GSM1256784","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.61774101622102,6.36717014522708,5.49245558072405
"133","GSM1256785","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.78993775519035,5.85470704109326,4.8223223981418
"134","GSM1256786","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.05990769743229,6.13797819378557,5.09894294560893
"135","GSM1256787","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.18942674532502,5.93232074070162,5.06087374301332
"136","GSM1256788","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.72986480772459,5.76581344795024,4.74783912783742
"137","GSM1256789","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.38746023459394,6.08032700090373,5.23389361774884
"138","GSM1256790","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.14161620458741,5.20941987490085,4.17551803974413
"139","GSM1256791","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.25689165260921,6.01600467489624,4.63644816375272
"140","GSM1256792","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.66140735649357,5.85374934455167,4.75757835052262
"141","GSM1256793","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.84340834459258,6.85621747884262,5.3498129117176
"142","GSM1256794","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.10377775190123,6.0481271699643,5.07595246093276
"143","GSM1256795","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.27067148267134,5.76581344795024,4.51824246531079
"144","GSM1256796","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.41642926026102,6.37136721981736,5.39389824003919
"145","GSM1256797","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.93245943190231,5.88550042523858,4.90897992857044
"146","GSM1256798","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.14278640345956,6.54054222568557,5.34166431457257
"147","GSM1256799","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.57638582023701,6.46354066264991,5.01996324144346
"148","GSM1256800","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.89044733828216,6.60549582260651,5.24797158044433
