"","Unnamed..0","tissue","endometriosis","severity","p217777_s_at","p222404_x_at","p234000_s_at","HACD3"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.0572678173196,11.3240501124814,11.5630359956764,10.3147846418258
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.40634128960635,11.2633983177984,11.1944210356828,10.2880535476959
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.31307767547023,11.1360482783052,11.3922210712328,9.94711567500274
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.27880545961265,9.52581076315792,9.95372325803304,8.58611316026787
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.0312154531635,11.0490188052294,11.7823073963724,10.6208472182551
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.67653017634694,9.83092328223584,10.2968787735228,8.93477741070186
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.04237637861495,9.63853267387511,10.0031252708851,8.56134477445839
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.16927734358551,10.8448619760009,11.1039733712598,9.37270423028207
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.36777285911021,11.4659606600253,11.6923744549982,10.5087026580446
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.27309493549337,9.97099961165778,10.1835676415293,9.14255406289348
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.64185895384732,10.8485141409912,11.0834266003166,10.1912665650517
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.17170036852649,10.8135169247384,11.1226791632623,10.0359654855091
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.2923345519563,8.70026271417118,9.17925491468254,7.72395072693667
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.52626437362427,11.6515544160224,12.0400458655279,10.7392882183915
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.26484327342424,11.7232050033119,12.1414320845945,10.7098267871102
