"","Unnamed..0","tissue","endometriosis","severity","p222505_at","p222506_at","p224410_s_at","p224036_s_at","LMBR1"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.16957046954368,4.73194862342568,7.45479954596332,8.21593291914761,6.64306288952007
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.51245924095675,3.7655524746316,8.22490154630559,6.4810515431222,6.24599120125403
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.29642759041179,3.30546860623655,5.04157619847296,5.68997715179942,4.83336238673018
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.54351609576938,3.32385103894933,6.09559743848802,6.14401188780148,5.27674411525205
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.05729670892697,3.78517873122295,8.1804168365234,6.66052079547996,6.17085326803832
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.56600694029796,3.30521688256451,6.10753998916411,5.83987890134498,5.20466067834289
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.20705358578635,2.5073222882205,4.9605138146624,4.65709279475833,4.3329956208569
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.905875480417,3.30546860623655,5.34355282777721,6.47518400865869,5.25752023077236
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.97488713075058,3.50731327310759,7.27068963228497,6.90903034959671,5.91548009643496
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.71268206657757,2.5073222882205,6.09193140586407,5.58326122623225,4.7237992467236
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.37828457388659,3.47170222382883,6.6575066622677,6.6882524438579,5.54893647596025
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.20705358578635,3.7080117339397,6.19815722147223,6.69662349506142,5.45246150906492
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.29244613110689,2.5073222882205,3.66903111730607,4.46375622217451,3.73313893970199
