"","Unnamed..0","tissue","endometriosis","severity","p243948_at","p213064_at","ZC3H14"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.09353453063625,9.71346602116098,6.40350027589861
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.4036914376604,9.17854431119525,6.29111787442783
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.09353453063625,9.58891822717083,6.34122637890354
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.09353453063625,8.55855677839663,5.82604565451644
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.45811550264258,9.64342238566566,6.55076894415412
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",2.92721529397233,9.00141430427985,5.96431479912609
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.25197365039613,8.43361394802241,5.84279379920927
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.10983330956317,9.22946616537907,6.16964973747112
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.42271897430294,9.41226551935069,6.41749224682682
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.15435694176315,8.9555735605507,6.55496525115693
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.11268076373992,9.38787477923076,6.75027777148534
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.34141449301116,9.17136057988021,6.25638753644568
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.09353453063625,8.58845934391335,5.8409969372748
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.05994730611818,10.0553074290967,7.05762736760744
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.05994730611818,9.76997913523032,6.91496322067425
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.68095583554583,9.2383827867138,6.45966931112982
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.47421100268789,9.01675307646567,6.74548203957678
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.10772187769103,9.2184347269044,6.66307830229771
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.01272040489637,8.86119525865358,6.43695783177498
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",3.34420333514509,7.46135474765729,5.40277904140119
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.22539225651152,7.50539936682227,5.36539581166689
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",2.79917179159734,6.98641420958543,4.89279300059138
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.81264165745051,7.42697864622199,5.61981015183625
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",2.90647769816458,5.97349127892256,4.43998448854357
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",3.09353453063625,6.37717679574893,4.73535566319259
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.09353453063625,6.89864858452316,4.9960915575797
"27","GSM1256679","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",2.23602791534862,6.47022082099129,4.35312436816996
"28","GSM1256680","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.34747680511462,8.13481120791982,5.74114400651722
"29","GSM1256681","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.46655664969389,6.37534001422906,4.92094833196148
"30","GSM1256682","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",3.09353453063625,6.60121166574877,4.84737309819251
"31","GSM1256683","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",3.1175616049243,5.97349127892256,4.54552644192343
"32","GSM1256684","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",3.83946127364278,8.04058735938641,5.9400243165146
"33","GSM1256685","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",3.09353453063625,5.79724222436077,4.44538837749851
"34","GSM1256686","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",3.09353453063625,5.16487347921298,4.12920400492462
"35","GSM1256687","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.35355664582966,9.34482023626368,7.84918844104667
"36","GSM1256688","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",3.66906060763664,7.35889670707386,5.51397865735525
"37","GSM1256689","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",3.98842469942606,7.68401968241838,5.83622219092222
"38","GSM1256690","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.62061450389079,7.74446252145033,6.18253851267056
"39","GSM1256691","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",3.09300993893784,7.34288256597203,5.21794625245493
"40","GSM1256692","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",3.09353453063625,5.97349127892256,4.53351290477941
"41","GSM1256693","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.05994730611818,8.1701352175176,6.11504126181789
"42","GSM1256694","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",2.29390297361438,5.88010735752042,4.0870051655674
"43","GSM1256695","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.09353453063625,6.9039389681699,4.99873674940307
"44","GSM1256696","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.2577593092303,7.96181656784487,6.10978793853758
"45","GSM1256697","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",2.9809616706068,6.67474944086429,4.82785555573555
"46","GSM1256698","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.40666131991166,8.17781926927547,6.29224029459357
"47","GSM1256699","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.09353453063625,6.25763863654718,4.67558658359172
"48","GSM1256700","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",3.09353453063625,6.89121793312973,4.99237623188299
"49","GSM1256701","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",2.81355445814813,7.42732279497131,5.12043862655972
"50","GSM1256702","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",3.09353453063625,6.04717327537699,4.57035390300662
"51","GSM1256703","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.33747608950353,5.97349127892256,4.65548368421304
"52","GSM1256704","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.09353453063625,6.0978933249226,4.59571392777942
"53","GSM1256705","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",3.75572341698959,6.42493184362332,5.09032763030645
"54","GSM1256706","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",3.34141449301116,7.94421732761931,5.64281591031524
"55","GSM1256707","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.05994730611818,7.80809327220157,5.93402028915988
"56","GSM1256708","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.10583547282403,8.6132503784407,7.35954292563236
"57","GSM1256709","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.70133733516868,7.95082483248972,5.8260810838292
"58","GSM1256710","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.01932776809229,8.01430318021303,6.51681547415266
"59","GSM1256711","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.66952002814962,8.48226287608068,7.07589145211515
