"","Unnamed..0","tissue","endometriosis","severity","p211535_s_at","p207822_at","p210973_s_at","FGFR1"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.43802190537057,4.58593360534994,4.14885267864486,5.39093606312179
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.24558656349859,5.20168657499389,6.21111242265303,6.5527951870485
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.31509925417493,5.27256165811301,6.48976201673428,7.02580764300741
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.22115290152203,4.54507688260606,5.57047192290422,6.44556723567744
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.14871571232525,5.32178059101142,7.58524708333272,7.35191446222313
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.00538600478505,5.22084049863163,6.42464100276158,6.88362250205942
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.0670519238785,6.07750020349641,5.62026325942212,6.58827179559901
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",10.2379141885728,6.29926977813762,6.55320892298763,7.69679762989935
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.56443543126105,5.77745075686246,6.26472194803627,7.20220271205326
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.80216632555588,5.20168657499389,5.57510055811366,6.52631781955448
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",10.6580754140312,6.29926977813762,7.53892823539306,8.16542447585396
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",10.5030278636537,6.07750020349641,7.68547818266785,8.08866874993932
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.09471309812464,4.05471631878,4.80209817278757,5.9838425298974
