"","Unnamed..0","tissue","endometriosis","severity","p224435_at","p228155_at","p232662_x_at","PRXL2A"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",13.4815962005804,13.9105471071912,9.79807049473579,12.3967379341691
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",13.1487084127341,13.0669039244156,9.6554395710095,11.9570173027197
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",11.2115150152716,10.7287447068666,8.35396790873238,10.0980758769569
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",12.7960019732588,12.3696726035401,9.46764496024225,11.5444398456804
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",12.0718464801834,12.8804520466961,9.10560399649072,11.3526341744567
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",12.5334222908927,12.0697569942085,8.98275050485344,11.1953099299849
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",12.3991151103876,11.4438339507149,8.65973633623654,10.8342284657797
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",12.0959726996564,12.6814080861122,8.24198250271238,11.0064544294937
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",12.977907491557,13.2147387962461,9.66025354426872,11.9509666106906
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",11.6246147031068,12.1983689509266,8.44439823433024,10.7557939627879
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",12.0219183299717,12.2664625211164,8.16456165542985,10.8176475021726
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",11.861589022903,12.1084487827664,8.60778674801844,10.8592748512293
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",12.0051893899003,12.8519142569667,8.95670511903787,11.271269588635
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",11.1992175885128,11.919001925856,8.26733733532773,10.4618522832322
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",12.8282057532255,13.512667549918,9.65011679092057,11.9969966980214
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",12.9315568954552,13.3216898073324,9.75183153730302,12.0016927466969
