"","Unnamed..0","tissue","endometriosis","severity","p204387_x_at","p204386_s_at","p221995_s_at","p224535_s_at","MRPL57"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.4829885944061,10.7005514985217,5.27092729023318,6.95596480338671,8.10260804663692
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.10132165222769,10.8705984162309,6.62285995095558,7.72757117564405,8.58058779876455
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.95536000269153,10.1889404865671,5.6064536650556,5.98342093688465,7.93354377279972
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.24231405129188,10.0576604571609,5.59375571466579,6.2822515481906,7.79399544282729
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.16551717346836,10.868477089965,5.59375571466579,5.81604681395797,7.86094919801428
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.36911199273276,10.2649789606559,4.90603464676961,7.17448049604916,7.92865152405186
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.44632521233635,9.86080231831849,5.59375571466579,5.23850916491841,7.53484810255976
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.30915230931477,10.4161968052794,6.64767529205307,7.06116267252557,8.3585467697932
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.76709758265405,10.6033270684195,5.83550722815585,8.07849114887669,8.57110575702652
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.90122138799044,10.6281163892855,5.59375571466579,6.6869416085826,7.95250877513108
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.87869052199691,10.4883561728502,5.11725113676235,6.56593161056842,8.01255736054447
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.8032734396956,10.5812839576435,5.86351632214218,6.10293948832437,8.08775330195141
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.67729825695228,10.4607269715137,5.2703317185263,5.81604681395797,7.80610094023756
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.50236147200576,10.711697238065,4.9816345762364,6.84245076665352,8.00953601324017
