"","Unnamed..0","tissue","endometriosis","severity","p210191_s_at","p215285_s_at","PHTF1"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.94122793656541,3.2089464987086,4.07508721763701
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.8945825168947,3.1416361852347,4.5181093510647
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.67646186160009,2.95937433964223,4.31791810062116
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.94099488789107,2.60020277362815,3.77059883075961
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.20242276532285,4.66454185134294,5.93348230833289
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.84460230828665,2.71315784871518,3.77888007850092
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",2.69055979129627,2.65959737059578,2.67507858094603
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.99596158384757,3.30307051097215,4.64951604740986
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.48672647711584,4.00962786598683,4.74817717155134
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.90497065398246,4.0737722415381,4.98937144776028
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.74752671050512,4.47959179546908,5.6135592529871
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.35135823944922,3.84626068178818,4.5988094606187
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.13714760358452,3.00257161512062,3.56985960935257
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.44738117860406,5.10293854086723,5.77515985973564
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.98842654929491,2.94440043826031,4.46641349377761
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.01031933243182,3.16048543762086,4.58540238502634
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.70869089660456,2.94440043826031,4.32654566743243
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.42550449689689,2.94440043826031,3.6849524675786
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.91786879136545,2.8178664974706,3.86786764441803
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.33492231924444,2.69556702378685,3.51524467151564
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.80958428646408,2.51628295535944,3.16293362091176
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",3.5371905511489,2.68059850432151,3.10889452773521
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.79938008085211,2.23602791534862,3.01770399810037
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.13714760358452,2.65959737059578,3.39837248709015
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",2.54772661447992,2.59706244078927,2.5723945276346
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",2.54772661447992,2.23602791534862,2.39187726491427
"27","GSM1256679","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",2.79210581120352,2.74759193698039,2.76984887409195
"28","GSM1256680","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.6785252683691,3.87626062413241,4.77739294625075
"29","GSM1256681","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",2.69461895217698,2.32539334115168,2.51000614666433
"30","GSM1256682","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.10791011492582,2.65959737059578,3.3837537427608
"31","GSM1256683","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",2.54772661447992,2.68059850432151,2.61416255940072
"32","GSM1256684","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.52308146491083,3.25946099623528,3.89127123057306
"33","GSM1256685","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.13714760358452,2.65959737059578,3.39837248709015
"34","GSM1256686","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",3.27064019214775,2.71315784871518,2.99189902043147
"35","GSM1256687","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.21207284156609,3.2967068928403,4.25438986720319
"36","GSM1256688","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.13714760358452,2.6532373860008,3.39519249479266
"37","GSM1256689","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",3.14240170150888,2.7307276537369,2.93656467762289
"38","GSM1256690","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.22646247410129,3.38049911583802,3.80348079496965
"39","GSM1256691","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",2.51330307809703,2.9419588096949,2.72763094389596
"40","GSM1256692","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",2.54772661447992,2.59706244078927,2.5723945276346
"41","GSM1256693","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.13714760358452,2.71315784871518,3.42515272614985
"42","GSM1256694","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",2.56330020613392,2.90813879895547,2.7357195025447
"43","GSM1256695","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",2.54772661447992,2.59706244078927,2.5723945276346
"44","GSM1256696","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",2.54772661447992,2.63327248462809,2.59049954955401
"45","GSM1256697","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",2.54772661447992,2.81674277095865,2.68223469271928
"46","GSM1256698","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",2.98959759865337,2.71315784871518,2.85137772368428
"47","GSM1256699","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",2.84168949301537,2.71315784871518,2.77742367086528
"48","GSM1256700","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",3.66667961926328,2.65959737059578,3.16313849492953
"49","GSM1256701","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.48098190458028,2.59706244078927,3.03902217268478
"50","GSM1256702","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",2.61840738062539,2.65959737059578,2.63900237561058
"51","GSM1256703","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.8616786948889,2.71315784871518,3.28741827180204
"52","GSM1256704","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.13957839359782,2.24969930750816,2.69463885055299
"53","GSM1256705","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",2.51330307809703,2.59706244078927,2.55518275944315
"54","GSM1256706","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.9085202467262,2.77457053243662,3.84154538958141
"55","GSM1256707","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.42924618648298,2.88390095466166,3.65657357057232
"56","GSM1256708","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.43775547654249,3.1372596059657,3.7875075412541
"57","GSM1256709","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.91270709666697,2.68481337651144,3.2987602365892
"58","GSM1256710","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.74986719209528,2.87013846738378,3.81000282973953
"59","GSM1256711","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.7725919881789,4.69384934530476,5.23322066674183
"60","GSM1256712","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.43125084892829,2.41790772730689,2.92457928811759
"61","GSM1256713","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.13714760358452,3.94544902109765,4.04129831234108
"62","GSM1256714","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.81339999931761,4.70622599035006,5.25981299483384
"63","GSM1256715","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.27062469618888,3.25229073688024,4.26145771653456
"64","GSM1256716","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.09944228136183,4.2144686723818,4.65695547687181
"65","GSM1256717","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.31052943658607,4.30983143921993,5.310180437903
"66","GSM1256718","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.21758759916875,2.94440043826031,3.58099401871453
"67","GSM1256719","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.67376318386877,3.4940810910424,4.08392213745558
"68","GSM1256720","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.47449722604887,6.36913021339653,6.9218137197227
"69","GSM1256721","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.33003705490247,5.90146126414496,6.61574915952372
"70","GSM1256722","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.20255559371425,5.82082875007117,6.51169217189271
"71","GSM1256723","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.21788813491525,6.46570523260265,6.84179668375895
"72","GSM1256724","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.161832429312,4.43411834974551,5.29797538952876
"73","GSM1256725","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.09580182717826,5.83814793458,6.46697488087913
"74","GSM1256726","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.77579010299499,6.49576509993978,7.13577760146739
"75","GSM1256727","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.64763952692236,6.56634908899101,7.10699430795668
"76","GSM1256728","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.36327421533993,5.11886529322395,5.74106975428194
"77","GSM1256729","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.62330017639993,5.93856602965139,6.78093310302566
"78","GSM1256730","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.11840893812407,5.22408369461246,6.17124631636826
"79","GSM1256731","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.90073101413045,5.84957404839396,6.3751525312622
"80","GSM1256732","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.37250300544562,4.19978846806388,4.28614573675475
"81","GSM1256733","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.28014967973241,5.36241264790041,5.82128116381641
"82","GSM1256734","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.37009421292134,6.1503025530627,6.76019838299202
"83","GSM1256735","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.28496750030938,2.68160843647329,3.98328796839133
"84","GSM1256736","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.07352794618762,3.62636310497389,4.34994552558075
"85","GSM1256737","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.28751402700439,4.55902635066105,4.92327018883272
"86","GSM1256738","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.78415706577286,2.9563293813736,3.37024322357323
"87","GSM1256739","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.60725173297473,2.59706244078927,2.602157086882
"88","GSM1256740","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.5521467597841,2.70082864643749,3.6264877031108
"89","GSM1256741","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.01800991158514,5.0022255033717,5.51011770747842
"90","GSM1256742","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.14476888844377,3.13593096494542,4.1403499266946
"91","GSM1256743","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.12005509154694,2.69122568892384,3.90564039023539
"92","GSM1256744","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.7318705500535,2.68059850432151,2.70623452718751
"93","GSM1256745","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.76669968594548,2.64432817717261,3.20551393155904
"94","GSM1256746","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.17196949886633,2.75683570251208,3.46440260068921
"95","GSM1256747","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.15945776887349,2.31191730468724,2.73568753678037
"96","GSM1256748","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.01675561457493,3.74225744208402,4.37950652832948
"97","GSM1256749","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.22646247410129,2.64623620123374,3.43634933766752
"98","GSM1256750","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.50888274469421,2.59706244078927,3.05297259274174
"99","GSM1256751","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.80606724264697,2.59706244078927,2.70156484171812
"100","GSM1256752","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.51330307809703,2.66155759600706,2.58743033705204
"101","GSM1256753","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.32259593346012,3.94913198076864,4.63586395711438
"102","GSM1256754","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.50789401390574,4.48215826960816,4.99502614175695
"103","GSM1256755","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.13714760358452,2.75423729889717,3.44569245124084
"104","GSM1256756","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.54772661447992,2.59706244078927,2.5723945276346
"105","GSM1256757","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.2875343969673,2.24465603561333,3.26609521629031
"106","GSM1256758","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.38056537188294,2.94440043826031,3.66248290507163
"107","GSM1256759","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.23791446508493,3.94710524759098,4.09250985633795
