"","Unnamed..0","tissue","endometriosis","severity","p224853_at","p224854_s_at","p224843_at","p233874_at","SLAIN2"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.33243113543772,4.23087231498265,4.14858339808036,4.93534791640559,4.41180869122658
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.43390356779292,3.97527209274129,2.91879942234964,4.21969864372,3.88691843165096
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.96373007643337,5.5440668086527,2.45607591067897,4.66539541463385,4.40731705259972
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.68676050497103,4.4609575460987,3.1162184219679,4.79507420133277,4.0147526685926
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.54074091014216,5.80885050526897,2.9797408749586,4.79511085541002,4.78111078644494
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.19183171592323,4.70920185580989,2.56690608487999,4.34551085767639,3.95336262857237
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",2.7104974594674,4.37293713916172,2.6051645795801,4.14696970173309,3.45889221998558
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.32475256095597,3.73656455143856,2.77122570129682,4.14000927656521,3.49313802256414
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.59744715621515,4.50205179555515,3.52919100155276,4.80109971827434,4.10744741789935
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.64419791384426,3.97527209274129,2.50790280900864,4.47412358032538,3.90037409897989
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.09566154558516,4.54112029064197,2.72838022274598,4.14696970173309,4.12803294017655
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.78172408450502,3.97527209274129,2.88165802474975,4.17505073960064,3.95342623539918
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.88618123077404,3.97527209274129,3.52319772260079,4.14696970173309,3.8829051869623
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.34727794903896,4.04141042232314,2.98878996344913,4.79511085541002,4.04314729755531
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.17463082665599,4.09820312481675,3.52919100155276,4.79511085541002,3.89928395210888
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.43638021511327,4.5649595826422,3.52919100155276,4.14696970173309,4.16937512526033
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",2.7104974594674,3.73656455143856,3.71208521091883,4.79511085541002,3.7385645193087
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.30903058904996,4.75662085499351,3.52319772260079,4.79505633214053,4.5959763746962
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.25514766087277,5.3634076272111,3.52319772260079,4.79505633214053,4.4842023357063
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",2.58696951662707,3.65907329710952,3.45096153908301,5.6285571271534,3.83139036999325
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",2.23602791534862,3.73656455143856,3.48968824523056,4.54008037366834,3.50059027142152
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",2.56501606744106,3.77944485270804,3.32103504004638,4.81867545023871,3.62104285260855
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",2.31831713232458,3.65907329710952,3.52505014516614,4.057320365769,3.38994023509231
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",2.58696951662707,3.73656455143856,3.21900691490641,4.79505633214053,3.58439932877814
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",2.58696951662707,3.73656455143856,3.40071543821666,5.40614051246687,3.78259750468729
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",2.58696951662707,3.73656455143856,3.79025399253858,5.8994106323371,4.00329967323533
"27","GSM1256679","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",2.7104974594674,3.73656455143856,2.91219680861498,4.62038994130389,3.49491219020621
"28","GSM1256680","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",2.55139765003256,3.73828595965585,3.44706147201394,5.07590692566238,3.70316300184118
"29","GSM1256681","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",2.55139765003256,3.61571208557013,4.49620098810824,5.85977960136457,4.13077258126888
"30","GSM1256682","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",2.58696951662707,3.65907329710952,3.32556693884933,5.59039079913692,3.79050013793071
"31","GSM1256683","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",2.55139765003256,3.65907329710952,3.44706147201394,4.79505633214053,3.61314718782414
"32","GSM1256684","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",2.55139765003256,3.61571208557013,3.52919100155276,5.7088768733057,3.85129440261529
"33","GSM1256685","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",2.58696951662707,4.26817109612324,2.4336501772935,4.14696970173309,3.35894012294423
"34","GSM1256686","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",2.58696951662707,3.65907329710952,2.4336501772935,4.14696970173309,3.20666567319079
"35","GSM1256687","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.96824205927719,6.53207173884211,4.4978115690667,5.60208298189792,5.65005208727098
