"","Unnamed..0","tissue","endometriosis","severity","p211528_x_at","p211529_x_at","HLA-G"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",12.2708119113911,12.0594510262165,12.1651314688038
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",12.0345243462398,11.7007213562541,11.8676228512469
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",13.0370674887933,13.0149172508027,13.025992369798
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",12.9334629515424,12.9049069844195,12.919184967981
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",12.872521442762,12.8260092564827,12.8492653496223
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",13.1693710461484,13.1508630856825,13.1601170659155
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",13.3056750256837,13.1840024652301,13.2448387454569
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",12.5322220895072,12.5229559986673,12.5275890440873
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",12.0191857775427,11.8019821833773,11.91058398046
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",13.450548261243,13.0892399776977,13.2698941194704
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",12.4674214845566,12.3055377346965,12.3864796096265
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",13.4287877704788,12.7361017293178,13.0824447498983
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",11.8112903822239,11.3586514019938,11.5849708921088
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",12.4293618929059,12.2034680780474,12.3164149854767
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",12.2553546329804,12.2439070102464,12.2496308216134
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",12.6982083492447,12.6937081771511,12.6959582631979
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",12.5322220895072,12.4476554225199,12.4899387560136
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",13.2477480675574,12.9487245604605,13.098236314009
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",12.8036520094514,12.1812894637348,12.4924707365931
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",13.1370808852953,13.1101596839783,13.1236202846368
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",12.2097492090073,12.0724322474968,12.1410907282521
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",13.1826392167716,13.2483870193705,13.215513118071
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",13.2392806640341,13.2779514846481,13.2586160743411
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",13.0410248799958,13.1826426175634,13.1118337487796
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",13.3968314012457,13.7579574910763,13.577394446161
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",12.5322220895072,12.5340900811909,12.5331560853491
"27","GSM1256679","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",12.3575736024188,12.1827117635935,12.2701426830061
"28","GSM1256680","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",13.0932201547604,13.1670469165992,13.1301335356798
"29","GSM1256681","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",12.7191072603224,12.7555204628172,12.7373138615698
"30","GSM1256682","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",12.4880403553352,12.5095242665848,12.49878231096
"31","GSM1256683","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",12.5414931239217,12.9283008619546,12.7348969929382
"32","GSM1256684","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",12.9849296931388,13.2855745933701,13.1352521432545
"33","GSM1256685","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",13.0379661709149,13.126158784143,13.082062477529
"34","GSM1256686","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",13.1639359261297,13.4561377793884,13.310036852759
"35","GSM1256687","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",11.3919655031342,11.4070805642077,11.3995230336709
"36","GSM1256688","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",13.7811839921437,13.6806381595411,13.7309110758424
"37","GSM1256689","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",12.717448121397,12.6908735419451,12.7041608316711
"38","GSM1256690","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",12.1475520389596,12.2181012067411,12.1828266228503
"39","GSM1256691","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",12.7171069292174,12.9470717806315,12.8320893549244
"40","GSM1256692","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",13.0477034123992,13.1866266159581,13.1171650141786
"41","GSM1256693","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",11.7985164438802,11.6827467368642,11.7406315903722
"42","GSM1256694","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",13.4857247179448,13.2317305866628,13.3587276523038
"43","GSM1256695","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",11.8413041268953,11.8206572978026,11.8309807123489
"44","GSM1256696","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",12.8562522481582,12.9349010222135,12.8955766351859
"45","GSM1256697","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",13.1942554014365,13.4006478553901,13.2974516284133
"46","GSM1256698","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",12.4045280019851,12.5229559986673,12.4637420003262
"47","GSM1256699","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",12.721063905949,12.7856548773459,12.7533593916475
"48","GSM1256700","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",13.1938529087487,13.2186512463299,13.2062520775393
"49","GSM1256701","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",12.8929508927935,12.8528825467516,12.8729167197726
"50","GSM1256702","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",11.8628789650295,11.8879147324358,11.8753968487326
"51","GSM1256703","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",12.6567754207032,12.8652169509182,12.7609961858107
"52","GSM1256704","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",13.3765153344811,13.5766683477704,13.4765918411257
"53","GSM1256705","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",12.9243924191709,13.2628498936714,13.0936211564212
"54","GSM1256706","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",12.7309249700597,12.7743833342766,12.7526541521681
"55","GSM1256707","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",12.5817512914256,12.9982153898429,12.7899833406343
"56","GSM1256708","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",11.4525667359642,11.9187067535356,11.6856367447499
"57","GSM1256709","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",12.4742392528773,12.5229559986673,12.4985976257723
"58","GSM1256710","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",12.7106690483469,12.920649664162,12.8156593562545
"59","GSM1256711","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",12.8589721301845,12.9388234271554,12.8988977786699
"60","GSM1256712","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",12.0262782038988,11.9866570416712,12.006467622785
"61","GSM1256713","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",12.5943173556283,12.6616286907568,12.6279730231925
"62","GSM1256714","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",13.1370108137646,13.2877081173373,13.2123594655509
"63","GSM1256715","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",12.1822741350975,12.1635836883759,12.1729289117367
"64","GSM1256716","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",12.6106350702095,12.5229559986673,12.5667955344384
"65","GSM1256717","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",11.3216751314763,11.4552876906273,11.3884814110518
"66","GSM1256718","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",13.0555751261574,13.2367924622821,13.1461837942198
"67","GSM1256719","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",12.5633662415604,12.9238404270469,12.7436033343036
"68","GSM1256720","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.65359616139,11.6305607883239,11.6420784748569
"69","GSM1256721","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",12.5322220895072,12.5229559986673,12.5275890440873
"70","GSM1256722","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.8125141897668,11.8881640086625,11.8503390992147
"71","GSM1256723","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",12.6989445265884,12.7147501458085,12.7068473361985
"72","GSM1256724","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.9917916909281,12.1944071143973,12.0930994026627
"73","GSM1256725","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",12.2111487926071,12.1920534074317,12.2016011000194
"74","GSM1256726","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",12.1138217869336,11.9853984081432,12.0496100975384
"75","GSM1256727","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.8134657420837,11.6460669121956,11.7297663271397
"76","GSM1256728","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",12.2949414268059,12.2804201951127,12.2876808109593
"77","GSM1256729","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",12.5322220895072,12.6785199689345,12.6053710292209
"78","GSM1256730","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",12.5322220895072,12.5229559986673,12.5275890440873
"79","GSM1256731","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",12.6887802325254,12.7068083812649,12.6977943068951
"80","GSM1256732","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.2280384873437,11.3470414015435,11.2875399444436
"81","GSM1256733","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.8624938812083,11.8307582597751,11.8466260704917
"82","GSM1256734","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.9278789880039,12.0104168918311,11.9691479399175
"83","GSM1256735","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.7708990001274,12.9021379257314,12.8365184629294
"84","GSM1256736","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.0135657903212,11.9600213897891,11.9867935900552
"85","GSM1256737","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.3961194680543,12.5229559986673,12.4595377333608
"86","GSM1256738","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",13.3110312948033,13.3297703442489,13.3204008195261
"87","GSM1256739","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.699642819174,12.8311149068192,12.7653788629966
"88","GSM1256740","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",13.3688603509237,13.4168234795527,13.3928419152382
"89","GSM1256741","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.8811670292164,12.9682503295241,12.9247086793702
"90","GSM1256742","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.8490955088026,12.9838882182178,12.9164918635102
"91","GSM1256743","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.4244073239126,12.4253784522504,12.4248928880815
"92","GSM1256744","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.6933896854002,12.8359604025439,12.7646750439721
"93","GSM1256745","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.6637744167126,12.8607976300931,12.7622860234029
"94","GSM1256746","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.7365978676941,11.919976524497,11.8282871960956
"95","GSM1256747","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.5440979036875,12.5535290605654,12.5488134821265
"96","GSM1256748","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.5037672504605,12.6883138497874,12.596040550124
"97","GSM1256749","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",13.0493908903625,13.2104397213884,13.1299153058754
"98","GSM1256750","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.9299204365175,13.0187179663073,12.9743192014124
"99","GSM1256751","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.2665618325871,12.310066958751,12.2883143956691
"100","GSM1256752","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.6795177191323,10.7189525617491,10.6992351404407
"101","GSM1256753","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.386163931687,12.5043424894338,12.4452532105604
"102","GSM1256754","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.545543482092,12.5229559986673,12.5342497403797
"103","GSM1256755","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.6441305381788,12.8410464920592,12.742588515119
"104","GSM1256756","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.6137515743807,13.0177196310912,12.815735602736
"105","GSM1256757","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.2153703062556,12.3483714833341,12.2818708947948
"106","GSM1256758","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.7467348202085,13.0294796893089,12.8881072547587
"107","GSM1256759","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.5322220895072,12.5740038582985,12.5531129739029
"108","GSM1256760","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.9904654484462,13.0817069222713,13.0360861853587
"109","GSM1256761","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.4412808273911,12.5363877307497,12.4888342790704
"110","GSM1256762","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.6087211148502,12.9330534279859,12.7708872714181
"111","GSM1256763","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.9504421807467,12.8113123271635,12.8808772539551
"112","GSM1256764","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.8520879434049,11.857359936253,11.854723939829
"113","GSM1256765","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.3629813131143,11.5981601038468,11.4805707084805
"114","GSM1256766","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",13.1623456556918,13.0610990203335,13.1117223380127
"115","GSM1256767","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",12.6913750437843,12.4476352946409,12.5695051692126
"116","GSM1256768","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",12.9929013201109,12.5229559986673,12.7579286593891
