"","Unnamed..0","tissue","endometriosis","severity","p211009_s_at","p238007_at","p236231_at","ZNF271P"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.72505584950842,3.20317382810376,2.5816865079153,4.16997206184249
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.39319423780075,3.1143609745923,2.5816865079153,4.02974724010278
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.78502269847863,3.36391702056035,2.53084802279558,4.22659591394485
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.18744291047756,3.9715993931877,2.5816865079153,4.58024293719352
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.64609724395355,3.62010984821298,2.58811730309655,4.61810813175436
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.14451012896109,3.90592927470458,2.58811730309655,4.54618556892074
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.11157298288529,3.31380284115047,2.5816865079153,4.00235411065035
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.58789599483112,3.2992673456135,2.5816865079153,4.15628328278664
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.20114631680498,2.7270584667441,2.5816865079153,4.16996376382146
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.49422648166514,3.63062849135354,2.84840302266401,4.65775266522756
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.30594816341075,4.14549488156817,3.79165184742791,5.08103163080228
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.04174381978917,3.72464727193649,2.99496928686658,4.58712012619741
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.66263357052524,3.36391702056035,2.58811730309655,4.53822263139405
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.2472629584701,5.44677993356627,3.25315688132807,5.64906659112148
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.25216510821821,3.99106270522437,2.94432576572366,5.06251785972208
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.91023019149267,4.03518113092326,3.56850315231768,5.1713048249112
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.30612598409838,3.73412914402658,2.9671848659362,5.00247999802039
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.40688728154584,4.31263926589821,2.58811730309655,4.76921461684687
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.55002571930181,3.68643331434978,3.94817232005115,5.06154378456758
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.16350966710426,2.52184072287115,2.54755645488161,3.74430228161901
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.68064129111348,2.7058719589788,2.5816865079153,3.98939991933586
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.47043024384411,2.8097572892664,2.58811730309655,3.95610161206902
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.42339658563528,3.66832052895097,2.58811730309655,3.8932781392276
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.43806817859802,2.33521198471617,2.5816865079153,3.11832222374316
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.43163837771814,2.27425342298592,2.5816865079153,3.09585943620645
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.14157153101029,2.46831623625542,2.5816865079153,3.063858091727
"27","GSM1256679","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.90941826544002,2.59495341494966,2.5816865079153,3.36201939610166
"28","GSM1256680","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.29295606382591,2.84999825936196,2.58811730309655,4.24369054209481
"29","GSM1256681","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.65869008048421,2.7058719589788,2.58811730309655,3.31755978085319
"30","GSM1256682","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.20888056598361,2.26367713724762,2.53084802279558,3.33446857534227
"31","GSM1256683","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.43806817859802,2.99614332327836,2.58811730309655,3.34077626832431
"32","GSM1256684","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.85474939329877,2.77439413245928,2.5816865079153,3.73694334455778
"33","GSM1256685","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",3.50441027262768,2.62245277686785,2.53084802279558,2.8859036907637
"34","GSM1256686","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.43806817859802,2.6824282215714,2.53084802279558,3.217114807655
"35","GSM1256687","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.05282453838703,3.36391702056035,2.62033787162474,4.34569314352404
"36","GSM1256688","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.26260393340044,2.7270584667441,2.53754497213957,3.5090691240947
"37","GSM1256689","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.5502735958721,3.17358029096336,2.58811730309655,3.77065706331067
"38","GSM1256690","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.523162737539,2.9419938577445,2.5816865079153,4.34894770106627
"39","GSM1256691","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.56169167143061,3.51277194636971,2.23602791534862,3.77016384438298
"40","GSM1256692","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.54404594281767,3.36391702056035,2.5816865079153,3.49654982376444
"41","GSM1256693","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.72513774913959,3.13909237639581,2.5816865079153,4.1486388778169
"42","GSM1256694","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.75653437267011,2.32010764552106,2.57639009274685,3.21767737031267
"43","GSM1256695","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.43806817859802,2.65580288314772,2.58811730309655,3.22732945494743
