"","Unnamed..0","tissue","endometriosis","severity","p203231_s_at","p203232_s_at","ATXN1"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.75868849980218,11.6135150784021,10.1861017891021
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.14824074119586,11.4585897431128,10.3034152421543
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.59032764434226,11.1827172476555,10.3865224459989
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.43009299298395,10.5509541369116,8.99052356494778
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.77026850553946,11.6742235884804,10.7222460470099
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.11895481911737,10.5650845449499,9.34201968203363
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.56560996992493,9.51115482240577,8.53838239616535
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.11234088528558,11.6324575917703,10.3723992385279
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.96814873304567,11.2350891106853,10.6016189218655
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.12059612569282,10.4085078972382,8.76455201146551
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.24443852268733,11.1631789139339,9.70380871831061
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.30755912587795,11.2844910615541,10.296025093716
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.46476859888617,10.0669375073828,8.76585305313449
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.34777050211124,10.9025613227292,10.1251659124202
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.3679599942579,11.9228758029895,11.1454178986237
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.63034695954164,10.7503049307699,10.1903259451558
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.71862163801184,10.8475255586295,9.78307359832067
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.76906046917973,10.7095351159494,9.73929779256456
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.34799271150486,10.1678178781068,9.25790529480583
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.03242973181348,9.3055201875602,8.16897495968684
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.52615022767447,10.2251261771488,7.37563820241163
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.39739602449095,9.34056466614867,6.86898034531981
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.84139084642868,9.38469691544283,8.11304388093576
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.54154990341136,9.7899277427166,8.16573882306398
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",3.23603994661435,8.56325668243704,5.89964831452569
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.09161999526288,9.22168695614646,8.15665347570467
"27","GSM1256679","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.93986302981214,8.81834141541397,6.87910222261305
"28","GSM1256680","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.42024506714417,9.70093661617187,7.06059084165802
"29","GSM1256681","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.84846314531747,10.3290437639624,8.08875345463994
"30","GSM1256682","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",3.30239699913951,9.14541494087049,6.223905970005
"31","GSM1256683","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",3.06611376020926,8.74498282611304,5.90554829316115
"32","GSM1256684","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.87395825984862,10.0373399277797,9.45564909381416
"33","GSM1256685","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.39326368738595,8.33537411485927,6.36431890112261
"34","GSM1256686","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.22275390315449,9.49872954150572,8.3607417223301
"35","GSM1256687","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.97921203330306,11.2160986679445,10.0976553506238
"36","GSM1256688","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.77562772667996,9.25139598842983,7.51351185755489
"37","GSM1256689","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.735173348406,9.59494923623648,7.66506129232124
"38","GSM1256690","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.40894050339433,10.8629814918366,9.13596099761546
"39","GSM1256691","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.59807466696305,9.89581052627424,8.74694259661864
"40","GSM1256692","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.44667650834303,9.06529691499761,7.75598671167032
"41","GSM1256693","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.77608304797195,9.70440920751736,8.74024612774465
"42","GSM1256694","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.12374738819158,9.37693988969503,7.25034363894331
