"","Unnamed..0","tissue","endometriosis","severity","p223237_x_at","p229617_x_at","p234068_s_at","AP2A1"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.17001077457225,3.67171235810482,6.54664623626417,5.79612312298041
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.84630631997396,5.38386200717548,7.40475647985614,6.54497493566853
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.44799099765045,4.03025448162205,4.94461070673326,5.14095206200192
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.18120011431161,5.00689915922259,6.80871768093014,6.33227231815478
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.91222363929904,3.67171235810482,8.29693689668371,6.29362429802919
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.90730512003501,6.19736871533234,6.8940278943411,6.66623390990282
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.72751424725181,6.0039951623451,6.2307822344459,6.3207638813476
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.79781404457104,3.60756622573774,6.05327877326998,5.48621968119292
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.72046669624972,3.67171235810482,5.55033008089918,5.31416971175124
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.45524194478091,3.67171235810482,7.18264431787813,6.10319954025462
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.28660950937485,3.59925241994574,5.3723250272116,5.08606231884406
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.43327086374,3.13258038575349,5.76321526562219,5.10968883837189
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.40393874870059,4.01113935297208,5.13718902240964,5.18408904136077
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.5323843477206,3.20867765788875,6.11280764648133,5.28462321736356
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.77711586401602,3.14223793193098,6.09489822141912,5.33808400578871
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.67659552834778,3.40648199483549,6.42643797315659,5.50317183211329
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.52855624509686,3.67171235810482,6.10316941245435,5.43447933855201
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.75312439449116,3.39249060953571,6.77771365681042,5.64110955361243
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.95494516034689,3.4409179414427,6.70601003350222,5.7006243784306
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.15290433315346,4.85746848742011,8.4656907661104,7.15868786222799
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.00777304340133,4.32382658055352,8.06962594893704,6.8004085242973
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.80720645929387,5.18556507461985,9.41846101470632,7.80374418287335
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.24708076439387,4.52705200438778,7.16104976744306,6.64506084540824
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.94108942988236,6.07029140829869,10.1455297392738,8.71897019248495
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.02616298218445,5.72006577010705,9.20401521016885,7.98341465415345
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.29848436238537,5.6644229427747,9.38428617081651,8.11573115865886
"27","GSM1256679","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.82802987681182,5.48933743334595,8.45155031020629,7.58963920678802
"28","GSM1256680","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.43208245485255,4.22745606060827,8.90845257492417,7.18933036346166
"29","GSM1256681","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.44199422393065,4.99204227005906,8.1597746347948,7.19793704292817
"30","GSM1256682","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.63325055848792,4.99691958948041,8.42152419067737,7.35056477954857
"31","GSM1256683","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.39221676581023,5.05758995999833,7.31891053376982,6.92290575319279
"32","GSM1256684","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.00894337496156,4.19470269732751,8.54736482375144,6.9170036320135
"33","GSM1256685","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.68468724469501,6.3855295239054,9.82355927626923,8.63125868162321
"34","GSM1256686","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.97912864092382,6.15551521755105,10.1831852492894,8.77260970258809
"35","GSM1256687","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.76610437558716,3.07459075436938,5.28120249995986,4.3739658766388
"36","GSM1256688","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.81629481856162,3.95492522134709,6.88206226968168,5.88442743653013
"37","GSM1256689","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.51229599607843,5.10031318080489,7.99117136802094,7.20126018163475
"38","GSM1256690","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.07367283423266,3.67171235810482,7.22810861412,5.99116460215249
"39","GSM1256691","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.68028259908636,4.77044382670363,7.24733086288412,6.5660190962247
