"","Unnamed..0","tissue","endometriosis","severity","p205545_x_at","p212491_s_at","DNAJC8"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.68926045698353,7.34644603324498,8.01785324511425
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.94436626132312,8.7879033693731,8.86613481534811
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.82787160495284,8.02787637337115,8.42787398916199
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.68268711948846,7.65824727317891,8.17046719633369
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.69752298639533,7.47741472694907,8.0874688566722
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.57255509969957,7.51313387223218,8.04284448596588
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.38937449492492,6.98318840945471,7.68628145218982
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.30914861527053,8.49886562519596,8.90400712023325
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.92531239329863,8.25863225195756,8.5919723226281
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.68693757417362,7.50244772023645,8.09469264720503
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.23934650418592,8.02862131136684,8.63398390777638
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.73823567278365,7.80344623809239,8.27084095543802
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.52198064943365,7.06751653813827,7.79474859378596
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.19919889461501,8.76319589519271,8.98119739490386
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.32914668247445,8.90231823881135,9.1157324606429
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.42944058926205,7.90048453423386,8.16496256174796
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.63685576832132,8.04329299612046,8.34007438222089
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.99637862761527,7.02446272961961,7.51042067861744
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.40904474132766,7.17300485273302,7.79102479703034
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.805909205398,8.05069738495141,8.42830329517471
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.02313539555134,8.01902484053428,8.52108011804281
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.78984317706319,7.90048453423386,8.34516385564853
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.3664506833096,8.46427650993254,8.91536359662107
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.28240837119149,8.40473997403931,8.8435741726154
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.70535734243184,7.98624708207786,8.34580221225485
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.00909915777304,7.12187486921008,7.56548701349156
