"","Unnamed..0","tissue","endometriosis","severity","p1554341_a_at","p1554342_s_at","p228736_at","HELQ"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.53109568717348,5.92583496713512,6.58641964249169,6.01445009893343
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.10388038126628,6.34410349490243,5.94266774386766,6.13021720667879
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.05899710840638,6.43667117280574,5.01305645995031,5.50290824705414
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.96906732832173,4.99253946930875,6.16979642628767,5.37713440797272
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.9596456276187,5.61406576491332,6.39477365465787,5.98949501572996
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.51844230644466,5.92422857891032,6.77450262494575,6.07239117010024
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.00659272116345,5.61406576491332,5.21689603634277,5.27918484080651
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.55036184727986,6.06651692497406,6.74119264302818,6.4526904717607
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.68780143026111,6.05646763447333,6.79076227732366,6.51167711401937
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.51844230644466,6.36947576482041,7.45152858459354,6.44648221861954
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.68406840112883,5.96292677539225,6.7607051246097,6.13590010037693
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.80860371262587,5.30022651255579,6.63127891155697,6.24670304557954
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.45779566360325,5.33033387227185,6.15609876340084,5.64807609975865
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.61227605854115,6.27793822509848,5.99205726680202,5.96075718348055
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.93788638109919,6.12763476606149,6.91428602743682,6.3266023915325
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.82826975102105,5.49669489893874,6.61568217354297,5.98021560783425
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.83307671450722,5.61406576491332,7.49883425899418,5.98199224613824
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.15348378841969,5.71145461202878,6.6156042375432,5.82684754599722
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.85972492791883,5.71306143276007,6.51254763001887,6.02844466356592
