"","Unnamed..0","tissue","endometriosis","severity","p225191_at","p228519_x_at","p230142_s_at","CIRBP"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.97776628837154,7.57929529215744,9.07253106747719,8.87653088266872
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.55322475810316,6.69664245187805,9.22332176037258,8.49106299011793
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.22589027803967,6.57391971283404,6.64540035375193,6.81507011487521
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.53299590038304,7.47872652049576,10.0953671007987,9.03569650722583
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.0245895564589,5.98315827806156,9.35631535775167,8.45468773075738
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.60829770038476,7.27796670993116,9.45827109869009,8.78151183633534
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.04437495599915,6.61579033450637,8.36126559441316,7.67381029497289
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.50335698583341,7.36485665444386,9.32717217941907,8.39846193989878
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.2765923945174,7.51283608625322,9.28640685973731,9.02527844683598
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.46454945286937,6.54196420990875,7.77995510761752,7.26215625679855
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.41863788842089,6.15331683173671,8.58784457807936,7.71993309941232
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.51662722455081,6.66080436699442,8.21162137824026,7.7963509899285
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.68903181683331,6.92714612263011,7.0070432881691,7.54107374254417
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.814746750413,6.70921132634129,8.12442848353369,8.21612885342933
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.4665741171773,7.4454034224708,9.13912879439093,9.01703544467968
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.194972008025,7.29500160180815,9.1764432122696,8.88880560736758
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.96334298578031,7.40517427066651,8.46359533969548,8.6107041987141
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.4144712545819,6.57391971283404,8.20380157440574,8.06406418060723
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.1689590556095,6.1001225668577,7.75341007087056,7.67416389777925
