"","Unnamed..0","tissue","endometriosis","severity","p208848_at","p208847_s_at","ADH5"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.7896122334937,11.6604550705541,11.2250336520239
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.89160088692336,11.7503830356202,10.8209919612718
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.82768997235474,10.5526348874723,10.1901624299135
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.70145545283694,10.8391026669027,10.2702790598698
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",11.31072469172,11.3983410177067,11.3545328547134
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.1372981348516,10.4541414749825,10.295719804917
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.26857018724775,10.4343364156729,9.85145330146032
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.64269944858289,10.6458304086276,10.1442649286052
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.98791729450135,11.2159612456496,10.6019392700755
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.39413916018862,10.4764687003175,9.93530393025306
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",10.682144027278,10.9960257709308,10.8390848991044
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",10.2956263286825,10.7597931020439,10.5277097153632
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.60558345044578,10.4484204869243,10.027001968685
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",10.1819727407164,10.5816381116868,10.3818054262016
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.3247766619888,11.0979904690432,10.711383565516
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.434957247872,10.8120482233276,10.6235027355998
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.76162877869516,10.7236512282678,10.2426400034815
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.52025638545268,10.3798590368183,9.95005771113549
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.95631112412542,10.3022771466352,10.1292941353803
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.81201150012975,9.60486175385256,9.20843662699115
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.82271740728466,10.7293511021323,10.2760342547085
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.82702520144265,9.62152068899688,9.22427294521976
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.44081745424493,9.52972619086097,8.48527182255295
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.37178983798687,9.89141387576248,9.63160185687467
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.61238201744055,8.98884041768147,8.80061121756101
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.65033312992568,9.39745711734962,9.02389512363765
"27","GSM1256679","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.03253268890339,9.35693823061415,8.69473545975877
"28","GSM1256680","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",10.2834000211443,10.5487533860638,10.4160767036041
"29","GSM1256681","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.12802580641165,10.2645266691815,9.69627623779657
"30","GSM1256682","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.35535422720677,9.16719832513671,8.76127627617174
"31","GSM1256683","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.54820525465163,9.2458093180752,8.89700728636342
"32","GSM1256684","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.75656594509387,9.84472114312208,9.80064354410797
"33","GSM1256685","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.08937400376587,8.17224371171758,7.63080885774172
"34","GSM1256686","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.88252546251873,9.56049511260091,9.22151028755982
"35","GSM1256687","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",11.1161738554516,11.7393413451262,11.4277576002889
"36","GSM1256688","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.11747242557033,9.64318649689257,9.38032946123145
"37","GSM1256689","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.6617816624176,8.77199791811527,8.71688979026644
"38","GSM1256690","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",10.246853972366,11.3494674578256,10.7981607150958
"39","GSM1256691","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.79260990752015,9.50270989753502,9.14765990252759
"40","GSM1256692","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.41396351691992,8.89396073396266,8.15396212544129
"41","GSM1256693","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.39132631141726,10.0951304282502,9.74322836983373
"42","GSM1256694","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.03821425480968,9.0769285451014,8.55757139995554
"43","GSM1256695","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.76073316885155,9.26352298135105,8.5121280751013
"44","GSM1256696","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.70145545283694,10.3339186099319,10.0176870313844
"45","GSM1256697","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.7870989370838,9.14625335741619,8.96667614724999
"46","GSM1256698","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.33292174705496,9.97726659362669,9.65509417034082
"47","GSM1256699","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.76656951754997,8.62789853263988,8.19723402509493
"48","GSM1256700","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.81195656422673,9.07401994236027,8.4429882532935
"49","GSM1256701","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.74344379123846,9.62804742397555,9.18574560760701
"50","GSM1256702","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.02827242354609,9.65847845984066,8.84337544169338
"51","GSM1256703","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.50808071939514,10.0562886713802,9.28218469538767
"52","GSM1256704","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.29508627969244,9.01666138277995,8.6558738312362
"53","GSM1256705","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.44690129957563,9.01661578920892,8.73175854439227
"54","GSM1256706","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.75969769587308,10.1482200050976,9.95395885048534
"55","GSM1256707","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.91231051285953,10.2546708521673,10.0834906825134
"56","GSM1256708","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",10.4355883780449,11.5433660865077,10.9894772322763
"57","GSM1256709","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.9306447767442,10.572329512501,10.2514871446226
"58","GSM1256710","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.89879405292762,10.6448117933547,10.2718029231412
"59","GSM1256711","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.6177002164302,10.9869560603082,10.8023281383692
"60","GSM1256712","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.1067600278123,11.2513949126685,10.6790774702404
"61","GSM1256713","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",10.1872559335573,10.8092772856399,10.4982666095986
"62","GSM1256714","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.5859101888528,11.2737094375478,10.9298098132003
"63","GSM1256715","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",10.1696989983365,10.7055342909784,10.4376166446574
"64","GSM1256716","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.3872468303325,10.6535561657378,10.0204014980352
"65","GSM1256717","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",11.163974058433,11.8805655897437,11.5222698240884
"66","GSM1256718","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",10.1384143690265,9.7215911950944,9.93000278206045
"67","GSM1256719","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",10.2566103371326,10.4699374775401,10.3632739073363
"68","GSM1256720","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.1695939722752,11.5397883136152,11.3546911429452
"69","GSM1256721","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.2616346329447,11.5033989567579,11.3825167948513
"70","GSM1256722","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.2474856305527,11.391108095849,11.3192968632009
"71","GSM1256723","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.913769315866,10.9549155259672,10.9343424209166
"72","GSM1256724","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.3086138556207,11.9237765541665,11.6161952048936
"73","GSM1256725","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.3875765613886,11.4639406385464,11.4257585999675
"74","GSM1256726","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.4429784404058,11.6340426771327,11.5385105587693
