"","Unnamed..0","tissue","endometriosis","severity","p215844_at","p221507_at","p221506_s_at","p226428_at","TNPO2"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.98956560759372,8.95002669397836,10.1438755450349,8.10306778517597,7.79663390794574
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.81028948376511,8.99628968012268,10.0613436832907,8.73343910840225,8.40034048889519
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.68849665572626,7.78853211731279,8.83281425284037,7.54675157571633,7.71414865039894
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.56948442355096,8.5896313100928,10.094972771045,8.29601404828876,8.38752563824438
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.09236812339227,9.66135307016663,10.4155900218663,8.4832935906646,8.41315120152245
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.67978706946832,8.81023953467193,9.896850991019,8.08681431043499,7.86842297639856
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.49265941396794,8.06979931814151,8.9417571755847,8.65285813855085,8.28926851156125
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.46986697416638,8.87527562002268,10.1278357812637,8.24189865464945,7.92871925752555
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.47196183854082,9.47885887818845,10.6503703981204,8.60111707595043,8.30057704770003
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.93115309139683,8.31204706558018,9.50310510601251,7.69874679622961,7.61126301480478
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.93516769018979,9.06960731705419,10.5273218323366,7.82240015047647,8.08862424751426
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.57666470318236,9.0720825366752,10.7280450073749,7.81719196280161,8.04849605250852
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.53244665298748,8.02869995607539,10.7187674203321,8.75466730569909,8.25864533377352
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.43324665701041,9.45055762230068,11.000690705245,7.8993359409195,8.1959577313689
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.26068949401249,9.0121295584487,10.9529659501737,7.75081720073465,7.99415055084239
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.50196693827002,8.74073755252953,10.1901871605706,7.51515114618847,7.98701069938966
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.73639793333504,8.76883441258001,10.3104018665311,7.83635580050424,7.9129975032376
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.94681734396197,8.56072178328655,10.0033128469532,8.03415529052858,7.63625181618257
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.36125942762893,8.61722105665473,9.92520164432166,7.52043070485857,7.60602820836597
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.45198995354281,8.80237981835853,10.4986335066097,9.31350698055417,8.5166275647663
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.70618822906884,8.62424601144108,10.0171682377189,9.48701146778192,8.20865348650269
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.5749407708504,8.42777458499644,9.77812597623061,9.30336039603368,8.27105043202778
