"","Unnamed..0","tissue","endometriosis","severity","p204256_at","p210868_s_at","p227491_at","ELOVL6"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.16680312389536,3.55846432331962,2.8174430006443,3.84757014928643
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.13609320113297,3.35931006985237,2.79164023609849,3.76234783569461
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.9608546114659,3.35931006985237,3.07171165300277,4.13062544477368
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.13609320113297,2.46285243346471,2.88925321385249,3.49606628281672
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.13609320113297,3.31406255051316,3.85909890112243,4.10308488425619
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.13609320113297,2.46285243346471,2.77083356931446,3.45659306797071
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.15302201963347,2.86826712000173,3.40620019675328,3.80916311212949
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.27489356148593,2.81533513204124,2.88925321385249,3.99316063579322
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.27489356148593,3.20722700537334,2.79157456059853,4.0912317091526
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.78985133655593,3.35931006985237,2.77083356931446,3.97333165857425
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.53292768985002,3.68725105326955,2.86397010363788,4.36138294891915
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.88741075791147,3.03962650893515,2.88925321385249,3.93876349356637
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.88741075791147,3.35931006985237,2.88925321385249,4.04532468053878
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.95983833040405,5.21884815597465,4.25147583312104,5.47672077316658
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.76155224757525,3.35931006985237,2.88925321385249,4.00337184376004
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.13609320113297,3.74562199371856,2.93215748114601,3.93795755866585
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.8295124070629,2.71672658461605,2.88925321385249,3.81183073517715
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.99981503935778,2.34020624708894,2.88925321385249,3.07642483343307
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.27489356148593,3.35931006985237,2.88925321385249,4.1744856150636
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",3.80532976360596,2.46285243346471,2.77033244497595,3.01283821401554
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.78805856121292,2.90504677620488,2.77033244497595,3.48781259413125
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.00687601194659,2.46285243346471,2.77033244497595,3.41335363012908
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.27489356148593,2.46285243346471,2.77083356931446,3.83619318808837
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.20082241751421,3.35931006985237,2.81086566552198,3.79033271762952
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.19657015825926,2.46285243346471,2.77033244497595,3.14325167889997
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",2.95512080243406,2.34020624708894,2.77083356931446,2.68872020627915
"27","GSM1256679","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.44239392463766,2.47484293353555,2.88925321385249,3.6021633573419
"28","GSM1256680","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.7476204777339,4.45499662147759,3.51331503420025,4.90531071113725
"29","GSM1256681","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.20927322865543,2.46285243346471,2.77033244497595,3.1474860356987
"30","GSM1256682","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.85178693565591,2.46285243346471,2.77033244497595,3.36165727136552
"31","GSM1256683","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.56364080190635,2.58857377810863,2.77033244497595,3.64084900833031
"32","GSM1256684","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.13256174735368,2.59892346762847,2.77033244497595,3.83393921998603
"33","GSM1256685","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",3.87213609461835,3.35931006985237,2.77033244497595,3.33392620314889
"34","GSM1256686","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.2855628749094,2.46285243346471,2.77033244497595,3.17291591778335
"35","GSM1256687","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.74157873250194,3.74224059485817,2.88925321385249,4.45769084707087
"36","GSM1256688","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.48145184364569,2.46285243346471,2.77033244497595,3.23821224069545
"37","GSM1256689","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.80361801454133,3.35931006985237,2.77083356931446,3.97792055123605
"38","GSM1256690","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.02666214944027,2.96095347089501,2.88925321385249,3.95895627806259
"39","GSM1256691","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.79872939928637,3.35931006985237,2.88925321385249,4.34909756099708
"40","GSM1256692","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.72956251548293,2.46285243346471,2.77033244497595,3.32091579797453
"41","GSM1256693","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.33604270567456,3.34703240332251,2.88925321385249,4.52410944094985
"42","GSM1256694","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.15691811929504,2.46285243346471,2.77033244497595,3.13003433257857
"43","GSM1256695","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.99905003177116,2.46285243346471,2.8491512041921,3.43701788980932
"44","GSM1256696","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.78453167909438,2.46669616254349,2.68612609443472,3.64578464535753
"45","GSM1256697","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.85207958048575,2.46285243346471,2.77033244497595,3.0284214863088
"46","GSM1256698","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.99802488696989,3.35931006985237,3.27049433615647,4.54260976432624
"47","GSM1256699","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.2595584988419,2.46285243346471,2.77083356931446,3.16441483387369
"48","GSM1256700","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.8259164285455,2.49588753491579,2.77033244497595,3.36404546947908
"49","GSM1256701","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.31357954770083,2.46285243346471,2.77033244497595,3.18225480871383
"50","GSM1256702","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.8966551487967,2.57560286811509,2.82834070384482,3.43353290691887
"51","GSM1256703","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.12296875343674,2.46285243346471,2.77033244497595,3.11871787729247
"52","GSM1256704","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.98659905269532,2.65925019376982,2.77083356931446,3.47222760525987
"53","GSM1256705","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.34677355621907,2.34020624708894,2.88925321385249,3.19207767238683
"54","GSM1256706","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.05081934217026,3.35931006985237,2.79128756478629,3.73380565893631
"55","GSM1256707","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.54094159248396,3.15669094727171,3.07649002100889,4.25804085358819
"56","GSM1256708","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.9556334989393,3.35931006985237,2.88925321385249,4.06806559421472
"57","GSM1256709","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.1413694046955,2.69430953422205,2.91704210230764,3.9175736804084
"58","GSM1256710","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.86814625480985,2.47799317384162,2.88925321385249,3.74513088083465
"59","GSM1256711","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.28666352032611,4.41572644733176,3.31670743062717,5.00636579942835
"60","GSM1256712","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.62057693035007,2.85859290857066,2.77083356931446,3.7500011360784
"61","GSM1256713","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.82390975737735,4.4852578153783,2.88925321385249,4.39947359553605
"62","GSM1256714","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.52471155110953,3.17548962845389,2.7885647068066,4.16292196212334
"63","GSM1256715","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.19309415136421,3.41816985175504,3.63174094019251,4.41433498110392
"64","GSM1256716","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.62356177267902,3.48140086331864,2.88925321385249,4.33140528328338
"65","GSM1256717","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.82963418812465,4.47651502640629,2.93568529309769,4.74727816920954
"66","GSM1256718","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.31125168406538,3.14955043840089,3.72561440095864,4.39547217447497
"67","GSM1256719","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.70552122884338,4.7290110832839,3.98061083515485,5.13838104909404
"68","GSM1256720","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.95465613480056,7.57659659343344,5.96867808354229,7.49997693725876
"69","GSM1256721","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.26177722532078,6.62496519639376,5.22559981116332,6.70411407762595
"70","GSM1256722","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.80540357296087,7.33373438823792,6.11340538782309,7.41751444967396
"71","GSM1256723","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.68143218418185,6.21417958570572,3.95866082309979,5.95142419766245
"72","GSM1256724","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.92439590525513,5.44292286281233,2.88925321385249,5.41885732730665
"73","GSM1256725","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.76436645586324,6.3210098544367,4.51692819397909,6.20076816809301
"74","GSM1256726","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.54096977360314,7.0204952317725,5.83239731038948,7.13128743858837
"75","GSM1256727","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.21766135619856,6.96626397453957,4.70518014594922,6.62970182556245
"76","GSM1256728","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.72535581791077,6.38551905788314,4.24168015366377,6.11751834315256
"77","GSM1256729","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.24961499148248,6.9682371219736,5.03682666362899,6.75155959236169
"78","GSM1256730","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.77817323848216,6.37492290917823,4.38851529065913,6.18053714610651
"79","GSM1256731","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.59640806856511,6.93439692200284,5.49687898344671,7.00922799133822
"80","GSM1256732","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.83181920835871,5.24155742304794,3.86159523152114,5.64499062097593
"81","GSM1256733","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.96571448314393,7.21011841676694,5.9439106907891,7.37324786356666
"82","GSM1256734","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.77238833086833,7.65259753045037,5.50769389830357,7.31089325320742
"83","GSM1256735","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.57695863076179,2.46285243346471,2.88925321385249,3.64302142602633
"84","GSM1256736","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.14505350324026,2.86124668649494,2.87744380393881,3.96124799789134
"85","GSM1256737","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.9603975126167,5.45778210997242,4.30138010710049,5.90651990989654
"86","GSM1256738","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.0678590631305,3.35931006985237,2.77033244497595,3.73250052598627
"87","GSM1256739","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.28493265007429,2.85510723967209,3.1703241711433,4.10345468696323
"88","GSM1256740","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.870933228282,2.51880373446998,2.77033244497595,3.38668980257598
"89","GSM1256741","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.27925984586155,7.21314616211824,3.85434118680645,6.44891573159541
"90","GSM1256742","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.43726983041872,2.79601744967435,2.88925321385249,3.70751349798185
"91","GSM1256743","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.079698881278,2.65869365636321,2.77083356931446,3.50307536898522
"92","GSM1256744","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.20335347894711,3.35931006985237,2.88925321385249,3.81730558755066
"93","GSM1256745","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.2629716001956,2.43505938021172,2.77033244497595,3.15612114179442
"94","GSM1256746","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.29143959449703,3.35931006985237,3.30808748587361,4.31961238340767
"95","GSM1256747","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.58200116253977,3.71821384615652,2.86483766907655,4.05501755925761
"96","GSM1256748","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.28196488099678,3.35931006985237,2.77033244497595,4.13720246527503
"97","GSM1256749","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.28346269638461,2.63655216016367,2.89444359703835,3.93815281786221
"98","GSM1256750","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.33173790833674,2.34020624708894,2.68612609443472,3.4526900832868
