"","Unnamed..0","tissue","endometriosis","severity","p201172_x_at","p214150_x_at","ATP6V0E1"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.4580483020115,12.1916591226138,11.3248537123126
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.5763043136809,11.8188328609026,11.1975685872917
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",10.8614353768082,12.112244960103,11.4868401684556
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",11.8234872139439,12.4340769539445,12.1287820839442
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.3445870387137,11.9148521312305,11.1297195849721
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",11.83251656329,12.7314290511584,12.2819728072242
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",11.5954517286713,12.5937748580304,12.0946132933509
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",11.2554330276283,12.1916591226138,11.723546075121
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",11.1555725588991,12.1531030496466,11.6543378042728
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",12.0664538093528,12.6815294018303,12.3739916055916
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",10.8824982831079,12.0780653093893,11.4802817962486
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",10.6587911635406,12.1916591226138,11.4252251430772
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",11.1382397943242,12.4615940339916,11.7999169141579
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",11.2818293680752,12.4162178624577,11.8490236152665
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",11.1342669838925,12.1916591226138,11.6629630532532
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",11.7645987151906,12.5924710330339,12.1785348741123
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",11.8144619873103,12.1916591226138,12.0030605549621
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",11.8203632303806,12.7918486346118,12.3061059324962
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.9752323365104,12.1916591226138,11.5834457295621
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",12.0895406493087,12.224561612083,12.1570511306959
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",11.5784971596504,11.9310417641764,11.7547694619134
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",12.038881208121,12.2048148879488,12.1218480480349
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",11.8556351606087,12.2465069035242,12.0510710320664
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",11.7659487304163,12.1554038623508,11.9606762963836
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",11.763793183485,12.0301117996216,11.8969524915533
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",10.8504788339279,11.4360257262113,11.1432522800696
