"","Unnamed..0","tissue","endometriosis","severity","p212048_s_at","p238760_at","YARS"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.94553127532335,4.75574348865973,6.85063738199154
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.80761449625366,6.58441569981674,7.6960150980352
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.98440637323351,6.92483236210445,7.45461936766898
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.72992272694104,6.09847465412041,7.41419869053072
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.72308904618931,6.89306889247817,7.80807896933374
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.95070596156534,6.89191205075872,7.92130900616203
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.90528971478466,8.39925931821103,8.15227451649784
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.8761041431805,6.53031595380444,7.70321004849247
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.98148158912799,5.86938748820877,7.42543453866838
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.18732461395891,6.46282561951346,7.82507511673619
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.74697298130322,5.64896030679646,7.19796664404984
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.57685042019104,5.57033523482063,7.07359282750583
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.12403166263205,6.68896651947525,7.40649909105365
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.49834461369604,5.87472849018616,7.6865365519411
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.20091070822082,5.97813861592509,7.58952466207295
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.67939844350947,5.78976988934287,7.23458416642617
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.84162264639867,6.25380526393252,7.5477139551656
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.640583491585,6.98944277474803,8.31501313316651
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.08347571429526,5.59123683979273,7.33735627704399
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.82867609002408,6.01030154052546,7.41948881527477
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.57397936693866,5.63226184063777,7.60312060378821
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.62842130728801,6.21380134111415,7.92111132420108
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.2424110811902,6.83549237128305,8.53895172623663
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.0767331022795,6.47668544330942,8.27670927279446
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.16859720603809,6.79418206713618,7.98138963658714
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.02898392298859,6.45766687589343,7.24332539944101
"27","GSM1256679","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.85268797922657,6.21944138536272,7.53606468229465
"28","GSM1256680","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.50488950469243,4.84834852838445,7.17661901653844
