"","Unnamed..0","tissue","endometriosis","severity","p212855_at","p212851_at","DCUN1D4"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.79466612353705,4.57844202539564,6.18655407446635
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.37416401519736,5.94849511985096,6.16132956752416
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.98146207938237,4.87050828517842,5.92598518228039
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.2629940816442,5.41903127342013,6.34101267753216
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.89611043911522,6.35504229688259,7.6255763679989
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.8077862603899,5.16157240578405,5.98467933308697
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.42173011884685,5.12370956258047,5.27271984071366
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.37253121377316,5.04186993433387,6.20720057405351
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.79706466476083,5.6908671235203,6.74396589414057
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.14610453131669,6.30690371817746,6.72650412474708
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.98530111722661,5.65528456015953,6.82029283869307
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.79055170236283,5.21443565457932,6.50249367847107
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.06021780859268,5.24064256627136,5.65043018743202
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.69844433485089,5.78942559085641,7.24393496285365
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.94256932265155,5.76121802365197,7.35189367315176
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.55745338335246,4.63904520745398,6.09824929540322
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.79993066427843,4.60082962299684,6.20038014363764
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.88396601916087,5.48215160672053,6.6830588129407
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.81603468388777,4.45913654089199,6.13758561238988
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.57295101206441,3.23307328554287,4.90301214880364
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.41672624631775,2.74691163244172,5.08181893937974
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.79631996480312,2.72319194750104,4.75975595615208
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.1604264416358,4.25524969167303,5.20783806665442
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.55917228144641,3.85800054845185,5.20858641494913
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.83828634740713,2.87377061038015,4.35602847889364
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.06003813907846,3.09332515988235,4.57668164948041
"27","GSM1256679","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.00403863052062,3.33011459939856,4.16707661495959
"28","GSM1256680","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.61615677304062,3.94298695251397,5.77957186277729
"29","GSM1256681","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.40134058764452,3.39942477261741,4.90038268013097
"30","GSM1256682","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.8077862603899,2.75546307494289,4.78162466766639
"31","GSM1256683","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.06021780859268,2.98225504849695,4.52123642854481
"32","GSM1256684","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.07905932177723,3.85983456980002,5.46944694578862
"33","GSM1256685","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.77616383857548,2.72319194750104,4.24967789303826
