"","Unnamed..0","tissue","endometriosis","severity","p1557532_at","p202785_at","NDUFA7"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",2.68678291117758,9.25071411195477,5.96874851156617
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",2.90001555557915,9.88618329346541,6.39309942452228
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",2.90001555557915,7.76808742325792,5.33405148941853
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",2.52353174017276,9.20457594022668,5.86405384019972
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",2.52353174017276,7.89593911210572,5.20973542613924
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",2.83559319210556,8.91616344011923,5.8758783161124
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",2.54363578166921,8.33969342418739,5.4416646029283
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",2.90001555557915,8.73151757853805,5.8157665670586
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",2.56227982601435,8.93293938157357,5.74760960379396
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",2.52353174017276,9.35197046438614,5.93775110227945
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",2.52353174017276,8.46330179828114,5.49341676922695
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",2.90001555557915,8.49633220215701,5.69817387886808
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",2.90001555557915,8.18340839984504,5.5417119777121
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",2.52353174017276,8.77893617133065,5.65123395575171
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",2.52353174017276,9.1417145303807,5.83262313527673
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",2.52353174017276,8.69770543763083,5.6106185889018
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",2.52353174017276,8.96791821016791,5.74572497517034
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",2.55760525749657,8.0808098265498,5.31920754202319
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",2.61103507994877,8.0824009533014,5.34671801662509
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",3.55983321044659,10.7672089134178,7.1635210619322
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",2.90001555557915,11.5520718605552,7.22604370806718
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",3.88837719960057,11.2727865288651,7.58058186423284
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.37104642905738,10.3726496531847,6.87184804112104
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.33398761439967,10.813566399676,7.07377700703783
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.43276977194613,10.9717855111471,7.70227764154662
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.39087542715759,12.3044746661869,8.34767504667225
"27","GSM1256679","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.73370304775129,11.7300072993355,8.23185517354339
"28","GSM1256680","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.04735809615714,10.8081721748645,6.92776513551082
"29","GSM1256681","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.032994240114,11.4241134833474,7.7285538617307
"30","GSM1256682","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.56210392671529,11.8735385797579,8.2178212532366
"31","GSM1256683","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",3.49568908807427,11.9190670054131,7.70737804674368
"32","GSM1256684","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",3.10481120599273,10.9412006587672,7.02300593237996
"33","GSM1256685","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.1070344000881,11.4521588000706,7.77959660007935
"34","GSM1256686","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.11590818993563,11.529620500507,7.82276434522132
"35","GSM1256687","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",2.91745638691116,10.8150261825563,6.86624128473373
"36","GSM1256688","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.075154204482,11.0230320037471,7.54909310411455
"37","GSM1256689","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.21115559720874,11.6835012285939,7.94732841290132
"38","GSM1256690","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",2.90001555557915,10.9722682441501,6.93614189986463
"39","GSM1256691","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.29858003681334,12.2347296381738,8.26665483749357
"40","GSM1256692","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",3.39499812613882,11.2149349242196,7.30496652517921
"41","GSM1256693","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",3.12262477443364,11.3698431946922,7.24623398456292
