"","Unnamed..0","tissue","endometriosis","severity","p201952_at","p201951_at","ALCAM"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",11.7615473030117,10.0302700799318,10.8959086914717
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",11.9032463789465,10.3603314748814,11.131788926914
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",10.5079949545532,9.04181893923186,9.77490694689253
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",11.2262176049041,9.27202534404023,10.2491214744722
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.7757434495665,9.28487920387799,10.0303113267222
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.5614773765156,8.47253695107424,9.51700716379492
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.7719514709977,9.29003196692262,10.0309917189602
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",11.626543190408,9.53358606494653,10.5800646276773
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",12.1000840761659,10.9438562238,11.5219701499829
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.2849015859341,8.01150818834407,9.14820488713909
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",11.0604577777529,9.34674825467122,10.2036030162121
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",11.2429332452565,9.78695022882359,10.51494173704
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.6380912996522,8.30044215694022,9.46926672829621
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",10.663928776884,9.01810822301296,9.84101849994848
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",11.4491899826007,10.0649382389036,10.7570641107522
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",11.7659345410171,10.4952859928722,11.1306102669447
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",11.7542563571533,10.3607417700793,11.0574990636163
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.8587582162905,9.4361916292402,10.1474749227654
