"","Unnamed..0","tissue","endometriosis","severity","p227778_at","p232498_at","p230361_at","MROH1"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.43406552074466,5.99686999215996,3.55940364527368,5.3301130527261
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.89181559188126,4.99324890138309,3.58371707506944,4.8229271894446
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.42376714456521,5.84599936144804,2.86530160962111,4.71168937187812
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.41931431802752,5.67953651461664,3.57159436710167,5.55681506658194
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.63398758749085,5.4704535005774,3.12274722156835,4.7423961032122
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.48831999958314,5.64539593085493,3.55940364527368,5.23103985857058
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.29009608440679,4.74147869215542,3.11108876821402,4.71422118159208
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.83262337737795,5.81354895727468,2.86530160962111,4.83715798142458
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.62681019997619,5.89236485634849,3.55940364527368,5.35952623386612
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.2000324451184,5.0370189003772,2.86530160962111,4.70078431837224
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.26303202668779,4.01869201732909,3.55940364527368,4.28037589643019
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.38113123585322,4.16259872736704,2.86530160962111,4.13634385761379
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.27150233179819,4.61527451581029,3.55940364527368,5.14872683096072
