"","Unnamed..0","tissue","endometriosis","severity","p203325_s_at","p212489_at","COL5A1"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",11.5435358429851,11.322549241556,11.4330425422706
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",11.6180681375195,11.3217957932102,11.4699319653649
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",13.1552134785054,12.7864253056514,12.9708193920784
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",11.0240168771128,11.0334020663555,11.0287094717341
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",13.5380602070748,13.27207791663,13.4050690618524
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",11.22674491706,11.4288787142465,11.3278118156532
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",11.0686476803042,10.9780102067062,11.0233289435052
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",12.9295769596718,13.0045198736051,12.9670484166385
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",12.8711771964293,13.1425315704732,13.0068543834513
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",11.717699454466,11.7420812841198,11.7298903692929
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",12.9151436684724,12.4052498078753,12.6601967381739
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",11.914057854397,11.9668006826198,11.9404292685084
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.69956555983736,9.94370306051542,9.82163431017639
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",13.7877913296932,13.3673069693924,13.5775491495428
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",12.7819831620001,12.6183563941715,12.7001697780858
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.8937766373278,11.3058889013918,11.0998327693598
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.4552725664773,11.0159751492908,10.7356238578841
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.8659591170769,10.9457368844957,10.9058480007863
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",11.4964522473803,12.0668028472058,11.7816275472931
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",12.2427130950765,11.6862731486509,11.9644931218637
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",12.4463872680082,11.4530144275369,11.9497008477726
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",13.0104690683435,12.36630092308,12.6883849957118
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",12.4690588784696,10.6528645602514,11.5609617193605
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",12.4285444568605,11.9497435972399,12.1891440270502
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",12.8473346770577,12.3840764645818,12.6157055708197
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",12.8527769221023,12.0169595459403,12.4348682340213
"27","GSM1256679","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",13.5916207152216,11.766694329929,12.6791575225753
"28","GSM1256680","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",13.4952930858919,12.6231306970253,13.0592118914586
"29","GSM1256681","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",12.1397434040297,11.303060721581,11.7214020628053
"30","GSM1256682","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",13.5817789403583,12.5820154310372,13.0818971856978
"31","GSM1256683","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",12.3175836097156,10.9157335708105,11.6166585902631
"32","GSM1256684","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",13.6116268459799,12.9983460818541,13.304986463917
"33","GSM1256685","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",12.9574730114074,11.8170287278242,12.3872508696158
"34","GSM1256686","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",13.7866194095514,12.7927281154548,13.2896737625031
"35","GSM1256687","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",11.86304186484,11.3135031080352,11.5882724864376
"36","GSM1256688","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",12.979993626837,12.5037349531754,12.7418642900062
"37","GSM1256689","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",14.2129289571839,13.002245330526,13.6075871438549
"38","GSM1256690","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",12.4023331125105,11.763835749528,12.0830844310193
"39","GSM1256691","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",13.6561347609034,12.3569493811747,13.006542071039
"40","GSM1256692","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",12.4575154925359,11.3102256966684,11.8838705946022
"41","GSM1256693","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",13.6615672803643,12.6335218339057,13.147544557135
"42","GSM1256694","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",13.8790114889086,13.196339581742,13.5376755353253
"43","GSM1256695","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",13.013922561351,12.099471796891,12.556697179121
"44","GSM1256696","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",12.1622182483855,11.4554818900007,11.8088500691931
"45","GSM1256697","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",13.0096783946775,12.2392130765629,12.6244457356202
"46","GSM1256698","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",13.3960979445288,12.0523107148464,12.7242043296876
"47","GSM1256699","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",13.2406008893371,11.6666350388363,12.4536179640867
