"","Unnamed..0","tissue","endometriosis","severity","p212638_s_at","p212637_s_at","WWP1"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",11.1733697349869,8.62375427523317,9.89856200511004
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.8784705898822,6.64999375773762,8.76423217380991
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",10.4734522163099,6.81470614543828,8.64407918087409
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",11.596334087354,7.30280319709471,9.44956864222435
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.9176141531481,7.5524946599197,9.2350544065339
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",11.0366924491377,7.86489333402271,9.45079289158021
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.7948013837829,6.50873933698572,8.65177036038431
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",10.5053079947685,6.49391468510573,8.49961133993711
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.836449165433,7.43970074777035,9.13807495660168
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.476913928745,8.27734007324295,9.37712700099398
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",10.0875038033579,7.78678592363674,8.93714486349732
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",10.4333068259885,8.44372366918371,9.43851524758611
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",11.3031301864504,7.57729986745179,9.44021502695109
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",11.5113155141684,7.44438839187316,9.47785195302078
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",11.5937676376928,7.53875726033707,9.56626244901494
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",12.1963638877591,8.14706459452693,10.171714241143
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",11.6474448968237,8.01638658699617,9.83191574190993
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",11.3523743694701,8.83462840323706,10.0935013863536
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",11.2700295040169,8.58335591973826,9.92669271187758
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.21051347426067,7.23166891101472,7.7210911926377
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.2381934491513,6.53377504709622,6.88598424812376
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.03741647602417,7.48316628977795,7.76029138290106
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.91609319481158,7.71696423555143,7.81652871518151
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.36223597092214,6.11605078739257,6.23914337915735
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.30988515864857,6.13172223703487,6.72080369784172
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.41943360882883,6.0191288792032,5.71928124401602
"27","GSM1256679","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.39137601864631,5.83521655901924,6.11329628883277
"28","GSM1256680","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.08288864679892,7.21215032154153,7.64751948417022
"29","GSM1256681","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.91314422159387,6.4499196030863,6.68153191234009
"30","GSM1256682","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.03710370217869,5.57407470805883,5.80558920511876
"31","GSM1256683","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.61369339382686,6.27928301887115,5.946488206349
"32","GSM1256684","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.93458346989112,7.1070219289777,7.02080269943441
"33","GSM1256685","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.40745992248163,5.17520052342759,5.29133022295461
"34","GSM1256686","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.09610601230092,5.66040277953588,5.8782543959184
"35","GSM1256687","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.07933492439022,8.41608163135295,8.74770827787158
"36","GSM1256688","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.350754141392,7.42499215759031,7.88787314949116
"37","GSM1256689","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.84147044370558,6.76794950759088,6.80470997564823
"38","GSM1256690","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.43489782286806,7.61299057737179,8.02394420011992
"39","GSM1256691","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.70137291230984,7.02442173602081,7.36289732416533
"40","GSM1256692","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.7004867495116,6.73588463424533,6.71818569187846
"41","GSM1256693","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.16367073861526,8.46059579287548,8.31213326574537
"42","GSM1256694","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.73381918442506,5.93428963317785,5.83405440880145
"43","GSM1256695","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.84577991842361,6.61245858216284,5.72911925029323
